Prompt,Dominant_Topic,Keywords
"an eyeline level view of an amusement park, with a bright yellos path through the park illuminated via augmented reality, hyper realistic, 4k",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"Nendoroid - petit, cute style, Resin material, withe hair with flowers, green eyes with red heart in it,cute, delicate, Intricate Detail, Digital Art, Concept Art and Epic Composi- tion, very high details, 8k, unreal engine, octane render",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"1980s Sichuan Chengdu, in a teahouse, two elderly people drinking tea and eating snacks around a table, with a chubby giant panda sitting on a chair beside them, gnawing on bamboo The saturation of the image is reduced, Kodak Uitramax 400 -",1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
a photography of a yoga mat in a luxurious swiming pool,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"An 18 year old girl that looks like ExternalUrl  room, very angry and manic looking, with a cute, adorable blue fairy, pixar, disney, short childrens stories, 8k, illustration, photorealistic, realistic depth of field, unreal engine 5, ray tracing, hyperrealistic, mgDet&rs=1 photography, cinematic, super detailed, cinematic lighting, FKAA, TXAA, RTX, SSAO, Post Processing, Post production, CGI, VFX, SFX, Full color, HDR, realistic 8k, color Grading, portrait Photography, shot on 50MM lens, Ultra - Wide Angle, Depth of Field, hyper- detailed, beautifully color graded, insane details, intricate details, beautifully color graded, Unreal engine, Cinematic, Color Grading, Editorial Photography, Photography, Photoshoot, Shot on 70mm lense, Depth of Field, Bokeh, DOF, Tilt Blur, Shutter Speed 1/1000, F/22, white balance, 32k, Super-resolution, Megapixel, ProPhoto RGB, VR, Lonely, Good, Massive, Halfrear Lighting, Backlighting, Natural Lighting, Incandescent, Optical, Backlight, Natural Lighting, Incandescent, Optical Fiber, Moody Lighting, soft lighting, Columetric, Contre - jour, Beautiful Lighting, Accent Lighting, Global Illumination, Ray Tracing Global Illumination, Optics, Glowing, Shadows, Shimmering, Ray, Tracing Reflections, Lumen Reflections, screen Space reflections, Diffraction Grading, Chromatic Aberration, GB Displacment, Scan Lines, Ray Traced, Ray tracing Ambient Occlusion, Anti - aliasing",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
Isometric illustration of someone with a fixed mondset trying to overcome,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"using this, create a charcoal photo of a dreary world war II landscape with a soldier who looks like this",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
ExternalUrl  ExternalUrl ,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"Close shot of a cute cat with a furry smile, bright eyes, orange cat with lines, one hand catching butterflies, acrylic texture",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
ExternalUrl  add details,2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"Japanese folktale, japanese, hyperrealistic, oni, forest, sakura, wagasa, kimono, CGI, photpgraphy, wide angle, falling petals, -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"a portrait of a beautiful woman as a futuristic cyberpunk fighter pilot, in a jet, city background, hdr, ultra surreal, ultra high quality, ultra high details, -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
black and white donald trump mug shot giving a thumbs up,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"an old woman in appropriate clothing performing on the balance beam at the Olympics, photorealistic, cinematic -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"an 8 year old smiling boy, that looks like, ExternalUrl able big blue monster, that looks like, ExternalUrl eld, unreal engine 5, ray tracing, hyperrealistic, photography, cinematic, Super detailed, Cinematic Lighting, FKAA, TXAA, RTX, SSAO, Post Processing, Post - Production, CGI, VFX, SFX, Full color, HDR, Realistic, 8k, Unreal Engine 5, Cinematic, Color Grading, portrait Photography, Shot on 50mm lens, Ultra - Wide Angle, Depth of Field, hyper - detailed, beautifully color - coded, insane details, intricate details, beautifully color graded, Unreal Engine, Cinematic, Color Grading, Editorial Photography, Photography, Photoshoot, Shot on 70mm lens, Depth of Field, Bokeh, DOF, Tilt Blur, Shutter Speed 1/ 1000, F/ 22, White Balance, 32k, Super - Resolution, Megapixel, ProPhoto RGB, VR, Lonely, Good, Massive, Halfrear Lighting, Backlight, Natural Lighting, Incandescent, Optical Fiber, Moody Lighting, Cinematic Lighting, Studio Lighting, Soft Lighting, Volumetric, Contre - Jour, Beautiful Lighting, Accent Lighting, Global Illumination, Ray Tracing Global Illumination, Optics, Scattering, Glowing, Shadows, Rough, Shimmering, Ray Tracing Reflections, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ray Traced, Ray Tracing Ambient Occlusion, Anti - Aliasing, FKAA, TXAA, RTX, SSAO, Shaders, OpenGL - Shaders, GLSL - Shaders, Post Processing, Post - Production, Cel Shading, Hyperrealistic",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
backdrop medical conference,3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"create a photo of a blonde kid with a mullet who is fighting off an army of French bulldogs, in a tropical landscape. He has an army of miniature natives shooting arrows at the dogs.",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"ExternalUrl  as the pope and a nun standing in the sistine chapel, 8k, cinematic, v5",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
ironman as a big pig,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
napolean with his army,3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"A close-up of the finely woven cotton blend material of the shoelace for dress shoes, highlighting the texture and wax coating. -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
create a design with Kurt Russell in big trouble little China Town. funny humor and can be high quality original for a tshirt design,3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"1. Image with a laptop and a code The image shows an open laptop, on the screen of which the program code is displayed. This image demonstrates the software development process and focuses on the technical component of your company. 2. Product or service icons Create bright and stylish icons representing the main products or services of your company (for example, mobile applications, web development, custom software). Place them on the image in the form of tiles or mosaics to demonstrate the variety of offers. 3. Development Team Use a photo or illustration of a team of professional developers working on the project. This will help emphasize the human aspect of your business and build trust in your company. 4. Turning an idea into Reality Visualize the process of turning an idea into a successful product. The image can show a person thinking about an idea (for example, with a light bulb over his head) and a product created based on this idea (for example, a mobile application on a smartphone screen). 5. Graphic element in the form of a rocket The rocket symbolizes rapid growth, innovation and success. Place a stylized rocket on a background that reflects your field of activity (for example, with digital elements, code or abstract graphic elements). This emphasizes the dynamism of your company and the desire for success. -",1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"medium sized rug, avatar by james cameron, rug gun, living room, -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
a pair of wealthy edwardian ladies pink and white boots 1912,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"coffee feilds with crenshaw los angeles in the background,4k",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
Frida Kahlo self-portrait painting at a beauty parlor about to get her eyebrows trimmed,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"suzhou science park, scientific architecture, planning and design",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
Thomas Moran style painting Yosemite Valley Half Dome Merced River clouds sunset wildflowers,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"ExternalUrl , Korra firehealing, wounded soldier on ground, snowy hinterlands, night, JM Animation, Avatar The Last Airbender, cinematic lighting, sharp lines -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
burlesque Star Wars female Darth Vader revealing costume,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
Bulbosaur -,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
australian shepard agility silhouette simple logo in light blue and medium red,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"rain and gems, 8k, Real, phototral",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"microtextured detailed photorealistic illustration of black chalkboard filled with detailed diagrams and equations explaining how AI pattern recognition works, include code snippets, dramatic lighting, centered -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
a vector logo for a medspa called golden hour that conveys emotions of rejuvenation and light,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"In the photo, a SF EXPRESS courier is captured on a busy street in a city. The courier is dressed in Y2K fashion, wearing baggy cargo pants with multiple pockets, a loose-fitting graphic t-shirt, and chunky sneakers. The courier is carrying a large package in their arms and is looking straight ahead, seemingly focused on their delivery.The background of the photo is filled with people walking, cars driving, and buildings towering overhead. The scene is bustling with energy and movement, with the courier appearing to be in the thick of it all. The Y2K fashion adds a nostalgic touch to the photo, reminding viewers of a different time and style.like ExternalUrl ",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"ExternalUrl  league of legends oil on canvas splash art style portrait, very attractive female demon uncovered, like ivy valentine, setsuka, wearing all black, very prominant f-cup, two piece bathe wear, smooth skin, neck, chest, belly, legs, feet, hyper realistic, live action, line art, artstation trending, 3d, live action, intense lighting and shadow, wide shot, photo realistic, live action full body like frank frazetta, boris vallejo, julie bell, dejah thoris as tigra like sc ivy valentine like ff yunalesca like ff shiva, kneeling, intense light and shadow coming from above, prominant f-cup, visible smooth skin neck, arms, belly, legs, close up line art, visible smooth torso skin and belly skin, demi rose, uncovered, sunny, 8k ExternalUrl ",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
Stay Weird Create a design that celebrates individuality and uniqueness. Use bold typography and graphics to make a statement. -,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
french peony in the style of maxfield parrish,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
a simple logo for Organisation for Cambodia Development,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"a woman and a man inside a cabin looking out the window where it is night and there is a blanket of stars with a full moon and they are embracing. inside the cabin there is a fireplace with the fire lit with wood and a dog dog lying on the ground 4K, -",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
a photorealistic sequoia forest that is a wide angle from a canon Eos 5d and from the ground perspective pointing upward at the canopy of trees -,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"sindbad, pixar animation, cute, hyper realistic, 4k -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
ExternalUrl  in the style of Miki Asai,2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
a vector of a remote working community,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"wake, lake, shake Create a design that celebrates individuality and uniqueness. Use bold typography and graphics to make a statement. -",1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
intricate landscape wallpaper of arizona desert with vibrant colors in the syle of Firewatch video game art -,2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"In your artwork, use a mix of surrealism and realism, with a focus on feminine motifs, pastel colors, and retro aesthetics inspired by the works of Petra Collins. Use contrasting elements such as light and darkness, innocence and beauty and decay to convey the complex nature of the feminine psyche. Incorporate dreamlike imagery to capture the ethereal quality of the feminine psyche, and consider including elements such as flowers, nature, and vintage objects to evoke nostalgia and a sense of femininity.",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"As you sit at your desk, typing away on your computer, you imagine a futuristic world where AI is capable of creating perfect Ideal Customer Avatars with just a few clicks of a button. The AIs advanced algorithms analyze vast amounts of data to determine your ICAs demographics, psychographics, and behavioral characteristics. It delves deep into their pain points, problems, concerns, needs, and wants, understanding their goals, aspirations, and motivations like no human ever could. As you watch, the AI identifies a common theme or area that you can address, focusing on solving one specific problem or issue. It presents you with a range of lead magnet types, from ebooks and webinars to checklists and quizzes, each tailored to resonate with your ICA and address their specific problem. With the click of a button, the AI creates a visually stunning lead magnet that is high-quality, valuable, and actionable. It promotes your lead magnet using various channels, including social media, email marketing, paid advertising, and partnerships, driving traffic to your landing page and encouraging your ICA to sign up and receive your lead magnet. As you sit back and admire the AIs work, you realize that it has created a lead magnet that is perfectly tailored to your ICAs needs, adding value to their lives and building trust with them. You cant wait to see the results of your next marketing campaign, knowing that the AI has set you up for success.",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
backyard garden design -,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"celestial space, scattered small clear round rose cut diamonds, scattered various sizes round brilliant cut white diamonds, scattered various sizes dark teal color brilliant cut sapphires, scattered colored sapphires, surreal, light",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
video game simple illustration -,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"Design a modern and minimalistic logo for a land registration agency in a line-style aesthetic, with the letter H as the main design element. Use yellow as the primary color to convey a friendly and approachable feel. Redesign the letter H to give it a modern and professional look, representing knowledge in real estate and land.",1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"a painting representing the celebration of someones 50th birthday, with the number 50 prominently displayed",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"black and white photography, woman walking, street, New York, 50s, men, cars, like this ExternalUrl ",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
a dark forest with a rustic cabin,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"ultra-realistic, hyper-detailed 1600K HD photographs from the 1980s of Break Dancers on a city street and a big crowd gathered around watching Street-level, off-center, up-close images of the break dancers",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"Qingming Festival,mountains, water, pavilions, light rain, misty atmosphere, and fields",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"ExternalUrl  young beautiful arabian women, bright skin like dilraba dilmurat, crying, tears on her cheeks, eyes closed, head down and leaning against the wall, more frontal back view, pilgrim, oil painting",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
philippines digital information communications and technoledgy,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"A surreal depiction of a black cat diligently working in an office environment, rich in detail and creativity. The scene seems to be captured by Salvador Dalís vision. Shot with a Nikon D850, shutter speed 1/80, aperture f5.6, ISO 400. The lighting setup consists of a blend of natural light and artificial ambient light, emphasizing the cats unique work setting. The image exudes a cinematic, artistic, dreamy, and highly detailed quality. -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"Pursuing passive income can provide a sense of purpose and fulfillment beyond traditional 9-5 work,no text, just image, GB offset, scan lines, anti-aliasing, shaders, CGI, VFX, SFX, insanely detailed and intricate, hyperminimalistic, elegant, hyperrealistic, ultra-detailed, dynamic poses, volumetric, photorealistic, ultraphotorealistic, puxelart, unreal engine 5, clear focus, cinematic shading, bright, dramatic, clear focus, 4K, 8K -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"Pursuing passive income can provide a sense of purpose and fulfillment beyond traditional 9-5 work,no text, just image, GB offset, scan lines, anti-aliasing, shaders, CGI, VFX, SFX, insanely detailed and intricate, hyperminimalistic, elegant, hyperrealistic, ultra-detailed, dynamic poses, volumetric, photorealistic, ultraphotorealistic, puxelart, unreal engine 5, clear focus, cinematic shading, bright, dramatic, clear focus, 4K, 8K -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"Capture a series of colorful photographs that explore the contrast and similarities between a Chinese woman enjoying a colorful burger and her Louis Vuitton bag sitting on the table beside her. Experiment with a shallow depth of field, such as f/2, to focus on specific colorful details of the scene, such as the womans bright clothing, the intricate design of the bag, or the vibrant colors of the food. Use your camera to explore the small details of the scene, from the texture of the burger to the patterns on the tablecloth. When editing your photos, make sure they are resized to 1920x1080 pixels to fit a standard 1080p display. Consider adjusting the color saturation and contrast to make the colors pop and the details stand out. Use different cropping techniques to enhance the composition and balance of each photo. Consider how different lighting conditions can enhance the colors and change the mood and atmosphere of the scene, and experiment with different angles and compositions to create a visual story that invites the viewer to explore the cultural, social, and personal significance of this moment. Aim to capture the essence of this encounter through your lens, using the elements of color, contrast, and texture to create a unique and memorable visual narrative. -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
The original car driving recorder is thin and technologically heavy,3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
draw my worst nightmare demon taking my soul death flow -,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"ExternalUrl , 3d character of a cute sun with a face and legs and arms, IP design by popmart,kawaii, cartoon style, pink colors, very detailed colors,8k photorealistic detailed -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
Software that displays the table plan of a restaurant and indicates in green color the tables available for a certain date. -,2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"floral print of dahlias, 4k, drawing",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
Neymar Jr eating a pizza on a rooftop,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
abstract DJ totof logo,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"premium packaging design for clothing, elegant, fun pastel, ultra high definition",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
leather purse with happened woodblock printing pattern on it,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
Creat an image about Burried Vias in PCB,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"Noah’s ark, selfie, Noah, smiling, on ark, with animals",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
modern warfare 2 but its super mario -,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"beautiful rose photography bright center, cinematic photography, cinematic lighting, 8k -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"This man ExternalUrl musical artist Riff Raff dressed in western attire and cowboy hats and oakley goggles in a lime green Toyota Tundra TRD Pro with the windows down in front of the Texas Capital . 8k, HD, cinematography, photorealistic, Cinematic",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"*Cute anime style girl with pale skin, black eyes, black hair, black lips and neck tattoos in fog and mist special effects, low contrast, vibrant colors, shot on Hasselblad camera. Image made in black and white tones. -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"war scene, crowd with many people 4k design",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
Geno Smith with Jimmy Neutron hair,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"You find yourself standing in front of a grand, gothic cathedral, its intricate spires reaching up towards the sky. The sun is just beginning to set, casting a warm, golden light on the facade of the cathedral. As you approach the entrance, you notice a group of pigeons perched on a nearby statue. You take out your camera and attach a 50mm prime lens, allowing you to capture the details of the statue and the pigeons in sharp focus. As you walk through the cathedral, you are struck by the grandeur of the architecture and the intricate details of the stained glass windows. You switch to a wide-angle lens and set up your tripod to capture the vastness of the nave and the beauty of the windows, their colors casting a kaleidoscope of light on the stone floor. As the sun sets, you notice the light changing, casting a soft, ethereal glow on the cathedral. You switch to a 24-70mm zoom lens and capture the details of the stained glass windows, their colors becoming more vibrant in the fading light.As you take your photos, you feel a sense of awe and reverence for the beauty of the cathedral and the skill of the artisans who created it. You know that these images will transport others to this majestic place and inspire a sense of wonder and awe.-",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
ExternalUrl  Transform this into a design draft of a 3D like technological style screen,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"A pleasant spring day. In Japan, three frieands have a good time. A man is sitting under a cherry blossom tree in a park with a blue picnic sheet. He is wearing a white shirt and blue jeans. Two women are sitting next to him. They are chatting happily. One is wearing a white dress, the other a pink skirt and white blouse. Both women appear to be drinking hot tea from beverage cups in their hands.Many people are enjoying hanami in the park. Many cherry blossom viewers are sitting around the cherry trees, gazing at the blossoms and drinking. The cherry petals blowing in the wind and dancing in the sunlight are very beautiful and soothing.Men and women are enjoying the spring sunshine and beautiful scenery under the cherry trees. They seem to be having a pleasant time while watching this lovely scenery.",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"olga of kiev 35mm photo, -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
cat chasing a laser,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"christian fuchs wearing hanfu flying through the air using super powers, rays of light come from his palms in the back there is a huge wave and in the front of the image a chinese city under the wave",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"australian kitchen, interior, wooden floor, white stucco wall, white ceiling, tall window, dining table, dining chairs, kitchen island, tile splashback, plates on the table, garden view, ambiance, natural light, daylight, cinematic photography, photo realistic, breezy, curtains, pot plants, navy blue rug, -",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"neon library, 8k -",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
D&D Gwent style old bland man holding flaming sword in a snowy town surrounded by shadows hell hounds,3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"A female tourist is holding a blue object in her hand. Photos are realistic, clear, elegant, and close up",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
a happy Seahorse and fish for coloring book for kids,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
Create an illustration of Olga ExternalUrl fire-swept landscape with a blazing bonfire at its heart. Use the provided background image ExternalUrl ique -,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
mama says knock you out,2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
A photorealistic image of a mercedes truck filling a pellet silo with a hose. The silo stands next to a modern and minimalistic house.,1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
ExternalUrl  ExternalUrl ,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
winged eye monster. Pixel art. -,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"presentation folder for a marketing and communication company, in A4 size, with echo or frequency effect, black and orange colors -",1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"Humpty Dumpty with a monocle laughing, wearing luxury clothing, sitting on mountain of hundred dollar bills, ultra hyper-realism, dramatic lighting, action photograph -",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"BoneDaddy Woods of Terror Greensboro, N.C.",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
baby chicken 3 color,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
unicorns at war with aliens with lasers and bombs,3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"ExternalUrl  ExternalUrl  ExternalUrl  ExternalUrl  ExternalUrl  ExternalUrl  ExternalUrl  this young boy, wearing a pirate hat and pirate clothes. show him alongside a fox. A background with a winding river with a wooden boat in the distance.",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
supple ExternalUrl ,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"An editorial highly detailed photograph of cute little koala bear hanging to the side of a tree looking at the camera, eyes perfect smile on his face, cartoon style, extremely detailed. -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"A beautiful painting,Expansive view,Inisland, Cherry blossomo, Lotus, Huge waves,Mushrooms,Morning,Light effect,Earlymorning,Summner,Unrealengine, Beeple, Ayu artstation -",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"ExternalUrl  Same design, but the food restaurant has to be larger, the size of an abandoned temple, built with white marble, old Greece type design, year 146 BC. The walls have been consumed by the vegetation, with hanging plants, many pink and white flowers around the restaurant. A giant tree in the middle at the bottom of the place. Entrance of warm natural light at sunset, location an abandoned temple of ancient Greece. With a waterfall on the left side on the wall -",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"disguised as link in zelda video game, (full body visible), looking at viewer, magnified full body view, photograph, detailed skin, realistic, photo-realistic, 8k, highly detailed, full length frame, highly detailed RAW color art , piercing, diffused soft lighting, shallow depth of field, sharp focus, hyperrealism, cinematic lighting, rococo, watercolor and oil painting -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"A girl wearing a white tennis skirt and holding a white and green tennis racket is expressionless on a gray tennis court, full body, large scene, low contrast, soft picture, shot by Canon 5D4 camera, 200 focal length lens, film graininess",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"create a High-quality 8k vivid image mixing a neck, head and brain and a tree-",1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
"childrens book illustration, cloudy rainy evening, ultra detailed, ultra high resolution, -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"in an alternate universe, the cover for a David Bowie album called Lazarus Rising released in 2017 after his successful battle with cancer. Lazarus Rising is critically acclaimed for its powerful, introspective lyrics and innovative music, blending elements of rock, electronic, and classical genres. Its considered a fitting continuation of Bowies legacy and a testament to his ability to constantly reinvent himself. -",1,"logo, color, design, imag, use, creat, illustr, vector, simpl, make"
acrylic painting in the style of Large Nordic Green White abstract wall Green 3D texture,0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"create high quality, cyberpunk retro logo with the inclusion of An engineer who is standing on their head.",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"ExternalUrl  princess, oil paint, 8k",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
a village with a river flowing through a mountain birds flying above while the sky is cloudy 3d painting 8k,4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"cinematic lighting, realistic, 8k, detailed, colorful, macro image of a bee collecting pollen from a beautiful flower -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"[business men in the mountains] + [sketch, art, anime, ultra-realistic, cinematography, satoshi kon, black and white, volumetric light, light white background, unreal-engine, hd, the joy of data visualization, data stream, stock trading, trading charts, stock trading candles, yakuza, japan, Tokyo, architectural, architecture] -",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"portrait photography, dry skin,1girl,(((black) slim dress with long silk (white) scarf and half-length sleeves), (black pantyhose), ((black) pointy pumps)),(long fluffy hair, looking away, looking down at the floor),(sitting against a wood desk, garden, flowers, potted plants, bright sunlight, ((white) background theme)), perfect anotamy, slender, long legs -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"ExternalUrl  16 bit white craftsman style house with green shutters, oak tree on the right, shrubs in front -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"avatar for me, Muslim Man using glasses, smart",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"happy,dog",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"futuristic landscape, watercolor drawing, breathtaking-",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"triangular icon the four seasons, alchemicla symbols for earth, air, fire and water, sign of the Void, duality expressed in the style of Miro and Klee-v5-",0,"externalurl, room, design, realist, art, wall, like, 3d, paint, window"
"Patrick Mahomes, Prince the musician, and Oprah playing poker",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"of a businessman looking worried and tired, sitting at a desk with papers scattered around, facing his laptop. 8k, -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
"a photorealistic photo of Welsh Cawl Arancini a type of vegetable stew with tofu and rice balls, rustic, volumetric lighting -",3,"realist, man, space, hand, cartoon, street, sky, citi, one, beach"
"Indian clown on a ayahuasca trip dancing cumbia, national geographic , 35mm, golden hour -",2,"detail, color, cinemat, photographi, beauti, 8k, realist, art, ray, studio"
"photorealistic oil painting, view from an ancient stone archway covered in silver flower vines, looking in at a magical village with longhouses with thatched roofs and vines growing up each house, forest wall in the background -",4,"realist, hair, detail, woman, eye, color, photo, face, look, girl"
