Channel,ID,Prompt,Timestamp
newbies-47,1.10E+18,"plastic white monoblock chair on the beach, facing the camera, in the center",4/28/2023
newbies-47,7.32E+17,cartoon desert travis scott kanye west cactus sand sun colors tan army green deep blue light green,4/28/2023
newbies-47,9.69E+17,"EV cars at a charging point, charging, birds eye view, zoomed out, This is an extremely high quality photograph, natural light, well lit, vivid, mock-up style, realism, high definition, cinematic, photography style, 8K, s 750, q2, -",4/28/2023
newbies-47,7.16E+17,assets floor 2d videogame pixelart,4/28/2023
newbies-47,5.02E+17,"a scene of a castle made with stone and brick, in the style of luminous color palette, dusty piles, passage, dark gray, realistic lighting, hazy, religious building",4/28/2023
newbies-77,1.06E+18,a photo showing multiple ads with the word stop across it ,4/28/2023
newbies-77,1.00E+18,a tabloid picture of a ancient space ship discovered in Death Valley,4/28/2023
newbies-77,1.09E+18,shabby chic small pattern,4/28/2023
newbies-77,7.76E+17,casino player winning money cartoon red and black casino,4/28/2023
newbies-77,2.82E+17,Cyberpunk Orc shaman worshiping a sewer gator -,4/28/2023
newbies-13,7.67E+17,"photo realistic, male, pale, brown eyes, thirties in age and appearance, faint beard stubble, brown buzzcut, green shirt",4/28/2023
newbies-13,9.13E+17,apple building interior curved side wall,4/28/2023
newbies-13,9.89E+17,heaven,4/28/2023
newbies-43,1.10E+18,"orange buttercup flower, ranunculus, ranunculaceae, product photo, white vase, modern setting, realistic, soft lighting -",4/28/2023
newbies-43,8.86E+17,"aquaman jason momoa holding his trident as a greek statue/sculpture, muscled arms, hands",4/28/2023
newbies-43,8.66E+17,"madonna living in poverty in a slum looking disheveled and dirty cinematic, ultra hyper realistic -",4/28/2023
newbies-43,1.09E+18,sponge bob with Sagrada Familia background,4/28/2023
newbies-43,1.08E+18,"The great pyramids at night, a starlit sky, a saucer shaped UFO hovering above in the sky in the moonlight",4/28/2023
newbies-43,1.01E+18,"trippy 70s woman floating amoung glowing coloured balls in a spiral, surreal, dreamlike, lsd -",4/28/2023
newbies-43,1.09E+18,"oil paint of a beautiful red haired girl looking like a pre-raphaelite masterpiece surrounded with a 3d vivid art nouveau floral pattern that pops against the gradient background, vivid coral and pink gradient neons, vivid cyan, fantasy, surreal scene, centered on the image, Shiny white Clouds, abstract, yellow and orange soft lights -",4/28/2023
newbies-43,9.66E+17,a woman submerged in a forest pool surrounded by moss and mushrooms -,4/28/2023
newbies-43,3.89E+17,"A fantasy art of A fantasy art of Use the same carratteristics and style as this image to create a new image depicting the inside of a tavern where there are some gnomes in celebration drinking and dancing  The tavern is made of wood and there is a beautiful stone fireplace burning  Some gnomes are sitting at their table, some are standing, and some are dancing and jumping joyfully - 4k- v5",4/28/2023
newbies-43,1.09E+18,Angelina Jolie body colorful,4/28/2023
newbies-73,5.98E+17,"excited arabian male student walking in Futuristic College Hallway, Artificial Intelligence elements, futuristic scene  Large format photography, wide shot, 8x10, stunning light, film grain, hyperreal photorealism -",4/28/2023
newbies-73,1.05E+18,"abstract artwork that represents the emotions of distance, longing, and desire  Incorporate elements related to the winter season, such as snowflakes or icicles, which are mentioned in the lyrics of the song  Use colors that evoke emotions such as blue, which is often associated with feelings of sadness or loneliness  The artwork should convey a sense of intensity and passion, reflecting the intense emotions expressed in the lyrics of the song ",4/28/2023
newbies-73,1.10E+18,"a baby version of Charles III sitting in front of a birthday cake with one candle, King of the United Kingdom, celebrating 1 year, Large format photography, wide shot, 8x10, stunning light, film grain, -",4/28/2023
newbies-73,8.96E+17,"a sphere composed of a steel mill factory, white background -",4/28/2023
newbies-26,7.89E+17,"all terrain vehicle with four set of tracks, cargo military vehicle, steampunk, white background -",4/28/2023
newbies-26,1.10E+18,abstract geometric scenic painting,4/28/2023
newbies-26,6.13E+17,a steampunk call center,4/28/2023
newbies-26,1.10E+18,a realistic smiling old nun peeking out of a half-open door in the dark in a wooden room with a egg in one hand -,4/28/2023
newbies-26,5.53E+17,"colorful smoke, programming panda in headphones, white background -",4/28/2023
newbies-26,8.53E+17,cool Japanese samurai sketch black and white iPhone background,4/28/2023
newbies-26,7.59E+17,"wedding cake, realistic, lemon cake, chiffon icing, real lemons, cherries, blue berry, 3 tier, in the rain forest, extra decadent",4/28/2023
newbies-26,1.07E+18,a playstation 5 attached to a cyberpower computer in a futuristic game setup -,4/28/2023
newbies-26,6.94E+17,cover for ebook with a guy with a book with money on the background and family friendly face,4/28/2023
newbies-56,7.22E+17,fantastical fantasy reimagining of gigantic norwegian fjord during viking golden age -,4/28/2023
newbies-56,1.09E+18,"A realistic photo of Gal Gadot as the Wonder Woman surfing in Hawaii, -",4/28/2023
newbies-56,1.03E+18,"imagine/ warrior becoming a lion, on a dark dystopian battlefield, with the word Transform, Shot on 25mm lens, Depth of Field, Tilt Blur, Shutter Speed 1/1000, F/22, White Balance, 32k, Super-Resolution, Pro Photo RGB, Half rear Lighting, Backlight, Dramatic Lighting, Incandescent, Soft Lighting, Volumetric, Conte-Jour, Global Illumination, Screen Space Global Illumination, Scattering, Shadows, Rough, Shimmering, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ambient Occlusion, Anti-Aliasing, FKAA, TXAA, RTX, SSAO, OpenGL-Shader’s, Post Processing, Post-Production, Cell Shading, Tone Mapping, CGI, VFX, SFX, insanely detailed and intricate, hyper maximalist, elegant, dynamic pose, photography, volumetric, ultra-detailed, intricate details, super detailed, ambient –uplight",4/28/2023
newbies-56,1.07E+18,Istanbul night Salvador Dali style,4/28/2023
newbies-56,7.44E+17,"65 year old man, big ears, brown suit and plaid shirt underneath 70s, jeans, leather hat, sitting in a rocking chair, farm -",4/28/2023
newbies-56,3.48E+17,"Mystic elephant in sensory space  The ether has a dark, violet glow, the sky has projections of sea-life and hyperspace, it is energetic, relaxing and atmospheric  The environment is lit by glowing stalagmites  There is mist in the air  Realistic, cinematic, Cinematic, Photoshoot, Shot on 25mm lens, Depth of Field, Tilt Blur, Shutter Speed 1/1000, F/22, White Balance, 32k, Super-Resolution, Pro Photo RGB, Half rear Lighting, Backlight, Dramatic Lighting, Incandescent, Soft Lighting, Volumetric, Conte-Jour, Global Illumination, Screen Space Global Illumination, Scattering, Shadows, Rough, Shimmering, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ambient Occlusion, Anti-Aliasing, FKAA, TXAA, RTX, SSAO, OpenGL-Shader’s, Post Processing, Post-Production, Cell Shading, Tone Mapping, CGI, VFX, SFX, insanely detailed and intricate, hyper maximalist, elegant, dynamic pose, photography, volumetric, ultra-detailed, intricate details, super detailed, ambient –uplight",4/28/2023
newbies-56,9.93E+17,"Character concept sketch, super cute little girl with long hair lying on giant sunflower plant, sketch design, looking at viewer, heavy lines, floral background with cute deers, soft yellow tones, delicate details , cartoon style -",4/28/2023
newbies-56,1.09E+18,"A london black taxi cab drives across Westminster bridge with Big Ben behind  Red light glows from inside the taxi  The headlights on the taxi are on and shine through the mist and the rain, it’s night time  The taxi drives towards the camera  The sky is stormy and apocalyptic  The hand of a huge demon claw reaches out of the sky towards the taxi, trying to grab it  Dynamic, action, psychedelic colours, Stephen king, stranger things Thriller, cinematic lighting  Photo realistic, backlight, arri camera, movie lenses  colourful, in the the style of a Drew Struzan ",4/28/2023
newbies-56,7.77E+17,"train, mushroom design, driving through wild flower field, under moon, fairy lights",4/28/2023
newbies-56,7.59E+17,"train made out of wild flowers, driving through a mushroom garden, under the moon, fairy lights, 4k,",4/28/2023
newbies-86,1.09E+18,"with bleu background, young girl with saber and sword, moonlight, in the style of realistic and hyper-detailed renderings, we see the beautiful and gentle Moon Goddess Change sitting on the moon, wearing headphones and listening to music, transfixing marine scenes, dolly kei, dark beige and navy, dragoncore, realistic figures, close up -",4/28/2023
newbies-86,1.10E+18,"United Nations General Assembly, Chaos, smoke, photography, shot from above, gremlins invading, everybody smiles but is feeling pain",4/28/2023
newbies-86,1.08E+18,logo for a Bubble tea shop in Black 2d Combined with a bonsai tree  ,4/28/2023
newbies-86,3.45E+17,"Set design for mesmerising and mysterious fashion photography in the style of rick owens, the space is foggy and cold, low-temperature artificial lighting only, a lot of ropes made of different kind of fabrics and long pieces of fabric hanging down from the ceiling to the floor, a model is standing in the middle of the set but the model is covered up by transparent fabric and fog  shot with hasselblad 500C",4/28/2023
newbies-86,9.05E+17,"forest littered with animal bones, animal skulls on the grass  Deer skull, rabbit skull, fox skull on the ground  Pieces of bones scattered around  Chaos, disarray  In N C  Wyeth style  -",4/28/2023
newbies-86,1.09E+18,"A realistic photo of Gülnezer Bextiyar, -",4/28/2023
newbies-113,7.01E+17,"in a fantaisy world of the illustration, half body, looking at the camera, a very smiling female Queen Goddess wearing a hat made of floral arrangment and a long elegant suit by Thierry Mugler uses a and a camera obscura, oil alcohol painting, sunshine background, SiFi movie, symbolism, sunrise, wide shot  3, -",4/29/2023
newbies-113,1.01E+18,consequences,4/29/2023
newbies-113,9.52E+17,"In the image, we can see a worker wearing work clothes and personal protective equipment such as a helmet, safety glasses, gloves, and safety boots  He is working on a construction site or a similar location and can be seen carrying out his tasks with caution and following the corresponding safety rules  For example, he could be using tools and machinery safely, using ladders or scaffolding correctly, and following safety signs and warnings in the workplace  He could also be working as part of a team with other workers, communicating and coordinating effectively to avoid accidents and injuries  In summary, the image reflects a safe and protected work environment, where workers are taking measures to protect themselves and their colleagues while carrying out their tasks  -",4/29/2023
newbies-113,7.01E+17,people hugging family home love people god trust feel fire place cabin -,4/28/2023
newbies-113,6.12E+17,keanu reeves with the illuminati -,4/29/2023
newbies-113,1.10E+18,1960s french girl in long skirt and new balance 574 shoes,4/29/2023
newbies-113,1.10E+18,leg tattoo sleeve ideas,4/29/2023
newbies-113,5.94E+17,ultra realistic portrait of hellboy combined with elton john in drag,4/29/2023
newbies-113,7.31E+17,sound panel block geometric rectangles multi grey tone pattern,4/28/2023
newbies-113,5.44E+17,"kelly clarkson and fantasia barrino, singing a duet, rainbow lighting in the background",4/29/2023
newbies-113,7.03E+17,"Frutiger Aero, Jelly, Translucent, Realistic, Water filled, Light blue gradient, Letter N",4/28/2023
newbies-143,2.27E+17,"A BirdS Eye View Of an evergreen Forest, Naturalism, Anamorphic Widescreen, set in Michigan",4/28/2023
newbies-143,1.09E+18,a simple logo to reflect elaborate futures,4/29/2023
newbies-143,1.01E+18,"Colouring page for kids, a waddling penguin, cartoon style, low detail, no shading, no colour ar9 ",4/29/2023
newbies-143,1.08E+18,"two love birds sitting on a tree branch, clipart, white background",4/28/2023
newbies-143,1.06E+18,a strong looking red cardinal wearing adventure clothing standing on a tree branch drawn in realistic 3D cartoon with an ominous background  highly detailed,4/28/2023
newbies-143,3.13E+17,"full body wide shot of a possessed goth metalhead girl with long black hair crawling on the ceiling while screaming and contorting, horror, film grain, cinematic composition, horror colorgrading -",4/28/2023
newbies-173,5.94E+17,"ultra realistic portrait of a demon alden ehrenreich, with ornamental horns and dressed in drag",4/29/2023
newbies-173,1.02E+18,"girl in spaceship, windows to space, 4k, reflection, realistic, octane render -",4/28/2023
newbies-173,7.69E+17,stylish Bitcoin price chart,4/28/2023
newbies-173,3.88E+17,Long magicial broom from the world of harry potter for viking in black and red colors ,4/28/2023
newbies-173,1.07E+18,ancient warriors enetering a historical gate in the desert with horses and camels,4/28/2023
newbies-3,1.07E+18,"Draw a waste can with a thick fountain pen and fill it with dark colors to accentuate its details  Use recycled cans such as food cans or recycled paper cans and cut them to form the letters R, E, C, Y, C, L, E  Arrange the letters so that they form the word RECYCLE at the top of the box and paste them  USE CAPITAL LETTERS TO WRITE THE SENTENCE USE NEW THINK IN A COMPOUND MANNER AND AT THE BOTTOM OF THE BOX  Add some decorative details on the case or around the letters to give a beautiful and artistic touch to the finished work  -",4/29/2023
newbies-3,1.10E+18,"BLACK WOMAN, IN HER THIRTIES, IN A BED OF SUNFLOWERS WITH A CONFIDENT LOOK ON HER FACE",4/29/2023
newbies-3,9.30E+17,"india, shopping bag, illustration, art, jeremy fish style ar, bold, colorful -",4/29/2023
newbies-3,8.13E+17,pipil child in chibi style drawing,4/29/2023
newbies-3,6.45E+17,"RealisticPark, meadow,GoodWeather,WarmBrightSunset,VividMagentaCherryBlossoms,CloseBranchesOverhanging,CloseCloseTrees,IndividualFlowers",4/29/2023
newbies-3,1.10E+18,"A side view, at night, in a cozy childrens room, a cute 3-year-old white girl is lying on her back sleeping soundly under the quilt  She has fair skin, golden hair, and a round face  Theres a small bedside lamp on the nightstand next to the bed, emitting warm light  Beside the lamp sits a childs alarm clock, best quality, SLR camera, 8K, -",4/29/2023
newbies-3,4.90E+17,"a fantastical scene of a bible in a whimsical nature setting with vibrant colors, Mirrorless, 35mm prime lens, early morning, Soft, cold lighting with warm colors, N/A (digital)  Hyper realistic picture, 4k, lot of details  -",4/29/2023
newbies-33,1.10E+18,"part sonic the hedgehog, part charizard, sticker,",4/29/2023
newbies-33,1.09E+18,trans doughnut,4/29/2023
newbies-33,1.10E+18,"a big white sprinkle fluffy donut a white backround, facing upwards,-",4/29/2023
newbies-33,6.68E+17,create a unique buisness logo with the words gorilla bag,4/29/2023
newbies-33,7.04E+17,"this is a photograph of a clear blue sunrise, a few thin white wispy clouds, soft pastel colors, subtle nd beautiful",4/29/2023
newbies-33,7.19E+17,akira in lv anime style,4/29/2023
newbies-33,8.69E+17,rough pencil sketch of Homer Simpson vacuum cleaning white background - - v 5,4/29/2023
newbies-63,8.91E+17,a Golden Luger in a wooden chest photorealistic,4/29/2023
newbies-63,7.93E+17,"Create a highly detailed and captivating 3D clay illustration of a futuristic factory situated on the Moons surface, with the primary color palette consisting of white and a vibrant green (#00d563)  The central focus of the illustration should be a sophisticated and technologically advanced treadmill system that is responsible for the production and packaging of Bitcoin miners  Illustrate astronauts working in harmony with the factory, utilizing the same color scheme to maintain visual coherence  Incorporate realistic textures, dynamic lighting, and intricate details to evoke a sense of innovation and progress  Ensure that the illustration seamlessly integrates with a modern websites hero section, emphasizing the limitless potential of human ingenuity and the exciting future of technology ",4/29/2023
newbies-63,3.00E+17,"heroforge female tiefling sorcerer, pink skin, black eyes, white long hair, bright purple robe, laughing, casting a colorful spell -",4/28/2023
newbies-63,4.99E+17,rebel action fantasy lightworker character nebula,4/28/2023
newbies-93,1.10E+18,"a male and female twin boy and girl on board a sci-fi bioship, , painted by yigal ozeri, very realisitic, very intircate, also influenced by hans bellmer, -",4/29/2023
newbies-93,1.10E+18,"watercolor anatomy diagram labeling each piece of armor including full armor of God, belt of truth, metal chestcovering of righteousness, shoes of the gospel of peace, shield of faith, helmet of salvation, sword of the spirit -",4/28/2023
newbies-17,1.03E+18,"Makoto Shinkais emerald gemstone fairy girl,goes inside emerald gemstone,lots of floating emerald crystals,clothes are translucent emerald color,green,full body,cute chibi style,-",4/29/2023
newbies-17,7.02E+17,Fat Mike from NOFX with blue hair manically force feeding himself handfuls of hot dogs,4/28/2023
newbies-17,1.09E+18,"featuring a diverse group of people enjoying a traditional Matsuri with colorful decorations, lively performances, and street food stalls, showcasing the welcoming and inclusive atmosphere of the event  -",4/28/2023
newbies-17,7.68E+17,a coffe cup that is black with a croisant on the side ,4/28/2023
newbies-47,7.65E+17,"gorgeous curly-haired woman wearing a sweater with colorful hand-embroidered flowers, photography, high definition, focused image, high quality, Wes Anderson style",4/29/2023
newbies-47,1.10E+18,"1990 screengrab of male model Superman wearing grotesque red leather suit, white button-up shirt, and slim black satin tie, fashion movie scene, Balenciaga commercial -",4/29/2023
newbies-47,7.32E+17,cartoon fish french fries realistic,4/29/2023
newbies-47,1.10E+18,"3 chinese girls and 2 chinese guys in their mid 30s are doing fitness retreat on a rooftop at Mykonos island  with ocean as background and unlimited pool on the side  high resolution, high detail, intricate details, hyper quality, HDR, Phtorealistic, photography -",4/29/2023
newbies-47,9.69E+17,"Michael jackson wearing yemeni clothes ,Yemeni classic, fashion movie scene Balenciaga commercial -",4/29/2023
newbies-47,1.09E+18,"a life-like, human realistic depiction of what Mansa Musa (c  1280-1337) looked like in real life in his 50  This hyper realistic photograph is shot on a Canon EOS R5 mirrorless camera, coupled with a Canon RF 24-105mm f/4L IS USM lens, renowned for its exceptional sharpness and color rendering capabilities with an aperture of f/4, ISO 400, and a shutter speed of 1/100 sec  This is an extremly high quality photograph, natural light, well lit, vivid, mock-up style, realism, high definition, cinematic, photography style, 8K, s 750, q2, v5, ar 9 16",4/29/2023
newbies-77,1.09E+18,"shabby chic round frame, flowers, bird, Clipart  White background -",4/28/2023
newbies-77,1.06E+18,fireplace in a Devon home,4/28/2023
newbies-77,7.13E+17,fate stay night unlimited blade works archer,4/28/2023
newbies-13,4.77E+17,"The dervish dancer spins slowly in the fog, his white robe billowing around him  The fog swirls around him, creating a sense of movement and mystery  The dancers face is serene, his eyes closed in concentration  He is lost in the dance, his movements fluid and graceful  The fog seems to lift and fall with his movements, creating a sense of ethereal beauty  The dancer is a lone figure in the fog, but he is not alone  The fog is his partner, and together they create a magical world ",4/29/2023
newbies-13,1.10E+18,photography about kaja kallas,4/28/2023
newbies-13,1.10E+18,"photo realistic, As the sun rises over the rolling hills of Pixieland, the animals of the community start their day  Squirrels scamper up trees, rabbits hop through fields, and hedgehogs scurry along the forest floor -",4/29/2023
newbies-13,9.17E+17,an arab doing pottery n    Antiquity    high définition -,4/29/2023
newbies-13,8.03E+17,oil painting of an african soldiers reading a tiny piece of paper in a dovecote with a pigeon    Antiquity    high définition -,4/29/2023
newbies-43,9.66E+17,ursula the sea witch in an underwater fungus forest in the style of an etching,4/29/2023
newbies-43,1.08E+18,the blue silhouette of a transparent cat sitting on a tree branch at night with a full moon in the background,4/29/2023
newbies-43,1.09E+18,"painting of a surreal fantastic scene of a beautiful girl with blue hair, pre-raphaelite style, masterpiece, surrounded with a 3d paper cut art nouveau floral pattern that pops against the gradient background, vivid coral and pink gradient neons, vivid cyan, centered on the image, Shiny white Clouds, abstract, yellow and orange soft lights -",4/29/2023
newbies-43,1.09E+18,merlina with IT the clown,4/29/2023
newbies-43,1.01E+18,"ecstatic trippy 70s woman floating amoung glowing mushrooms in a spiral, dreamlike, lsd, vector art -",4/29/2023
newbies-43,5.77E+17,"Cinematic still image of a scared rundown abandoned drive in Movie theater  Dark cars park around lot  Biker gangs  In the style of David Lynch  volumetric, photorealistic, ultra photoreal, ultra-detailed, intricate details, ambient occlusion, sherif, pixelart, volumetric  -",4/29/2023
newbies-43,8.52E+17,"Imagine an avatar that features a crypto trading bot names flashbot, exploding into an array of vibrant colors  The medium should be an avatar, with a style that references crypto art moving through time, we amass data storage of unmatched computational capacity and street art  Utilize lighting that accentuates the vividness of the colors, with a bright and bold composition  Use a low-angle shot to capture the dynamic movement of the avatar, as it bursts into a kaleidoscope of colors ",4/29/2023
newbies-43,7.24E+17,"1969 Mustang Fastback, cinematic shot, drone side view, inside a warehouse, sun reflecting from a window, -",4/29/2023
newbies-43,1.10E+18,"a barren alien landscape with two men, both about 63, one with black hair, the other other with blonde hair, looking up towards a space craft hovering directly above them",4/29/2023
newbies-73,5.98E+17,"a female 45 year old indonesian student with electronic keycard in her hand  Large format photography, wide shot, 8x10, stunning light, film grain, hyperreal photorealism -",4/29/2023
newbies-73,1.05E+18,"a young black woman 1960s Alabama, late 196ultra-realistic0 fashion style, ultra realistic, full tattoed arms, sharp detailed, 8k kodak portia 400, -",4/28/2023
newbies-73,1.05E+18,"broken hard drawn  simple lines, few details  white background ",4/29/2023
newbies-73,7.49E+17,Elecrician website layout for an Australian business,4/28/2023
newbies-26,1.10E+18,ballerina girl for kids -,4/29/2023
newbies-26,9.46E+17,devon rex cat playful gray big green eyes sunlight plants balcony photorealistic ar 16 10 ray tracing,4/29/2023
newbies-26,1.10E+18,abstract geometric scenic painting nuetral colors -,4/29/2023
newbies-26,1.10E+18,"Yoga, two women, pushing back, gentle, healing, smile, Japanese",4/29/2023
newbies-26,1.00E+18,"a modern chair designed by a top architect  sophisticated, futuristic and modern in style, cool and dope style -",4/29/2023
newbies-26,7.59E+17,"cyber punk style, female, dog, puddle reflection, deteriorate city, hd,hq,",4/29/2023
newbies-56,1.06E+18,Michael Jordan dunking on Lebron James,4/29/2023
newbies-56,7.59E+17,"whole body, flower fairy queen, in rain Forest",4/29/2023
newbies-56,7.13E+17,"person meditating on a beautiful green golf course, deep relaxation, watercolor style",4/29/2023
newbies-56,3.54E+17,"lebron james pixel art style, lakers, clean edges, white background",4/28/2023
newbies-56,1.09E+18,"A realistic photo of young Jennifer Connelly eating hot pot, front view, looking at the camera -",4/28/2023
newbies-86,1.09E+18,"A realistic photo of Megan Fox playing as the Wonder Woman, -",4/29/2023
newbies-86,7.59E+17,"female, early 30s, black hair, blue eyes, freckles, looking into the camera, light makeup, piercing,",4/29/2023
newbies-86,1.09E+18,"ink painting, a beautiful girl basks in the moonlight, reminding us of the boundless beauty and mystery of the universe -",4/28/2023
newbies-86,3.45E+17,"A set design designed by Olafur Eliasson for mysterious and primitive fashion photography in the style of rick owens, the space is foggy and cold, with artificial lighting only, the fabric is hanging down from the ceiling to the floor, a model is standing in the middle of the set, the model is covered up by fog, and the model’s face is covered with blue veil, afga vista 200, silhouette lighting -",4/29/2023
newbies-86,9.17E+17,Queen Bee Nails,4/28/2023
newbies-86,9.78E+17,"serpent, barely visible in a dark red and black hue, geodesic",4/28/2023
newbies-86,4.05E+17,a logo for the Wild Rose Candle company with antlers and roses in the middle of the antlers,4/28/2023
newbies-113,1.10E+18,green dragons flying,4/29/2023
newbies-113,1.06E+18,an old creepy house that eats people as they walk in  The people inside scream with terror  -,4/29/2023
newbies-113,6.91E+17,Joe mama,4/29/2023
newbies-113,1.07E+18,"white image for coloring book of floral yen and yang, vector image, coloring book style, simple -",4/29/2023
newbies-113,3.52E+17,"Flat logo png, black dragon, frontal, no text, emblem, png",4/29/2023
newbies-113,2.37E+17,In this image I see a picture of a persons upper arm  They have a tattoo of a sinister cyberpunk octopus at the center of an intricate network of dark web work connecting to it  The tattoo goes down to the middle of the arm and across the upper right side of the chest  Part of the tattoo is on the back of the person as well ,4/29/2023
newbies-143,9.99E+17,capibaras riding a cocodrile with rosalia head -,4/29/2023
newbies-143,1.06E+18,an adventure looking green alligator wearing adventure clothing holding a walking stick drawn in realistic 3D animation with an ominous background -,4/29/2023
newbies-143,1.08E+18,"a beautiful princess with long hair, clipart, white background",4/29/2023
newbies-143,2.27E+17,"cannabis-themed print, minimalist -",4/29/2023
newbies-173,7.69E+17,"Jesus in the cross, by makoto shinkai and ghibli studio, outlined silhouettes, dramatic lighting, highly detailed, incredible quality, trending on artstation, masterpiece, 8k",4/29/2023
newbies-173,9.99E+17,"Humanoide capybara dress like Rosalia pixar style, -",4/29/2023
newbies-173,1.09E+18,a beautiful light skin black woman  On the phone texting in the bed lights of and a 65” flat screen tv on the wall playing,4/29/2023
newbies-173,1.10E+18,"man in spaceship, windows to space, 4k, reflection, realistic, octane render -",4/29/2023
newbies-173,1.02E+18,"magic nature wallpaper, 4k, reflection, realistic, octane render -",4/29/2023
newbies-3,9.30E+17,"india, jewelry, illustration, vibrant, modern -",4/29/2023
newbies-3,1.05E+18,fantasy dress with intricate filigree inserts,4/29/2023
newbies-3,1.08E+18,"kawaii panda in a donut, anime style 1 1 -",4/29/2023
newbies-3,1.78E+17,female dueregar warrior armored guard angry -,4/29/2023
newbies-3,1.07E+18,"The waste can is drawn with a thick fountain pen filled with dark colors to accentuate its details  Cut the recycled cans to form the letters R, E, C, Y, C, L, E  Arrange the letters so that they form the word RECYCLE at the top of the box and paste them  CAPITAL LETTERS TO WRITE THE SENTENCE USE NEW THINK IN A COMPOUND MANNER AND AT THE BOTTOM OF THE BOX  Add some decorative details on the case or around the letters to give a beautiful and artistic touch to the finished work  -",4/29/2023
newbies-3,1.10E+18,"realistic lion, viciously roaring, with fangs showing, black and white",4/29/2023
newbies-33,1.10E+18,"a brother and sister child wearing an air purifier, part cybernetic part biological, designed by giger and bellmer, wire mesh, honeycomb, based on the design of the bird plague masks during the plague, pastel colour -",4/29/2023
newbies-33,1.06E+18,"closeup of hummingbird getting nectar from a flower, hd, hyperrealistic, 8k, 3d, vibrant colors, white background",4/29/2023
newbies-33,7.04E+17,"sun rising on ocean, ocean horizon near top, bright light reflections, soft beautiful bright colors, blue,pink, orange, white, oil painting, realistic -",4/29/2023
newbies-33,8.91E+17,"funkopop demon slayer sticker, no background",4/29/2023
newbies-33,6.09E+17,flores coloniales,4/29/2023
newbies-33,7.19E+17,gundam chair high detail,4/29/2023
newbies-33,6.68E+17,create a logo with letter G B,4/29/2023
newbies-63,4.99E+17,rebel iridescent outer space character smoking universe nebula,4/29/2023
newbies-63,6.81E+17,Iridescent Chaos,4/29/2023
newbies-63,1.10E+18,"cartoon character holding on, hanging below, trying to scurry up, sticker,",4/29/2023
newbies-63,1.10E+18,play football on the mars,4/29/2023
newbies-63,7.12E+17,a super realistic robot doctor treating a patient with a broken leg,4/28/2023
newbies-93,1.10E+18,"beautiful and sophisticated mosaic pattern, mother of pearl, opalescent, other beautiful inlays in pattern, -",4/28/2023
newbies-17,7.02E+17,"comedic looking cartoon version of musician Prince Rogers Nelson, wearing and open purple shirt showing massive amounts of chest hair",4/29/2023
newbies-17,1.09E+18,a woman sitting down for a job interview with a friendly robot,4/29/2023
newbies-17,6.42E+17,"a German truck chased by a panzer tank and two sidecars in the forest of France during ww2, artstation",4/29/2023
newbies-17,6.16E+17,"mother caring for children , realistic , on an airplane",4/29/2023
newbies-17,1.03E+18,"Makoto Shinkais emerald jewel fairy girl, polygonal, outer space, lots of floating emerald crystals, clothes translucent emerald color, green space, full body, cute chibi style, cute chibi style, real style -",4/29/2023
newbies-17,1.10E+18,"cool jordan air 1 sneakers, chicago red, drip design, watercolor background, cartoonish, sticker -",4/29/2023
newbies-47,1.10E+18,"a soft serve ice cream , named ananas   on a commercial poster",4/29/2023
newbies-47,1.04E+18,"jeep wrangler, road, water, vector, t-shirt design, white background -",4/29/2023
newbies-47,1.10E+18,"margot robbie taking a selfie with a GoPro on top of a palm, fish eye lens, high detail, ultra realistic, cinematic lighting, portrait painting, photorealistic, Color Grading, portrait Photography, hyper - detailed, beautifully color graded, Unreal Engine5, Cinematic 8K -",4/29/2023
newbies-47,1.07E+18,"seeing 700 british regulars of 1775 marching down main street in Concord, MA  It is just after dawn and you are seeing them march into town from atop a cemetery on a hill  Behind them you see the Wright Tavern  It is a realistic photo of the Amos Doolittle print of 1775 ",4/29/2023
newbies-47,1.10E+18,"Black female, Natural water birth , 4K , locs, with midwife",4/29/2023
newbies-47,3.43E+17,"close up of synthesizer made of yarn and marbles, film grain, in the style of Jim Henson",4/29/2023
newbies-47,1.10E+18,intricate mazes to solve,4/29/2023
newbies-47,7.46E+17,"animated pretty strawberry blonde woman, smiling waving at camera, Into The Spiderverse, 4K, — v5",4/29/2023
newbies-47,9.59E+17,human like Turkeys hunting men in a wooded area of Wisconsin,4/29/2023
newbies-77,1.10E+18,"(masterpiece 1 2, best quality), (finely detailed beautiful eyes  1 2), (extremely detailed CG unity 8k wallpaper, masterpiece, best quality, ultra-detailed, best shadow), (detailed background), (beautiful detailed face, beautiful detailed eyes), High contrast, (best illumination, an extremely delicate and beautiful),1girl,((colourful paint splashes on transparent background, dulux,)), ((caustic)), dynamic angle,beautiful detailed glow,full body, cowboy shot, -",4/29/2023
newbies-77,1.10E+18,"photograph, San Francisco, black and white, noir vibe, Alfred Hitchcock style, night time streetscape",4/29/2023
newbies-77,1.10E+18,chocolate labrador sticker,4/29/2023
newbies-77,1.06E+18,a photo showing multiple american ads on it ,4/28/2023
