Channel,ID,Prompt,Date
newbies 113,1.09E+18,a bunch of aliens partying on the moon with planet earth in the background  awe inspiring scene  â€”  ,4/6/2023
newbies 113,9.43E+17,3d rendering ip c4d disney style  Two cute little man cartoon characters are having a water gun fight on the water  competing for first place competing for first place  rich bright colorsvolumetric soft light  Inspired by Alice in Wonderlandmagicfairy tales unreal Engineoctane rendercuteness render3d rendering Adobe Photoshop awe inspiring beautiful cute Blue sky and white clouds Coconut tree Beach Sun umbrella Top down view or birds eye view   ,4/6/2023
newbies 113,9.49E+17,The lovelorn man was walking in the rain,4/6/2023
newbies 143,7.65E+17,Stella maxwell  full body  arms extend upwards overstretched  far away  sahara desert  ,4/6/2023
newbies 143,1.07E+18,tea gift box  ,4/6/2023
newbies 143,1.09E+18,a woman with long blond hair pregnant underwater wearing a floatin blue dress in the ocean where you can see her reflection under the surface with rays of the sun coming through there are multiple little colourful fishes around realistic photograph,4/6/2023
newbies 143,1.07E+18,PIXAR 3_white_female_mermaids_characters_hip hop_pixar_on stage Photoreal  ,4/6/2023
newbies 143,1.09E+18,Green simple bracelet packaging box,4/6/2023
newbies 143,3.17E+17,logo for an oat milk soap with a minimalist vintage style in white  brown and almond green color  high definition   ,4/6/2023
newbies 173,9.78E+17,this photo EXTERNALURL tyle similar to this character EXTERNALURL erent expressions,4/6/2023
newbies 173,1.09E+18,bright mood illustration  year old man loved cars a lot  As the race went on  he saw a red car sides always ahead of his car  He knew his car had to beat that car if he wanted to win the race  So  he tried very hard for his car to catch up with the car ahead of his car ,4/6/2023
newbies 173,1.07E+18,white imagine of a woman meditating on a lotus flower  her hair flowing upwards in waves showing her thoughts of butterflies  coloring book style for adult coloring book  vector lines  white background  v5  ,4/6/2023
newbies 173,8.46E+17,8k  game tone  an photo for a foe called mega lizard without text in a game called oasis of the lost adventure,4/6/2023
newbies 3,3.96E+17,a chinese guy   drunk   drinking heineken beer   beside road   full monon,4/6/2023
newbies 3,9.86E+16,giant red gorilla in space,4/6/2023
newbies 3,6.68E+17,a website logo for a web app for talking about TV shows and movies with friends,4/6/2023
newbies 3,1.09E+18,a beautiful tanned blonde woman  sitting on a rooftop of a beach side restaurant  Sheâ€™s sitting at the railing closest for the water  Sheâ€™s wearing white shorts  Her hair is wavy and medium  long length  past her shoulders   She is holding a pina colada  looking out at the water as the sun is staring to set  The sky is a pinkish orange color with a few whisky clouds high in the sky,4/6/2023
newbies 3,7.16E+17,man with long white beard looks at camera with glasses  in the style of old memecore  captured spontaneity feeling  auto body works  grandparentcore  webcam photography  balanced asymmetry  i cant believe how beautiful this is  ,4/6/2023
newbies 3,9.89E+17,a group of different sized parade balloons in the shape of koi fish floating in the sky  camera is on ground level looking up  ground is shallow water  a layer of dense morning mist  dawn  pastels  calm  peaceful  gradients  highly detailed  4k,4/6/2023
newbies 3,1.04E+18,1950s glamour photo  medium  selfie  sharp focus desert light photography shot on iphone  capturing Moses crossing the red see with the jews  biblica scene  photo  hyper detailed  ,4/6/2023
newbies 3,1.07E+18,Attractive 30 year old half asian half american woman standing in front of a 2023 BMW electric car isolated on white background  hyperrealistic  ,4/6/2023
newbies 3,1.08E+18,apricot mini golden doodle in the style of Basquiat ,4/6/2023
newbies 3,1.09E+18,business woman in blue dress a ai avatar,4/6/2023
newbies 3,5.46E+17,Baju Burung A model wearing a modern Baju Burung blouse with contemporary prints and patterns  inspired by Sarawaks rich flora and fauna  posing against a lush rainforest backdrop with majestic mountains in the distance 32,4/6/2023
newbies 33,1.07E+18,oven used for baking,4/6/2023
newbies 33,1.09E+18,surprised garden gnome,4/6/2023
newbies 33,4.36E+17,EXTERNALURL  10 years old playing guitar in great stage  applause from the public,4/6/2023
newbies 33,1.09E+18,Pixar style  a super cute and happy white fairy dragon baby  a sports car with headphones  a small daisy flower on the head  a fruit green floral skirt  bright big eyes  sweet smile d  shiny snow white fluffy  fluffy tail  fairy tale  Chinese New Year background  bright color  light color  super clear  super realistic  super fine  fantasy engine  Octane rendering  8K  3D modeling  hd q ar,4/6/2023
newbies 33,1.06E+18,monkey wearing high tech device on its head,4/6/2023
newbies 33,1.01E+18,linked list  styled  black theme  D  colour ful,4/6/2023
newbies 33,1.07E+18,an alligator with a knife and two other drawings  in the style of dynamic mark making  childs drawing  long lens  daan roosegaarde  clovis trouille  eric carle  caninecore  ,4/6/2023
newbies 33,8.34E+17,Create an photo featuring a cool celebrity face resembling Hirano Sho  Yokohama Ryusei  Oguri Shun  and Matsumoto Jun  captured with a high performance camera  using a specific lens type  in a particular portrait style  and on a certain type of medium  ,4/6/2023
newbies 63,1.09E+18,A mascot that combines elements of programming and AWS Cloud Computing  while reflecting the professionalism of your coding school  The mascot should be a humanoid robot with a sleek and modern design  wearing a suit and tie  Its body should incorporate subtle visual cues that represent coding languages  such as brackets and curly braces  The mascots head can be shaped like a cloud  symbolizing AWS Cloud Computing  and it should have friendly LED eyes to make it approachable  A subtle circuit board pattern could be integrated into the suit to further emphasize the coding aspect  while maintaining a professional appearance  Soft light  photo realistic  8k  ,4/6/2023
newbies 63,1.09E+18,Full color Comic book cover in the style of marvel comics  610  We see Beyonce in action as she stops a gang of teenage womans  She stands tall  fists clenched  and ready to fight  The gang looks small and powerless next to her towering figure  She has super strength  and she easily disarms them by touching her forehead  Out of her forehead comes a beam of light   ,4/6/2023
newbies 63,8.16E+17,A logo picturesque photo of a rancher looking out over the prairie as the sun sets  with the text Prairie Promise Gas   Your Trustworthy Energy Provider  gloomy  Cybergoth  Gen X Soft Club  ultra wide angle  CGsociety  High contrast  game item  bleached colors  Halloween  full moon lighting  Ultra realistic  highly detailed  natural lighting  forest environment  Unreal engine  8k  ,4/6/2023
newbies 93,7.57E+17,EXTERNALURL  this young man  riding the back of a huge bumblebee  zoomed out  wide angle  ultrarealistic  kodak  ,4/6/2023
newbies 93,1.09E+18,Ukraine as a beautiful smiling young woman  Hyperrealistic  Bright colors  Yellow and blue shades   ,4/6/2023
newbies 93,8.62E+17,coloring book style cat black and white,4/6/2023
newbies 93,1.08E+18,mala sheep as a chinese dish,4/6/2023
newbies 93,6.40E+17,Funerary temple architecture designed by Louis Kahn  occasional vibrant metallic details,4/6/2023
newbies 17,1.09E+18,that a person with this face EXTERNALURL  georgia and tiger woods is putting the green jacket on him at the winners ceremony  This is a real photograph that is realistic,4/6/2023
newbies 17,4.10E+17,stunning interpretation of a Kaisa from League of Legends with mongolian heritage  delicate beautiful rose thorns on skin  hair are dark red roses and buds  dark red rose petals falling and thorns in background  highly detailed and intricate  dark  glow  hyper maximalist  elite  ominous  haunting  gothic art  photorealistic  cinematic  artwork by Peter Mohrbacher and James Jean  cgsociety  Powerful  volumetric lighting  crepuscular rays  4k  Post Production   ,4/6/2023
newbies 17,1.37E+17,EXTERNALURL  recreate this photo using the same art style  just reinvented,4/6/2023
newbies 17,5.34E+17,Steampunk cat kitty office worker with steampunk computer  ,4/6/2023
newbies 17,1.08E+18,young priests in white robes fight shadow beasts animals black in dark forest  battle scene  epic art  hyper realism  ,4/6/2023
newbies 17,1.09E+18,Incredibly detailed colored glass clay orchid all hanging on the ceiling  floor in tall white museum  audiences are walking  art installation  colorful  dreamy  glass  fluids  clay  shine  4k  hyper realistic  46,4/6/2023
newbies 17,1.09E+18,A rock star in the form of a skeleton stands on a mountain with a guitar theres a 21 human skulls under him and two women in chains reach for it from sides aggressive theme  Lightning hits the guitar hyper realistic  contrast light 4k,4/6/2023
newbies 47,9.33E+17,pennywise the clown overlooking a bright lit boxing ring  ropes to be very defined cinematic lighting  professional cinematic photography  8k  Cinematic film looks  3d  hyper detail  in bright tone,4/6/2023
newbies 47,6.99E+17,EXTERNALURL  building with a modern  geometrical architectural style that resembles a hospital  the Building is long in length but relatively shorten in heigh The facade should be stylish and incorporate a color scheme of green and blue tones  A cross has to be embeded into the facade of the building and extend downwards ,4/6/2023
newbies 47,1.09E+18,EXTERNALURL  3D  years old Asian man with good shape  short black hair  light grey t shirt  other childrens are sleeping but he is lying in bed and eyes opened   ,4/6/2023
newbies 47,1.09E+18,In this photo  we see a woman who looks liek a supermodel standing in front of a brightly lit backdrop  wearing an intricately detailed dress that hugs her figure and flares out into a flowing prinyed floral A line skirt at the bottom  In her hand  she is holding a black velvet clutch with silver hardware  adding to the luxurious and dark vibe of the outfit Her hair is styled in loose waves  with a deep side part and a dark smoky eye with a bold red lip  Her overall look is dramatic and striking  fitting for a gothic princess  The photo is shot from a low angle  emphasizing the womans height and adding to the dramatic effect of the outfit  Act as a fashion designer for Balenciaga with 20 years experience  Cinematic film looks  3d  hyper detail  in bright tone  ,4/6/2023
newbies 47,1.09E+18,a man with an iphone and lio logo standing in front of a dark wall  in the style of hsiao ron cheng  atmospheric installations  alvar aalto  use of screen tones  text based installations  chromatic sculptural slabs  relatable personality  ,4/6/2023
newbies 47,1.07E+18,EXTERNALURL  full HD  photo realistic  dashing make detective  ,4/6/2023
newbies 47,8.36E+17,In this brightly lit neighborhood  We see a family of four  a husband  wife and daughter and son  play in the front yard of a big 4000 square foot  the home is grey and white  stories with amazing curb appeal  The house is located on a court  The home has a three car garage and wrap around front porch  The daughter is 13 and son is 6 years old  The husband is 45 and wife is 43  husband is latino and has black hair and the wife is latina but has light hair and hazel eyes,4/6/2023
newbies 47,1.05E+18,a poster of Hanuman in all his glory standing tall in a ground  Full body  Sharp Contrast  Futuristic photo  Bright colors  Embed the words Happy Hanuman Jayanti in the photo ,4/6/2023
newbies 47,1.08E+18,German country house from German expressionist film 1919  German expressionist film  abstract distortion  variable size  silent film,4/6/2023
newbies 77,3.02E+17,Gods hands delivering magical colorful crystals  the whole photo is filled with luminous colors that give a sensation of everything being angelic and divine  full of love  It is a reality that is more energetic than physical  and the hands shine with immense light from God  masterpiece  best quality  extremely detailed  ,4/6/2023
newbies 77,1.09E+18,glamour commercial bed store  green and white  neutral light  very grandeur space  chaos 100  ,4/6/2023
newbies 77,1.09E+18,young asian teacher in scary tough face while teaching in front of class,4/6/2023
newbies 77,7.34E+17,Two beautiful black haired womans  aged 13 and 10  lying in bed dreaming  with beautiful big eyes and surrounded by fantasy creatures   jellyfish  cloroful unicorns and magical particles floating in the air  The bedroom is dreamy with a soft bed and bright colors  giving a happy and laughing vibe  The frontal view of the character is in a Pixar style  detailed in 3D animation and rendered by Disney Pixar studios  The illustration is in high definition with digital art and overlaid with intricate details by artists like Greg Rutkowski and Loish  The colors complement each other perfectly  making the artwork trending on platforms like Artstation and DeviantArt  The detailed 3D art is characterized by tightly detailed line work  with cinematic and volumetric lighting creating massive light and shadows ,4/6/2023
newbies 77,1.09E+18,D D Gwent style woman in white dress and red apron sitting next to a sleeping man pulling a white mist out of his ear why he is having nightmares,4/6/2023
newbies 77,1.09E+18,electronic cigarettes light yellow  light background  animated 4,4/6/2023
newbies 77,3.52E+17,EXTERNALURL   22 years old woman in sunny Hawaii grassfield  aestheticism  Goddess style  Combination of 2D and 3D  fluorescence color  acrylic painting,4/6/2023
newbies 77,2.58E+17,Woman with long hair and is styled in 1920s dinner party attire,4/6/2023
newbies 13,1.09E+18,scarface movie poster  Lego style,4/6/2023
newbies 13,1.09E+18,color block background with sketch,4/6/2023
newbies 13,1.09E+18,a spherical metallic oval floating at high altitude,4/6/2023
newbies 13,2.49E+17,Zack Snyderâ€™s EXTERNALURL ny ears and space suit chiaroscuro black  white oil  hard   key side light  fierce  moody  wet  rain  shiny  hyper realism  cinematic lighting  scene in space,4/6/2023
newbies 13,1.09E+18,EXTERNALURL  In this ultra realistic photo  both letters I and W are formed from a sleek  modern metal structure that seems to almost disappear against the vibrant green walls of a vertical garden   Inside each letter  plants of every shade and texture grow in a riot of color and life  creating a stunning contrast with the stark metal frame  The photo is a celebration of the harmony between the natural world and modern design  and a reminder of the power of green walls and vertical gardens to bring life and beauty to even the most austere spaces  Kodak Portra 800 film SMC Takumar 35mm   8 c 50,4/6/2023
newbies 13,1.08E+18,youthful modern urban city scene  concept art,4/6/2023
newbies 13,8.04E+17,disney and pixar style 8 year old biracial woman who grew up in a modern day magical village that goes on magical adventures,4/6/2023
newbies 13,1.08E+18,can you please put this trading card on to a banner for social media Ken Griffey trading card,4/6/2023
newbies 13,1.09E+18,EXTERNALURL  A knight in Chinese chain mail  with a spear  rides a lion with bracers and elk horns ,4/6/2023
newbies 43,1.08E+18,water color painting  flat illustration  grandmother with gigantic bunny ears on head  glasses  90 year old  warm smile  flowers  pastel color  ,4/6/2023
newbies 43,1.09E+18,In the future biology laboratory in a desert  towering crystals  circuit boards  background blues with a sense of technology  the photo from the full Tyndall effect  reference to futuristic digital artThe twenty first century has been able to repeat old allusions and recombine them in various ways  which keeps us stuck in the illusion of creativity and novelty  while all we are left with is the ghost of the past  The qualitative change that once defined the genre of the twentieth century is still attached to the twenty first century  which can no longer create anything truly new for itself  In other words  ghostology still exists  even in todays most progressive music ,4/6/2023
newbies 43,1.09E+18,clipart style photo of a see saw style scale balancing an object labled for on one side and against on ther other side,4/6/2023
newbies 43,8.57E+17,Jesus Christ as Big Boss curly hair beard on black motorcycle wearing all black leather jacket moonlit night city streets syd mead bold bright lights colors contrast  ,4/6/2023
newbies 43,1.54E+17,A drawing of a group of islands with palm trees and jungle flowers with a city far away in the distance  ,4/6/2023
newbies 43,1.09E+18,a number of people in front of a restaurant  in the style of high contrast shots  meiji art  street art photography  light black and orange  detailed crowd scenes  absinthe culture  minolta riva mini,4/6/2023
newbies 43,5.96E+17,youtube banner focus on wolverine  xmenÂ´s rogue  emma frost  cyclops and phoenix  ,4/6/2023
newbies 43,9.31E+17,cool and edgy pencil characters  bright contrast colors  white background  ,4/6/2023
newbies 43,3.50E+17,dark background graphic for ios application,4/6/2023
newbies 43,5.25E+17,white midi dress with sleeveless detailing  in the style of subtle tonal variations  matte photo  slumped draped  8k  ivory  tonal  emphasis on texture  ,4/6/2023
newbies 73,1.07E+18,Two beautiful models one with red hair and green eyes the other blonde with blouses knotted on the belly and shorts in Paris in summer inside a large fountain play splashing water on each other  realistic photo  ,4/6/2023
newbies 73,1.09E+18,mid century modern art  sketch  vintage  baby deer  for kids  white background  ,4/6/2023
newbies 73,1.09E+18,polygonal background  green and black,4/6/2023
newbies 73,1.09E+18,EXTERNALURL  character by Elsa Bleda ultra detailed  ,4/6/2023
newbies 73,9.66E+17,federal reserve chairman jerome powell crashing the United States economy with no survivors,4/6/2023
newbies 73,1.09E+18,render of a Hollywood handsome light skinned woman with a pointy chin  small ears  engaging dreamy eyes  high cheekbones  cheerful oval face  attractive straight hair  sitting at a desk in a modern office with bright white lighting and beautiful plants and bookcase in the background  in the style of a digital marketing expert,4/6/2023
newbies 26,6.16E+17,an alaskan moose leaning on a bar top wearing a royal crown  Fine detail but black and white  sitting similarly to the dos equis guy,4/6/2023
newbies 26,1.08E+18,Image of a well equipped outdoor gym area with an awning  with the keywords Energetic  Dynamic  Active  Powerful  Healthy  Capture with a DSLR Camera  using a Zoom Lens during Morning  Shoot in Sports Photography style   ,4/6/2023
newbies 26,8.02E+17,Outchasm a pixelated photo of a wizard passing with magic gestures around his magic ball,4/6/2023
newbies 26,7.35E+17,EXTERNALURL  concept art  character design sheet,4/6/2023
newbies 26,1.01E+18,a man made out of felt eating a hamburger and drinking a beer at a dive bar,4/6/2023
newbies 26,5.05E+17,box design  simple  elegant  pain relief  minimal  large bold letters  colorful,4/6/2023
newbies 26,1.07E+18,a bartender goblin from a medieval fantasy pub who wears a tiny hat and has moustache and a beard  ,4/6/2023
newbies 26,7.16E+17,A dungeons and dragons  fantasy style  human wizard villian decrepit and sickly looking missing their left eye its socket filled by a dark gemstone that glitters a deep sanguine red  For composition  use a medium shot that showcases the characters full body  with a camera angle that creates a sense of motion and attitude ,4/6/2023
newbies 26,8.88E+17,official balenciaga,4/6/2023
newbies 56,7.29E+17,Affleck house  Frank Lloyd Wright on Mississippi river  ,4/6/2023
newbies 56,7.10E+17,two pink flamingos drinking beers on a beach  hyper realistic  ultra hd,4/6/2023
newbies 56,3.59E+17,small gin distillery  adjacent to boat harbour  drone perspective  simple corrugated iron design  shed design  paired with wooden features  Faulkner architects  walls are made of Shou Sugi Ban wooden cladding  Esperance in Western Australia  dramatic lighting  adjacent to botanical garden  grassy outdoor area  ,4/6/2023
newbies 56,3.90E+17,art museum that is underground where there are circular windows on the surface   allowing gentle light to enter so that we can see the art clearly  white interiors and some greenery inside the museum,4/6/2023
newbies 56,1.07E+18,a Sinhala woman sitting on a wooden bench in a peaceful garden  Serene  Natural  Earthy  Minimalistic  1970s Fashion  Ultra Realistic  Hasselblad 500CM  Medium Format Camera  Carl Zeiss Planar 80mm 8 CF Lens  0 aperture  Morning  Fine Art Photography  Kodak Portra 160 Film  ,4/6/2023
newbies 56,1.09E+18,the flag of pakistan is green with arabic sword and a quill pen on it  in the style of portraiture iconography  moebius  hryhorii havrylenko  scoutcore  historical reproductions  logo  twisted branches  realistic  8k ,4/6/2023
newbies 56,1.08E+18,Thailand that is now covered with sand  desert storm  dry  very sunny high quality   details 4K   ,4/6/2023
newbies 56,9.33E+17,a large elephant  in a Jurassica  cinematic  realistic forest,4/6/2023
newbies 86,1.00E+18,people standing and having conversation in a busy social work setting at a music venue or big tech event with colorful lights  ,4/6/2023
newbies 86,8.92E+17,polar bear as gundam armored figures set up on a table  in the style of vintage aesthetics  meticulous military scenes  tilt shift lenses  bibliopunk  art that plays with scale  contained chaos  portrait miniatures  8k  contained chaos  ,4/6/2023
newbies 86,1.08E+18,EXTERNALURL  high quality   details 4K   ,4/6/2023
newbies 86,1.07E+18,a man is jumping from the cliff  he is scared but doing it anyway,4/6/2023
newbies 86,9.50E+17,A modular e bike with modern and sleek style  with clean lines and a minimalist aesthetic  New York City  2023  black  white or silver frame  bright accent colors like red or yellow  advanced display  natural lighting  shot by ARRI ALEXA  8K   ,4/6/2023
newbies 86,1.09E+18,african amulet in the art style of Wayne Reynolds,4/6/2023
newbies 113,1.08E+18,woman in red dress holding a credit card in public  in the style of light gray and purple  playful  youthful images  ferrania p30  wimmelbilder  wavy  smilecore  colorful portraits  ,4/6/2023
newbies 3,7.52E+17,Overweight person running on a treadmill in high heels,4/6/2023
newbies 47,3.57E+17,Hellman fighting the incredible Hulk as drawn by Geoff Darrow,4/6/2023
newbies 47,3.89E+17,Prompt   kardashianish goth model with Snapchat filter makeup  overly sharp chinline and wonky eye position posing undynamically for paparrazi in front of strangely blurred logo on backdrop at mediocre awards red carpet  masDerpPiece  awkward winking fotograph ish  ,4/6/2023
newbies 43,1.09E+18,chinese ghost,4/6/2023
newbies 3,1.09E+18,Generate a stylish and professional landing page mockup for the coding school  featuring a captivating hero photo or video that showcases students working on programming projects or using AWS Cloud Computing services  Use a strong  yet minimalist color palette that conveys a sense of innovation and professionalism   ,4/6/2023
newbies 47,1.07E+18,1980s beijing china  Master Yoda from Star Wars  smiling  surrounded by passengers ,4/6/2023
newbies 56,1.07E+18,EXTERNALURL  coffee truck  earth tones  chromated coffee machine  dramatic lighting  placed in a business district  very realistic  place logo for coffee shop  brand name is Mulata  ,4/6/2023
newbies 113,1.02E+18,Two young men and women are in a stylish room with a four leaf clover decorated in a photo frame and furniture ,4/6/2023
newbies 113,1.42E+17,logo for music therapy combining tree and bass clef,4/6/2023
newbies 113,2.29E+17,EXTERNALURL  Dreadlock samurai rules the universe  night scene  big moon,4/6/2023
newbies 113,9.56E+17,tommy shelby with lots of money,4/6/2023
newbies 113,1.09E+18,Samurai warrior on horseback  in a red battle suit  with his Katana in hand  fighting in front of a castle in EDO  leading an army against a group of samurai coming out of the castle ,4/6/2023
newbies 113,2.30E+17,retro anime photo of the red hot chili peppers,4/6/2023
newbies 113,7.45E+17,Orlando Florida cityscape in an orange  ,4/6/2023
newbies 113,1.09E+18,this photo in 4d dynamic comic book style,4/6/2023
newbies 113,5.31E+17,harley quinn with money after a robbery 4k  5,4/6/2023
newbies 113,7.64E+17,two sloths doing psychobloc in Majorca Spain animated version,4/6/2023
newbies 113,1.07E+18,a rabbit inside a big self storage with some colorful eggs,4/6/2023
newbies 143,7.79E+17,A redhead curly beautiful woman mid 30s in a Boeing B 17  portrait  No abnormal face  no abnormal proportions  No abnormal eyes  The photograph is using a mamiya 67 medium format camera  a 8mm lens and Kodak Portra 400 film stock  delivering unparalleled photo quality and detail  The camera settings include an aperture of  ISO 800  and a shutter speed of 125 sec  resulting in a balanced depth of field  Photorealistic  golden ratio  cinematic lighting  high details  8k  32  volumetric light,4/6/2023
newbies 143,6.32E+17,EXTERNALURL   Max  Cute shaggy baby mammoth  telling stories  other wildlife animals  artwork by pixar   ,4/6/2023
newbies 143,5.68E+17,a photo realistic charcoal drawing of Edwardian children feeding an ostrich in a London park in 1912 ,4/6/2023
newbies 143,7.59E+17,bald black tarzan a white lady and a lion in the jungle,4/6/2023
newbies 143,1.09E+18,Rhodonite  lovely angel  gothic  crystal crystal  prayer  light,4/6/2023
newbies 143,1.05E+18,cartoon little woman in a skirt  a cropped top  black hair  childrens book character  ,4/6/2023
newbies 143,5.90E+17,cucumber plantage in background  focus on some cucumber plants in foreground  medieval setting  realistic detailed painting  ,4/6/2023
newbies 143,1.05E+18,a bakery logo  minimalist style  black and white  ,4/6/2023
newbies 143,2.21E+17,high contrast  pop art drawing of a goat wearing a top hat,4/6/2023
newbies 173,9.07E+17,5 adventurers and a horse sit in the entrance of a cave with meteors falling from the sky in a hellish landscape,4/6/2023
newbies 173,4.10E+17,submariner looking out the window of submarine  giant squid creature in view  red light on in submarine,4/6/2023
newbies 173,8.34E+17,monkey dressed as doctor taking care of two elephants,4/6/2023
newbies 173,8.29E+17,ad for Casino promoting cleaning products with this background EXTERNALURL rds  lighting effects  3D  ,4/6/2023
newbies 173,9.33E+17,man in suit  siluette  siluette of man in suit  black and white  white background,4/6/2023
newbies 173,6.93E+17,young wizard woman wit a wizard hat and brown hair climbing a mountain with,4/6/2023
newbies 3,3.53E+17,person wearing headphones studying,4/6/2023
newbies 3,3.08E+17,3 bedroom villa on land size 25 x 40ft with outdoor space and co working area and greenery  ,4/6/2023
newbies 3,6.67E+17,realistic landscape of the hell  and upside down ground instead of sky  some demons and dead trees in details of the landscape  dim light everywhere,4/6/2023
newbies 3,4.13E+17,pixel robot  like terraria  comic  lit with high key lightning to create a soft and ethereal feel  a shallow depth of field  ,4/6/2023
newbies 3,1.09E+18,full body 3D render young student doing task stuff inside an enclosed bottle with a subtle dark blue and yellow atmosphere  hyper detailed  ultra realistic  best quality  169  8K UHD,4/6/2023
newbies 3,1.07E+18,in a plowed meadow  orange colour  there is a tractor and many easter coloured eggs,4/6/2023
newbies 3,1.09E+18,a simple logo for a photography business containing AW with a mountain or forest feel  containing the color neon blue somewhere in it,4/6/2023
newbies 3,1.09E+18,Large airship with Zscaler logo over the Aria Hotel in Las Vegas covered in headshots of executives on a sunny day ,4/6/2023
newbies 3,6.90E+17,A hyper realistic small modern software office with 6 seating all high tech facilities and a cabin for manager glass walls  3rd floor  ultra realistic  Coimbatore city view outside  ,4/6/2023
newbies 3,1.09E+18,EXTERNALURL  groups of soldiers in distance dancing wearing green uniforms and cowman hats  another soldier in distance on rodeo bull  rocky landscape  cactus  Wild West setting  hyper realistic  dramatic lighting   ,4/6/2023
newbies 3,1.09E+18,ultra futuristic rolls royce,4/6/2023
newbies 3,1.09E+18,A classic 1940s era Triumph Roadster parked in front of an old diner  its shiny red exterior gleaming in the sunlight  the reflection of the diners neon lights on the cars hood and windshield  creating a vintage atmosphere  Photograph  shot with a wide angle lens on a digital camera  synthwave  ,4/6/2023
newbies 3,7.87E+17,EXTERNALURL  cartoon  Disney baby 1950s  ,4/6/2023
newbies 3,1.08E+18,dragon Mania Legends video game characters escaping from a Photorealistic gaming laptop with a person in the foreground POV over the shoulder shot,4/6/2023
newbies 33,1.09E+18,a hyperrealistic portrait of an American family  high resolution,4/6/2023
newbies 33,7.99E+17,Extra large â€“ 6 5â€ Ã— 8 75â€ a professional rustic wedding invitation template with editable Photo space design illustration by a senior invitation designer  flat rustic wedding invitation template  rustic flowers  wedding rustic,4/6/2023
newbies 33,4.51E+17,Studio Ghibli version of Red Force pirate ship  from One Piece manga series  The ship is property ok the famous pirate Red Hair Shanks  and it has a scar of three diagonal stripes  like a claw blow  The ship is sailing in the sea,4/6/2023
newbies 33,1.02E+18,A dream  with white silk like waves and whirlpools inside  set against a black background   ,4/6/2023
newbies 33,1.03E+18,Scene on a beach in aruba  a dog chasing flamingos on the beach  realistic  do not mix animals,4/6/2023
newbies 33,1.09E+18,Austria 1910 in the mountains Beautiful photo of an old Grand Hotel with pool and parasol and Verandas and Pavillions,4/6/2023
newbies 63,1.08E+18,rooftop with a cocktail bar and free standing furniture  Classy design  in Deep green  black and purple colors,4/6/2023
newbies 63,7.37E+17,Create a scratch style drawing  It is fall  At the front  there is a piano that is turning into music notes  the notes are starting to fly  some notes are turning into sakura tree leaves  On the background there are many elements  a big wave  some clouds  some suru birds flying  the fuji mountain  an Italian style tower with a big bell that is rambling ,4/6/2023
newbies 63,4.78E+17,the heart of a percussionist ultrarealistic  ,4/6/2023
newbies 63,1.07E+18,ascended master saint Germain pouring liquid violet fire over America in cgi style,4/6/2023
newbies 63,1.07E+18,3D soccer ball made with multi colored button shaped chocolates m m  white paper background  realistic  3d  HD  4K  no white buttons  exclude white buttons ,4/6/2023
newbies 63,3.93E+17,beautiful man,4/6/2023
newbies 63,1.07E+18,a crazy easter bunny throwing colourful eggs  great mess everywhere  cinematic  ,4/6/2023
newbies 63,9.86E+17,a simple vector logo design for a company called Nolan Ryan white background,4/6/2023
newbies 93,6.96E+17,a 1950s suburban family standing outside a church man and woman and children  digital color drawing style  retro realism  pop realism  ,4/6/2023
newbies 93,4.21E+17,in a realistic heroic fantasy style a trong barbarian tattooed with a sword,4/6/2023
newbies 93,1.08E+18,photorealistic wednesday adams with a star wars green sword fighting with a bear,4/6/2023
newbies 93,7.08E+17,a logo of a train design in a sports illustration style,4/6/2023
newbies 93,1.04E+18,Minimal vector logo for a company called Fluxcap  they are a digital marketing company that serves mainly the music industry  Their main service is to provide growth marketing for artists,4/6/2023
newbies 93,1.09E+18,a teen couple handing the architectural scketch of their future two flat house  the couple is looking at each other happy  the photo is from behind  the sketch is seen between them  warm yellow background  the couple are dressed casual ,4/6/2023
newbies 93,6.39E+17,boeing futuristic plane 2050,4/6/2023
newbies 93,1.05E+18,5 sciencefiction rabbits  playing lasertag with lasertag equipment  darkroom  neonlights  green  pink  blue 8k   ,4/6/2023
newbies 93,8.74E+17,develop a stroke logo for Relief Ortho showing spine helix  feminine  trust  freedom  flat  simple  minimal  white background  no detail  ,4/6/2023
newbies 93,9.57E+17,Lord of the Rings  portrait  80mm lens  photorealistic  ugly  masculine woman  Fierce  muscular  worshipper goddess of night  black leather tunic  deep set brown eyes  dark hair  holding a sword  in fantasy temple   ,4/6/2023
newbies 17,1.06E+18,an alien sits at the card table and play cards between God and Devil  the pyramids in Giza and the Eiffel Tower on the table  in the style of charming sketches  Janne kahila  creative commons attribution  tom mcguinness  robert munsch  fujifilm pro 800z  neue sachlichkeit,4/6/2023
newbies 17,1.09E+18,snowy owl perched on white picket fence  realistic  detailed feathers  detailed eyes  white sky  daylight,4/6/2023
newbies 17,9.20E+17,roasted chicken leg with potato puree and cherry sauce  with glass of craft beer  expressive painting,4/6/2023
newbies 17,1.02E+18,a modern bathroom with a circular jacuzzi tub and a floor  in the style of akos major  eroded surfaces  bjarke ingels  minimalist landscapes  light bronze and beige  seaside vistas  polished concrete  ,4/6/2023
newbies 17,1.09E+18,logo for client telling ios mobile application that offers a wide range of luxury home and body cosmetics products,4/6/2023
