Prompt,Dominant_Topic,Keywords
Solar panels on the roof of a terraced house  new residential area in the Netherlands  sunny sky  trees next to the house  realistic,2,"room, house, fire, made, living, view, side, area, city, background"
thought leadership,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
a cinematic portrait of a 20 year old  blonde woman wearing beige clothing in a room with old wooden furniture  dark blue walls  illuminated by soft window light  photographed with a 50mm lens ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
sailor moon,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
minecraft mid rise apartment southern USA style,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
the Chuck E  Cheese band in the future cyberpunk  ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
Nightcrawler x men bedroom design themed environment  captured with Nikon camera  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
beautiful scenes from GTA5 but set in Mumbai  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Bella Canvas 3001 mockup soft cream  short sleeve t shirt  nothing on the shirt  facing front  front of shirt straight on to the camera  A beautiful blond plus size woman  full body height  smiling  looking into camera  sitting on the floor of her boho girly bedroom  mockup  DSLR  photography  pose  35mm lens   ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
mass timber finishing  empty room  clean space,1,"design, :, style, logo, glass, hand, one, background, like, two"
1961 Ferrari GT car keys made into a cinema movie ticket  creative  epic  cinematic  photography made by ARRI  photographs made by hasselblad  incredibly detailed  sharpness  details  professional lighting  photography lighting  50 mm  photos  unsplash,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
A striking photorealistic image capturing the intensity and determination of a Geisha standing in the aftermath of a fierce battle  The Geisha  adorned in her traditional attire  gracefully holds a blood dripping Katana  as rain pours down around her  Her eyes reveal a mixture of exhaustion and unwavering resilience  The scene is set on a wet city street  where the rain soaked ground reflects the dim glow of neon signs and streetlights  The backdrop reveals the fusion of traditional and modern elements  with a mix of ancient temples and futuristic skyscrapers lining the horizon  Raindrops create an atmospheric effect as they ripple in puddles and slide down the Geishas elegant kimono  The high level of detail in this image showcases the Geishas intricate hair ornaments and makeup  as well as the meticulously crafted patterns of her kimono  The contrast between the delicate beauty of the Geisha and the brutal aftermath of the battle tells a powerful story  leaving the viewer in awe of her strength and determination   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
Getty Images photo of Aaron Rodgers and Nic Cage just as they started transforming into each other during a surprise press conference,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
Captivating black female tulip white deity  subtle details  state   of   the   art camera  ultra   wide lens  timeless style  color film ,1,"design, :, style, logo, glass, hand, one, background, like, two"
a montage of different personal hobbies in the style of LeRoy Neiman  ,1,"design, :, style, logo, glass, hand, one, background, like, two"
a mascot for ux deaigners,1,"design, :, style, logo, glass, hand, one, background, like, two"
Imagine yourself wandering through a dense forest of twisted  psychedelic trees  As you walk  the colors of the trees shift and change  transforming from deep greens and browns to neon pinks and purples  How does this surreal landscape make you feel,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
Hyperrealistic photo with an a380 a boeing 787 and a old cessna in the sky  followed by a zeppelin,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
combined minimalistic symbol for wave  wind and human as designed by apple,1,"design, :, style, logo, glass, hand, one, background, like, two"
magazine ad for a the 2023 Porsche 992 GTRS  showing car in urban setting  night time  hazy sky  wet pavement  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
older woman  looking off to side  harsh face  in the mode of family guy artistry,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
bowl of soup thats a portal to another dimension on a dark background  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
standing man made of sugar cubes with reddish light behind him  simple  dark background,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a cartoon one eyed snail character for a childrens book ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
photo of a little girl waving an American flag ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
cartoonic image of employees using computers  ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
stream art fire horse runing in a AI hell,2,"room, house, fire, made, living, view, side, area, city, background"
Perfect home cleanning objects knolling  studio lighting  red background  low contrast  8k ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
EXTERNALURL  childrens story cover  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
At the center of the canvas  draw a typical quantum computer shape  It can be a cube with a smooth outer surface and some light reflection effects  Above the cube  write Quantum Computer in large font  In the top left corner of the canvas  draw an image representing the superposition principle  Illustrate a qubit that is both 0 and 1 in the same position  Below this image  add a small caption Superposition Principle  In the top right corner of the canvas  draw an image representing entanglement  Illustrate two qubits that are far apart but correlated with each other  Below this image  add a small caption Entanglement Phenomenon  In the bottom left corner of the canvas  draw an image representing the current state of quantum computer development  Draw an arrow indicating the progress of quantum computers  with a label inside the arrow that reads Research and Development Phase  Below this image  add a small caption Development Status  In the bottom right corner of the canvas  draw an image representing the potential impact of quantum computers  Draw a pie chart divided into several sections  each representing a field  such as cryptography  materials science  and drug design   Below this image  add a small caption Potential Impact ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
a very sad mood  when there is longing in the soul and time flows so slowly that it seems to have turned into a viscous molasses  in which emotions and the desire to move get stuck  Time is dying  ,2,"room, house, fire, made, living, view, side, area, city, background"
The friendly face of the chat companion Ai called Alice  White background,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
Sticker summer kawai,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
an advertisment listing the pros and cons of a service,1,"design, :, style, logo, glass, hand, one, background, like, two"
terrarium in a bottle in the rainforest  real photography  hyper detail   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a photo made by the photographer Bernard Plossu,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Conan the barbarian  Between the time when the oceans drank Atlantis  and the rise of the sons of Aryas  there was an age undreamed of  And unto this  Conan  destined to wear the jeweled crown of Aquilonia upon a troubled brow  by Greg Tocchini  by esad ribic  by simon stalenhag  by pascal campion  by atey ghailan  by ashley wood  by russ mills  sharp vibrant contrast colors  radiant Blooming daylight lighting  Epic scenery composition  subsurface scattering  ,2,"room, house, fire, made, living, view, side, area, city, background"
pebble brasalet with aztec symbols,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
hr geiger face hugger  hyper realistic  leaping at victim ,2,"room, house, fire, made, living, view, side, area, city, background"
Theme is the twelve Chinese zodiac  the style of William morris  painting style  full screen  outgoing  cancel the zodiac dog fill the whole picture  to China,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
american horror story movie poster of a attractive pregnant woman behing misted glass  Frank Ockenfels  photography  rosemarys baby  4k  high definiton photography  fashion  high end photography  american horror story  clean  sleek  photography,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
linocut style bundle of roses and stem with leaves all around,1,"design, :, style, logo, glass, hand, one, background, like, two"
A futuristic city skyline at sunset  medium digital painting   style reminiscent of Syd Meads concept art   lighting soft  warm hues from the setting sun   colors vibrant orange  pink  and purple tones in the sky  with contrasting cool blues and greens in the buildings   composition shot with a wide angle lens  showcasing a panoramic view of the city  with skyscrapers stretching high into the sky ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
5 girlfriends  friendship  hugging  psychedelic  coral reef  hyperrealistic  intricate details  high resolution  negative space  beautiful colors  octane render  super detailed shot with sony a1  85mm F 1  4 ISO 100  pouring acrylic painting style    futuristic and surrealistic wallpaper  dark background  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
Ted Cruz sniffing Donald Trumpâ€™s armpit,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
an incredibly intricate cluster of circus tents  caravans and other circus equipment  stacked on top of each other in the style of a flavela   ,1,"design, :, style, logo, glass, hand, one, background, like, two"
EXTERNALURL  CDB oil in a bottle and small dropplets with white background realistic surrealism cinematic 4K product ariel shot photography,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
EXTERNALURL  4 aliens in astronaut suits,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
psychedelic landscape  alien landscape  acid visuals  multi colored raindrops  red raindrops  blue raindrops  yellow raindrops  green raindrops  orange raindrops  pink raindrops  Mystical trees  mystical pink river  orange and blue and pink colors  mystical vines and lush greenery  acid visuals  Intricate  4k  colorful  chaotic  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
Illustrate an eye catching montage featuring diverse workers  advanced technologies  and futuristic cityscapes to introduce the concept of the future of work ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
EXTERNALURL  EXTERNALURL Ethnographic god of thunder  nomenclature cross  dressed lightly Ethnographic folk dress  very long hair  white headband  big beard  lightning from eyes   ethnographic signs  ethnographic style  nomenclature style  bright blue lightning   just white and light blue colors  medieval style  high quality  epic  action scene  comic style  digital art  ultra details   ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
millennium falcon  detailed drawing  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
The sleek and aerodynamic body of the car cuts through the air like a knife  effortlessly gliding through curves and bends  The smooth handling and lightning fast response of the car make you feel as if you are one with the machine  a master of the road  realistic 8K   EXTERNALURL ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
The Great Wave off Kanagawa,1,"design, :, style, logo, glass, hand, one, background, like, two"
dusk on a snowy christmas eve  a husband luggs in a freshly cut christmas tree while his family peers through the front window with anticipation,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
butchers daughter with a knife looks with anger  dark background  ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
Hyper realistically Ethiopian woman with awesome curls under on t shirt on her white boyfriend and her boyfriend has been hugging her and they watching a movie,1,"design, :, style, logo, glass, hand, one, background, like, two"
portrait the hulk wearing Rey mysterioâ€™s Mask  Realistic   Intense gazes  clear facial features  Cinematic  35mm lens  f 1 8  accent lighting  global illumination  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
EXTERNALURL  Dutch King Willem Alexander van oranje dressed as a drag queen with a wig and makeup  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
An old abandoned Wild West Western town  cinema render   hyperrealistic  photorealistic  highly detailed   ,2,"room, house, fire, made, living, view, side, area, city, background"
sketch drawing of a human face from straight on to a side view  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
create something you like,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
3d rendering with strong fog and volumetric of city night lights in aerial view,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
Cool artwork for Nike shoes campaign   digital art  Backlight  Realism  Cinema 4D  Close up perspective  Made of leather  DSLR camera  Soft focus filter  Sports scene  ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
EXTERNALURL  Create a realistic image of my refill deodorant case that accurately represents the product without any modifications  The product should be shown in a natural setting  such as a bathroom counter  and the lighting should be bright and even  Please ensure that the label on the product is visible and legible  The image should be high resolution and suitable for use in advertising and social media ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
depict children between ages of 3 10 reading books in a group,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Make a logo design for climbing access organization without text resembling Access Fund logo ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
childlike drawing of a boy in a striped shirt,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a promise of safety ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
a family on ancient africa  Photography  Best Quality  8K  HDR  High Resolution   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
Spiderman wears Wonder Woman clothes on a pink background with realistic flowers and birds 4K,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
6 years old brown haired boy reading a fairy tale with his 16 years old blond haired brother  both on a sofa full of pillows  dressed in oversided hoodies  very warm and beautiful scene  with a window and a fool moon oustide  inside warm small lights  hyper realistic  cinematic lighting,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
A scene of a warm and inviting Shabbat table  with freshly baked challah  golden brown pastries  and other delicious baked goods  arranged beautifully on platters and trays  A family is gathered around the table  eagerly anticipating the start of the meal  with smiles on their faces and a feeling of gratitude in their hearts for the blessings of the week  The aroma of freshly baked bread fills the air  creating a cozy and comforting atmosphere that is uniquely Shabbat  The scene captures the joy and celebration that comes with baking and enjoying delicious food with loved ones  while also highlighting the importance of the melacha of Ofeh in Jewish tradition ,1,"design, :, style, logo, glass, hand, one, background, like, two"
black background  red outline  comic style  Rio de Janeiro 2002  a middle aged man with a beard in a Hawaiian shirt holding a gun,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
dumplings in the form of a cat  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
Alpacino Scarface oil painting miami beach neon backround 80s  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
a futuristic gorilla with robot feeling  highdefinition,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
1970s punk rock cats outside venue in London waiting to see The Clash,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a film by Denis Villeneuve  birds eye view  a young black boy  5 years old  standing by mount Rainier  looking a long thin lenticular cloud in the sky overhead  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a psychedelic clown with pepper mint eye and a rainbow Cain dancing in the middle of time square,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
neon  plumeria  ladybug  glitter background,2,"room, house, fire, made, living, view, side, area, city, background"
old  weathered fish and chip shop in sleepy  small town new zealand  Beachside  Van parked on street with surfboard on roof   ,2,"room, house, fire, made, living, view, side, area, city, background"
anime jrpg  flying elemental monster in the night  storm  mountains background  ghibli style  HD,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
magical spellbinding conjuring glitter princess by Leyendecker  hyperrealistic chiaroscuro gouache  Sanrio  Jazzercise 1980s  Charles Vess  Wes Anderson  David Renshaw  Lisa Frank  Henry Justice Ford9 frog  iguana  owl  red 2 green  purple  ultramarine 5 orange  5  ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
caricature of mma fighter  exaggerated  caricature art  caricatural illustration  smooth lighting  beautifully colored  bold lines  professional   ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
EXTERNALURL  Islamic interlace patterns illustration vector line transparent background,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Illustrate letter P  clean  hokusai  modern  beautiful scenery  warm painting  ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
white slime man infront happy with nice car,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
jacked harry potter  photo realism  4k,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
bansky style art  of several hot air balloons in the sky  and a child on the ground aiming a weapon towards the balloons  The camera view that we see is from somewhat behind the child  with the balloons in the background  Rich colors ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
detailed illustration of a mandala10 composed as a grid of geometric forms untied into circular fractal8 based  circular symmetry  neon color  fluorescent2 color  acid color  psychedelic art style  with detailed textures  3d  layered  photoshop style  depth  illustration  octane render  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a loaf of bread in the form of a cat  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
EXTERNALURL   late night look at the stars with girlfriend with a beautiful view of the sea  high quality 8k   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
cartoon style  A classic VW van is nestled in the middle of an Australian beach  surrounded by towering palm trees and sparkling waters  A wood fire is in place for cooking a steak on a grill and a Quiksilver surfboard laid down  The scene is bathed in natural light  the colors natural by a sunny glow  This digital painting captures the timeless essence of adventure and freedom  with a shallow depth of field that adds a touch of classic  nostalgic beauty  A perfect moment  frozen in time  ,1,"design, :, style, logo, glass, hand, one, background, like, two"
a beautiful sourceless in her house,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
mezcal bottle cube black stackable,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
Photo of a 18 year old boy in a carolina blue polo and khakis  grabbing a box off a shelf in a garage for a grandma  Happy   ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
This girl EXTERNALURL n a 22 years thin blond women dutch looking with the body of Anllela Sagra  wearing gym clothes  Flawless model look  posing front of camera model looks directly in camera with a little bit flirting  shooting location in the gym with lighting studio  light background  shot on Sony A7r IV  35mm lens camera  finely detailed eyes  global illumination  photo realistic  high key lighting  cinematic  8k  4k  ultra detailed  full shot  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a detailed katana with a dragon and a big letter T in the tsuka  full of rich detail,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Sagittarius   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
doodle discover do leadership maps,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
Igloo vector cat bed Logo styled  no text  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a large  beautiful dirt hill with a leveled out part and a earth moving equipment  Green trees are in the background ,2,"room, house, fire, made, living, view, side, area, city, background"
EXTERNALURL  EXTERNALURL big pool  cafe  spa,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
Create a humorous and depiction of the worlds worst robot  a haphazardly designed and malfunctioning creation that just cant seem to get anything right  The robot should feature an eclectic mix of mismatched and ill fitting components  suggesting poor design choices and a general lack of engineering prowess  Despite its many flaws  the robot should have a lovable  endearing quality that evokes empathy from the viewer  Emphasize the robots clumsy and inefficient attempts to perform tasks  highlighting its numerous mishaps and accidents  Render the image with vibrant colors and engaging details  capturing the amusing chaos caused by the worlds most hapless robotic creation   ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
extreme close up front view vector graphic of slot machine with blank spinner section  themed like las vegas with gold and train related imagery  8k   ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
many ship laying at the bottom of the ocean,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
a blog thumbnail that shows a tweet being written with a dark background with code,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
The Tiger king is a game beast figure  This massive creature is a sight to behold  with its rippling muscles  deep and vibrant orange fur  and bold black stripes that make it stand out in any environment  It is clad in k armor and its eyes are a piercing yellow  flashing with intelligence and fierce determination  His jaws are lined with sharp teeth and his claws are long and deadly  Displaying the dynamic posture of the King Tiger  it crouches low to the ground  ready to spring into action at a moments notice  Its muscles are tense and its claws are sheathed  ready to tear apart any prey that dares to challenge its dominance  The scene should be set in a jungle environment with dense foliage and a sense of danger lurking around every corner ,2,"room, house, fire, made, living, view, side, area, city, background"
Jesus christ as artificial intelligence coming to save the world through automation,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Upper arm fine line portrait style tattoo of a closeup portrait of a a fremen warrior man with bright blue eyes,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
a hyperrealistic 2d topographical cutout map of china  using the borders of the peoples republic of china  ,1,"design, :, style, logo, glass, hand, one, background, like, two"
High quality 4k art  optimized for printing on custom shirts  featuring Deku and Bakugo from My Hero Academia  in the midst of a clash  showcasing their quirks and abilities  conveying energy and motion  visually striking  appealing to fans  suitable for reproduction on a variety of shirt colors and styles ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a Asian model wearing a  futuristic luxury minimal activewear with multiple honor badges black jacket in Paris background with red zipper,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
fine line tattoo sketch in Dr  Woo Style  fremen overlooking vast arrakis desert,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a huge staircase that at the end leads to a gigantic door that reflects a red and black light  in this gate there is a giant statue of vultures on each side  and coach Jorge Jesus climbs the staircase  16k,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
your self as a graphic designer and create a type face logo for an decor company Instyle Creations,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
35mm 90s calvin Klein campagin annie leibovitz style of female at the rodeo wearing cowboy hat  ,1,"design, :, style, logo, glass, hand, one, background, like, two"
Paris landscape in Ukiyo e japan style  very detailed  4k,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
Mansion  living room  high ceilings  dead man in gucci suit hangs from ceiling by gold chain attached to his neck  ceiling mural modern Garden of earthly delights  unicorn taxidermy above fireplace  ornate furniture  floor covered in US dollars muted colors photorealistic v 5  ,2,"room, house, fire, made, living, view, side, area, city, background"
A playing card King of Hearts where the King holds a glas of Gin standing at a bar  ,1,"design, :, style, logo, glass, hand, one, background, like, two"
holy spirit dove and fire  watercolor  blue background   ,2,"room, house, fire, made, living, view, side, area, city, background"
anime style mahjong pieces  detailed  colorful  white background  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a world war 2 maori soldier in full uniform and a face tatoo and an old rifle in one hand standing in the north african desert  black and white photo  1940s vintage photo  full body shot  wide angle,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
drag queen nun happy expression  take  from the angle below of a chess piece being picked up from a chess board,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
an Santat Illustrator style Alex and Maya on the soccer field  playing with new friends  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
handsome young blond girl who has superpowers and can make a bubble around her to protect her,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
a french redheaded second world war journalist girl  writing in a typewritter machine  while a young french army captain is looking at her; pamphlet style  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
bright rustic living room with plants and wood wall,2,"room, house, fire, made, living, view, side, area, city, background"
praying hands in nhiphop custom design whith letter C H U v5,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a back view of two 30 year old  men  a couple in Miami  enjoying their private beach  Theyre having cocktails and laughing  One of them is in a wheelchair  the other is sitting beside him in a beach lounger  Hughes of pink and turquise  summer sky  palm trees and umbrellas  Intricate  elegant  hyper realistic  super detailed  dynamic pose  photography  taken using Canon EOS R3 camera with a 11mm f1 4 lens  f8 0 aperture  shutter speed 1 500s  ISO 320  hr  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
An ultra realistic marble ball with a M letter inside of it  ciano color ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
business logos,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
Tibetan Six Syllable Mantra floating in the sky  ,2,"room, house, fire, made, living, view, side, area, city, background"
Beautiful elegant light blue vintage violin with roses white background  watercolor  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Ninja turtle Raphael looking at a computer screen  people talking  renaissance painting  detailed  hq  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
EXTERNALURL  as a stoic barbarian adventurer with unbound rage,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
EXTERNALURL  character by Barclay Shaw1  ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
this person as a volleyball athlete in a cryochamber,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
A tiefling baker with human colored skin  and curled rams horns adorned with jewelry  She is putting a batch of cookies into a large stone oven  A black cat sleeps on top of the oven  In the background is a bakery scene ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
EXTERNALURL  sleeping on clouds at night  photorealistic  4k  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
a reborn butterfly tattoo style,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
A tattoo design inspired by the iconic symbols of New Zealand  featuring a stylized silver fern leaf intertwined with a Maori Koru pattern  The style should be a harmonious blend of traditional Maori tribal art and modern simplicity  emphasizing the cultural heritage and natural beauty of the country  Utilize bold lines and contrasting black and gray shading to create depth and visual interest  Compose the design in a way that it can be easily adapted to various body placements  showcasing the rich symbolism of New Zealands flora and indigenous culture ,4,"image, colors, create, scene, use, color, sense, lighting, atmosphere, details"
full body  latino male guerilla  view from above  top view  cyberpunk style  realist,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
carp  green glow  in the style of nightmarish illustrations  rtx on  rtx  detailed underwater scenes  energy filled illustrations  linear illustrations  dark realism  detailed character illustrations  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
a viking cat stares at a bowl of chicken  illustration,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
small business owner standing in his machine shop,1,"design, :, style, logo, glass, hand, one, background, like, two"
emmanuel macron win the Mister gay France ultra realist 4k,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
realistic style 4k full hd calathea plant in tall drop shaped concrete pot  in living room with large rectangular mirror  warm lighting and white wall,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
hooded figure  with smoke for a face  dark colors ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
tatoo  sleeve  color  lsd  trip  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a japanese man dressing in a kimono  in a japanese court room  carrying a bird of paradise on his arm  awes the attendants with the birds beauty  watercolour  realistic   ,1,"design, :, style, logo, glass, hand, one, background, like, two"
EXTERNALURL  render this photo  pixar style  female  43 years onl brown hair a bit curly  brown eyes  smiling  hyper detailed ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
create a realistic photo  space rocket launching from SÃ£o Paulo  city behind the steam  shape of US$  cinematik light  HD  16k,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
EXTERNALURL  fashion photography  wear jeans ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
photography of a beautiful Korean woman in wedding dress  swimming under the water and smiling at the camera  pastel blue color  ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
Islamic abstract art,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
EXTERNALURL  pop 3d architecture  ,5,"style, wearing, woman, face, man, hair, cat, eyes, color, 8k"
Draw a sketch of a lighthouse that looks a bit like ice cream,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
a logo for a gene editing company in the agriculture space,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
simple and elegant social media consulting logo for a white background  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
Black woman Bible Eve  skinny serpent wrapped around her neck rose  rose petals  close up shot Camera DSLR or mirrorless with a prime lens  50mm f  1  8 or 85mm f  1  8  Angle Eye level  slightly off   center Distance 8   10 feet  2  5   3 meters  Aperture f  2  8 or f  4  0 Lighting Soft  diffused natural or artificial light at a 45   degree angle Fill light or reflector Opposite side of the main light source Film Speed  ISO   100   200  outdoor  natural light ,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
realistic water rocket,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
Social game art illustration of graphic Chinese background wallpaper  ,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
blonde Funko lost in Hawaii in white dress retro,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
cartoon  storyboard  person wants to go to community event  discovers event on phone  books event  attends event  enjoys event,6,"style, background, logo, cartoon, design, illustration, art, vector, colors, book"
cd cover   A flashback 90s techno party scene contrasting a carefree  wild  and fun past with the present  where people are trying to recreate that same energy on the techno dance floor   ,3,"externalurl, style, painting, image, 8k, like, art, background, make, oil"
32 bit pixel art sword  ,2,"room, house, fire, made, living, view, side, area, city, background"
a poly isometric mega yatch with a boat party onboard,0,"photo, lighting, 8k, background, hair, style, photography, woman, shot, camera"
