Channel,ID,Prompt,Date,Tokenized Text,Adjectives Removed,Stemmed Tokens
newbies 77,1.09E+18,The Adventures of Lucy and Max A Magical Journey,4/4/2023,"['adventures', 'lucy', 'max', 'magical', 'journey']","['adventures', 'lucy', 'journey']","['adventur', 'luci', 'max', 'magic', 'journey']"
newbies 56,3.90E+17,young padawan  Black short hair with a white strand  jedi robe  yellow lightsaber  realist traces  ,4/4/2023,"['padawan', 'black', 'hair', 'strand', 'jedi', 'robe', 'lightsaber', 'realist', 'traces']","['hair', 'strand', 'jedi', 'robe', 'lightsaber', 'realist', 'traces']","['padawan', 'black', 'hair', 'strand', 'jedi', 'robe', 'lightsab', 'realist', 'trace']"
newbies 56,1.01E+18,Create a Day of the Dead inspired design in the style of frida khalo special edition  Incorporate traditional elements such as calaveras  cempasuchil  marigolds  papel picado and catrinas  while also using bold colors and strong lines to capture the essence of Khalo iconic artwork color and technique  ar 169  ,4/4/2023,"['create', 'day', 'dead', 'inspired', 'design', 'style', 'frida', 'khalo', 'edition', 'incorporate', 'elements', 'calaveras', 'cempasuchil', 'marigolds', 'papel', 'picado', 'catrinas', 'also', 'using', 'colors', 'lines', 'capture', 'essence', 'khalo', 'artwork', 'color', 'technique', 'ar', '169']","['day', 'design', 'style', 'frida', 'khalo', 'edition', 'incorporate', 'elements', 'calaveras', 'marigolds', 'papel', 'picado', 'catrinas', 'also', 'using', 'colors', 'lines', 'capture', 'essence', 'khalo', 'artwork', 'color', 'technique', 'ar', '169']","['creat', 'day', 'dead', 'inspir', 'design', 'style', 'frida', 'khalo', 'edit', 'incorpor', 'element', 'calavera', 'cempasuchil', 'marigold', 'papel', 'picado', 'catrina', 'also', 'use', 'color', 'line', 'captur', 'essenc', 'khalo', 'artwork', 'color', 'techniqu', 'ar', '169']"
newbies 56,1.09E+18,cartoon syringe peeking around a corner with smile on face  ,4/4/2023,"['cartoon', 'syringe', 'peeking', 'around', 'corner', 'smile', 'face']","['cartoon', 'syringe', 'peeking', 'around', 'corner', 'face']","['cartoon', 'syring', 'peek', 'around', 'corner', 'smile', 'face']"
newbies 47,"1,055,638,721,099,210,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 13,"779,794,006,627,319,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 73,"1,090,874,796,134,370,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 93,"1,091,466,512,310,730,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 113,"1,087,387,843,095,160,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 173,"1,050,499,137,554,100,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 77,"804,817,949,503,258,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 13,"1,006,981,429,453,920,000.00",EXTERNALURL  EXTERNALURL,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 56,"1,092,893,266,652,960,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 73,"1,080,912,170,868,540,000.00",EXTERNALURL  EXTERNALURL ,4/5/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 113,1.09E+18,an asian woman standing  light frim above  flaire lights  futuristic  medium shot 4k  in the hajime sorayama style 32,4/5/2023,"['woman', 'standing', 'frim', 'flaire', 'lights', 'medium', 'shot', '4k', 'sorayama', 'style', '32']","['woman', 'standing', 'flaire', 'lights', 'medium', 'shot', '4k', 'sorayama', 'style', '32']","['woman', 'stand', 'frim', 'flair', 'light', 'medium', 'shot', '4k', 'sorayama', 'style', '32']"
newbies 113,1.09E+18,explain this   hyper detailed ultra realistic rainbow Marie Antoinette style rare and surreal flowers  art nouveau  afro hair  surrounded by opulent matte black textures  filled with sunlight and dark red pudding  glossy sunlit velvet luxurious algae and wild weeds  melting paint  cinematic impressionism  ,4/5/2023,"['explain', 'hyper', 'detailed', 'rainbow', 'marie', 'antoinette', 'style', 'rare', 'flowers', 'art', 'afro', 'hair', 'surrounded', 'matte', 'textures', 'filled', 'sunlight', 'dark', 'pudding', 'sunlit', 'velvet', 'algae', 'weeds', 'melting', 'paint', 'impressionism']","['explain', 'hyper', 'detailed', 'marie', 'antoinette', 'style', 'flowers', 'art', 'hair', 'surrounded', 'matte', 'textures', 'filled', 'dark', 'pudding', 'velvet', 'algae', 'weeds', 'melting', 'paint', 'impressionism']","['explain', 'hyper', 'detail', 'rainbow', 'mari', 'antoinett', 'style', 'rare', 'flower', 'art', 'afro', 'hair', 'surround', 'matt', 'textur', 'fill', 'sunlight', 'dark', 'pud', 'sunlit', 'velvet', 'alga', 'weed', 'melt', 'paint', 'impression']"
newbies 113,1.03E+18,mix the face of this woman EXTERNALURL solution  8K  hyper realistic EXTERNALURL ,4/5/2023,"['mix', 'face', 'woman', 'externalurl', 'solution', '8k', 'hyper', 'externalurl']","['face', 'woman', 'externalurl', 'solution', '8k', 'hyper', 'externalurl']","['mix', 'face', 'woman', 'externalurl', 'solut', '8k', 'hyper', 'externalurl']"
newbies 113,1.06E+18,EXTERNALURL    3d animation  3d render  sitting indian style  claymation  3d lighting,4/5/2023,"['externalurl', '3d', 'animation', '3d', 'render', 'sitting', 'style', 'claymation', '3d', 'lighting']","['externalurl', '3d', 'animation', '3d', 'render', 'sitting', 'style', 'claymation', '3d', 'lighting']","['externalurl', '3d', 'anim', '3d', 'render', 'sit', 'style', 'claymat', '3d', 'light']"
newbies 113,1.46E+17,face diablo logo agresive demoniac devil,4/5/2023,"['face', 'diablo', 'logo', 'demoniac', 'devil']","['face', 'diablo', 'demoniac', 'devil']","['face', 'diablo', 'logo', 'demoniac', 'devil']"
newbies 113,1.07E+18,anime 2D style African american female 20 years old character with long dark hair and brown light skin,4/5/2023,"['anime', '2d', 'style', 'female', '20', 'years', 'character', 'hair', 'light', 'skin']","['anime', '2d', 'style', '20', 'years', 'hair', 'skin']","['anim', '2d', 'style', 'femal', '20', 'year', 'charact', 'hair', 'light', 'skin']"
newbies 113,3.88E+17,I could talk about the thrill of opening a fresh pack of sports cards all day long  Nothing beats that new card smell! Who else is addicted to this hobby like me?,4/5/2023,"['could', 'talk', 'thrill', 'opening', 'pack', 'sports', 'cards', 'day', 'long', 'nothing', 'beats', 'card', 'smell', '!', 'else', 'addicted', 'hobby', 'like', '?']","['could', 'talk', 'thrill', 'opening', 'pack', 'sports', 'cards', 'day', 'long', 'nothing', 'beats', 'card', 'smell', '!', 'else', 'addicted', 'hobby', 'like', '?']","['could', 'talk', 'thrill', 'open', 'pack', 'sport', 'card', 'day', 'long', 'noth', 'beat', 'card', 'smell', '!', 'els', 'addict', 'hobbi', 'like', '?']"
newbies 143,1.08E+18,pirate ship in stormy seas being attacked by a kraken  realistic  3D,4/5/2023,"['pirate', 'ship', 'stormy', 'seas', 'attacked', '3d']","['pirate', 'ship', 'stormy', 'seas', 'attacked', '3d']","['pirat', 'ship', 'stormi', 'sea', 'attack', '3d']"
newbies 143,4.51E+17,The Lord of the Rings al characters portrayed in a cartoonish style with high resolution 8K graphics  ,4/5/2023,"['lord', 'rings', 'al', 'characters', 'portrayed', 'style', 'resolution', '8k', 'graphics']","['lord', 'rings', 'al', 'characters', 'portrayed', 'style', 'resolution', '8k', 'graphics']","['lord', 'ring', 'al', 'charact', 'portray', 'style', 'resolut', '8k', 'graphic']"
newbies 143,9.21E+17,EXTERNALURL  sharp focus  cinematic photography  ,4/5/2023,"['externalurl', 'focus', 'photography']","['focus', 'photography']","['externalurl', 'focu', 'photographi']"
newbies 143,1.09E+18,Guru Nanak Dev ji  from ancient medeival time  light rays at the back  sitting close to Ravi river,4/5/2023,"['guru', 'nanak', 'dev', 'ji', 'time', 'rays', 'back', 'sitting', 'close', 'ravi', 'river']","['guru', 'nanak', 'dev', 'ji', 'time', 'rays', 'back', 'sitting', 'ravi', 'river']","['guru', 'nanak', 'dev', 'ji', 'time', 'ray', 'back', 'sit', 'close', 'ravi', 'river']"
newbies 143,1.08E+18,Full body photo taken from behind a powerful jaguar  full coloured  light grey background with a little stronger light in the middle of the background behind the subject  taken with professional studio flash and Octa Softbox 120 cm in diameter  taken with a Hasselblad H6D  SensorgrÃ¶sse 53 4 x 40 mm  100 Mpx  lens 2 8 80 mm  100 ASA  highest resolution possible  ultra sharp  8k  ,4/5/2023,"['full', 'body', 'photo', 'taken', 'behind', 'jaguar', 'coloured', 'grey', 'background', 'light', 'middle', 'background', 'behind', 'subject', 'taken', 'studio', 'flash', 'octa', 'softbox', '120', 'cm', 'diameter', 'taken', 'hasselblad', 'h6d', 'sensorgrã¶sse', '53', '4', '40', '100', 'mpx', 'lens', '2', '8', '80', 'mm', '100', 'asa', 'resolution', '8k']","['body', 'photo', 'taken', 'behind', 'jaguar', 'coloured', 'background', 'light', 'background', 'behind', 'taken', 'studio', 'flash', 'octa', 'softbox', '120', 'cm', 'diameter', 'taken', 'h6d', 'sensorgrã¶sse', '53', '4', '40', '100', 'mpx', 'lens', '2', '8', '80', 'mm', '100', 'resolution', '8k']","['full', 'bodi', 'photo', 'taken', 'behind', 'jaguar', 'colour', 'grey', 'background', 'light', 'middl', 'background', 'behind', 'subject', 'taken', 'studio', 'flash', 'octa', 'softbox', '120', 'cm', 'diamet', 'taken', 'hasselblad', 'h6d', 'sensorgrã¶ss', '53', '4', '40', '100', 'mpx', 'len', '2', '8', '80', 'mm', '100', 'asa', 'resolut', '8k']"
newbies 143,1.01E+18,Israeli settlers in the courtyard of Al Aqsa Mosque  surrounded by Israeli soldiers  Palestinians shouting at the settlers  Sketch utra detailed Black and white inked  ,4/5/2023,"['settlers', 'courtyard', 'al', 'aqsa', 'mosque', 'surrounded', 'israeli', 'soldiers', 'palestinians', 'shouting', 'settlers', 'sketch', 'utra', 'detailed', 'black', 'inked']","['settlers', 'courtyard', 'aqsa', 'mosque', 'surrounded', 'soldiers', 'palestinians', 'shouting', 'settlers', 'sketch', 'inked']","['settler', 'courtyard', 'al', 'aqsa', 'mosqu', 'surround', 'isra', 'soldier', 'palestinian', 'shout', 'settler', 'sketch', 'utra', 'detail', 'black', 'ink']"
newbies 143,1.09E+18,riu negril sunset beach,4/5/2023,"['riu', 'sunset', 'beach']","['riu', 'sunset', 'beach']","['riu', 'sunset', 'beach']"
newbies 143,1.06E+18,high resolution interface  healthcare themed application interface  UI design  mobile app  iPhone  iOS  Apple Design Award  usability  single screen  flat colors  Helvetica  native app  design  user interface  Figma  Apple Store  Dribbble,4/5/2023,"['resolution', 'interface', 'healthcare', 'themed', 'application', 'interface', 'ui', 'design', 'mobile', 'app', 'iphone', 'ios', 'apple', 'design', 'award', 'usability', 'screen', 'colors', 'helvetica', 'app', 'design', 'interface', 'figma', 'apple', 'store', 'dribbble']","['resolution', 'interface', 'healthcare', 'themed', 'application', 'interface', 'design', 'app', 'iphone', 'ios', 'apple', 'design', 'award', 'usability', 'screen', 'colors', 'helvetica', 'design', 'interface', 'figma', 'apple', 'store']","['resolut', 'interfac', 'healthcar', 'theme', 'applic', 'interfac', 'ui', 'design', 'mobil', 'app', 'iphon', 'io', 'appl', 'design', 'award', 'usabl', 'screen', 'color', 'helvetica', 'app', 'design', 'interfac', 'figma', 'appl', 'store', 'dribbbl']"
newbies 143,3.54E+17,W shaped  flat  animated 2d Video Game controller  ,4/5/2023,"['w', 'shaped', 'animated', '2d', 'video', 'game', 'controller']","['w', 'shaped', 'animated', '2d', 'video', 'game', 'controller']","['w', 'shape', 'anim', '2d', 'video', 'game', 'control']"
newbies 173,8.64E+17,modern  pop art  simple  silhouette  graphic design  splatters  kids spray painting beautiful art piece on the side of a car,4/5/2023,"['pop', 'art', 'simple', 'silhouette', 'design', 'splatters', 'kids', 'spray', 'painting', 'art', 'piece', 'side', 'car']","['art', 'silhouette', 'design', 'splatters', 'kids', 'spray', 'painting', 'art', 'piece', 'side', 'car']","['pop', 'art', 'simpl', 'silhouett', 'design', 'splatter', 'kid', 'spray', 'paint', 'art', 'piec', 'side', 'car']"
newbies 173,2.73E+17,Mapuche woman performing a dance on the banks of a river at dawn and a lot of nature  realistic  4k  ,4/5/2023,"['mapuche', 'woman', 'performing', 'dance', 'banks', 'river', 'dawn', 'lot', 'nature', '4k']","['mapuche', 'woman', 'performing', 'dance', 'banks', 'river', 'dawn', 'lot', 'nature', '4k']","['mapuch', 'woman', 'perform', 'danc', 'bank', 'river', 'dawn', 'lot', 'natur', '4k']"
newbies 173,9.54E+17,Roberson Family Farms logo with horses,4/5/2023,"['roberson', 'family', 'farms', 'logo', 'horses']","['roberson', 'family', 'farms', 'logo', 'horses']","['roberson', 'famili', 'farm', 'logo', 'hors']"
newbies 173,9.36E+17,1900s young man  western  black long hair ponytail  tan skin  green eyes  scar on the left cheek  black full beard  black shirt  dark brown vest  black jacket  black cowboy hat  gunslinger  8k,4/5/2023,"['1900s', 'man', 'hair', 'ponytail', 'tan', 'skin', 'eyes', 'scar', 'left', 'beard', 'shirt', 'jacket', 'cowboy', 'hat', 'gunslinger', '8k']","['1900s', 'man', 'hair', 'tan', 'eyes', 'scar', 'left', 'shirt', 'jacket', 'cowboy', 'hat', 'gunslinger', '8k']","['1900', 'man', 'hair', 'ponytail', 'tan', 'skin', 'eye', 'scar', 'left', 'beard', 'shirt', 'jacket', 'cowboy', 'hat', 'gunsling', '8k']"
newbies 3,9.96E+17,A landscape with portals to other worlds  where events other than this world occurred  represented in the form of a photograph  Inspired by photographer Ansel Adams  the scene captures glowing portals in a mountainous landscape with a 35mm lens  The color temperature is cool  with blue and green tones that highlight the mystical nature of the portals  There are no facial expressions in the image  The lighting is soft and comes from the portals  creating a mysterious and enveloping atmosphere ,4/5/2023,"['landscape', 'portals', 'worlds', 'events', 'world', 'occurred', 'represented', 'form', 'photograph', 'inspired', 'photographer', 'ansel', 'adams', 'scene', 'captures', 'glowing', 'portals', 'landscape', '35mm', 'lens', 'color', 'temperature', 'tones', 'highlight', 'nature', 'portals', 'expressions', 'image', 'lighting', 'comes', 'portals', 'creating', 'enveloping', 'atmosphere']","['landscape', 'portals', 'worlds', 'events', 'world', 'occurred', 'form', 'photograph', 'inspired', 'ansel', 'adams', 'scene', 'captures', 'glowing', 'portals', 'landscape', '35mm', 'lens', 'temperature', 'tones', 'highlight', 'portals', 'expressions', 'image', 'lighting', 'comes', 'portals', 'creating', 'enveloping', 'atmosphere']","['landscap', 'portal', 'world', 'event', 'world', 'occur', 'repres', 'form', 'photograph', 'inspir', 'photograph', 'ansel', 'adam', 'scene', 'captur', 'glow', 'portal', 'landscap', '35mm', 'len', 'color', 'temperatur', 'tone', 'highlight', 'natur', 'portal', 'express', 'imag', 'light', 'come', 'portal', 'creat', 'envelop', 'atmospher']"
newbies 3,7.62E+17,Giorgia Meloni and Elly Schlein smoking weed at a party  8k  realistic,4/5/2023,"['giorgia', 'meloni', 'elly', 'schlein', 'smoking', 'weed', 'party', '8k']","['giorgia', 'meloni', 'elly', 'smoking', 'weed', 'party', '8k']","['giorgia', 'meloni', 'elli', 'schlein', 'smoke', 'weed', 'parti', '8k']"
newbies 3,9.36E+17,Hippie Artists Hippie artists in Galata creating paintings  handmade ceramics  and unique art pieces  adding color to Istanbuls streets    Hippie Girls wear swimwear  ,4/5/2023,"['hippie', 'artists', 'hippie', 'artists', 'galata', 'creating', 'paintings', 'handmade', 'ceramics', 'art', 'pieces', 'adding', 'color', 'istanbuls', 'streets', 'hippie', 'girls', 'wear']","['hippie', 'artists', 'hippie', 'artists', 'galata', 'creating', 'paintings', 'handmade', 'ceramics', 'art', 'pieces', 'adding', 'color', 'streets', 'hippie', 'girls', 'wear']","['hippi', 'artist', 'hippi', 'artist', 'galata', 'creat', 'paint', 'handmad', 'ceram', 'art', 'piec', 'ad', 'color', 'istanbul', 'street', 'hippi', 'girl', 'wear']"
newbies 3,2.70E+17,Dark siren  full body  Pale skin  Angry  Soft features  long black hair  Gold crown  Full body  Black scales on body  Golden eyes  Trident in hand  Waves  Dark makeup  Dark ambience  Underwater  Flowing hair  Ocean city background  Ocean background with fish  Atlantis  Hyperrealistic details,4/5/2023,"['dark', 'siren', 'body', 'pale', 'skin', 'angry', 'soft', 'features', 'hair', 'gold', 'crown', 'full', 'body', 'black', 'scales', 'body', 'golden', 'eyes', 'trident', 'hand', 'waves', 'dark', 'makeup', 'dark', 'ambience', 'underwater', 'flowing', 'hair', 'ocean', 'city', 'background', 'ocean', 'background', 'atlantis', 'hyperrealistic', 'details']","['siren', 'body', 'features', 'hair', 'body', 'scales', 'body', 'eyes', 'hand', 'waves', 'dark', 'makeup', 'ambience', 'underwater', 'flowing', 'city', 'background', 'ocean', 'background', 'atlantis', 'hyperrealistic', 'details']","['dark', 'siren', 'bodi', 'pale', 'skin', 'angri', 'soft', 'featur', 'hair', 'gold', 'crown', 'full', 'bodi', 'black', 'scale', 'bodi', 'golden', 'eye', 'trident', 'hand', 'wave', 'dark', 'makeup', 'dark', 'ambienc', 'underwat', 'flow', 'hair', 'ocean', 'citi', 'background', 'ocean', 'background', 'atlanti', 'hyperrealist', 'detail']"
newbies 3,1.08E+18,kaleidoscope in purple  pink  light blue  lavender  yellow and peach,4/5/2023,"['kaleidoscope', 'pink', 'lavender', 'yellow', 'peach']","['kaleidoscope', 'pink', 'lavender', 'peach']","['kaleidoscop', 'pink', 'lavend', 'yellow', 'peach']"
newbies 3,1.09E+18,raining vivid glowing green smileys  night time,4/5/2023,"['raining', 'vivid', 'glowing', 'smileys', 'night', 'time']","['raining', 'vivid', 'glowing', 'smileys', 'night', 'time']","['rain', 'vivid', 'glow', 'smiley', 'night', 'time']"
newbies 3,7.16E+17,ultra detailed microtextured  with ornate golden spiral  elongated  feminine features  android  ghost in the shell styled by Faberge  standing in a pool of water  black stone  lush foliage  persimmon colored lotus  jewled chakras  photorealistic  waterfall cascading down behind her  mist in the air  smooth rock glistening wet  ,4/5/2023,"['detailed', 'microtextured', 'spiral', 'elongated', 'features', 'android', 'ghost', 'shell', 'styled', 'faberge', 'standing', 'pool', 'water', 'stone', 'foliage', 'persimmon', 'colored', 'lotus', 'jewled', 'chakras', 'waterfall', 'cascading', 'behind', 'mist', 'air', 'rock', 'glistening', 'wet']","['detailed', 'spiral', 'elongated', 'features', 'android', 'ghost', 'shell', 'styled', 'faberge', 'standing', 'pool', 'water', 'stone', 'foliage', 'persimmon', 'colored', 'lotus', 'jewled', 'chakras', 'waterfall', 'cascading', 'behind', 'air', 'rock', 'glistening', 'wet']","['detail', 'microtextur', 'spiral', 'elong', 'featur', 'android', 'ghost', 'shell', 'style', 'faberg', 'stand', 'pool', 'water', 'stone', 'foliag', 'persimmon', 'color', 'lotu', 'jewl', 'chakra', 'waterfal', 'cascad', 'behind', 'mist', 'air', 'rock', 'glisten', 'wet']"
newbies 3,1.09E+18,studio egg exploding  intense light  studio food photography  black background  ,4/5/2023,"['studio', 'egg', 'exploding', 'studio', 'food', 'photography', 'background']","['studio', 'egg', 'exploding', 'studio', 'food', 'photography', 'background']","['studio', 'egg', 'explod', 'studio', 'food', 'photographi', 'background']"
newbies 3,6.96E+17,formula 1 wallpaper lando norris smiling,4/5/2023,"['formula', '1', 'wallpaper', 'lando', 'norris', 'smiling']","['formula', '1', 'wallpaper', 'lando', 'norris', 'smiling']","['formula', '1', 'wallpap', 'lando', 'norri', 'smile']"
newbies 3,8.56E+17,A black wizard wirh dreadlocs spreading love to all living things,4/5/2023,"['wizard', 'wirh', 'dreadlocs', 'spreading', 'love', 'living', 'things']","['wizard', 'wirh', 'dreadlocs', 'spreading', 'love', 'living', 'things']","['wizard', 'wirh', 'dreadloc', 'spread', 'love', 'live', 'thing']"
newbies 3,1.09E+18,EXTERNALURL  large professional poker table with many hamburger shaped poker chips in the foreground  realistic  high definition  reality  realism  satisfaction  ostentation  poker  bottle of whiskey and women dancing in the background with nightclub lights  nightclub lighting  This captivating image is skillfully captured using a Nikon D850 DSLR camera with a versatile Nikkor 24 70mm f 2 8 lens  known for its exceptional sharpness and color rendition  The camera settings are carefully chosen to emphasize the subjects and the stunning backdrop an aperture of f 4 to balance the depth of field  an ISO sensitivity of 400 for optimal exposure  and a shutter speed of 1 125 sec to freeze the action  The composition benefits from the warm  natural light of the setting sun  which filters through the windows and bathes the office in a serene  golden glow  The marketing geeks and the analytical reports they are studying are in sharp focus  while the breathtaking view of Puget Sound and the Cascade Mountains serves as a striking yet subtly blurred backdrop  The image perfectly captures the dedication and passion of the marketing professionals  while simultaneously highlighting the beauty and grandeur of their surroundings   ,4/5/2023,"['externalurl', 'poker', 'table', 'hamburger', 'shaped', 'poker', 'chips', 'foreground', 'definition', 'reality', 'realism', 'satisfaction', 'ostentation', 'poker', 'bottle', 'whiskey', 'women', 'dancing', 'background', 'lights', 'nightclub', 'lighting', 'captivating', 'image', 'skillfully', 'captured', 'using', 'nikon', 'd850', 'dslr', 'camera', 'versatile', 'nikkor', '24', '70mm', 'f', '2', '8', 'lens', 'known', 'sharpness', 'color', 'rendition', 'camera', 'settings', 'carefully', 'chosen', 'emphasize', 'subjects', 'backdrop', 'aperture', 'f', '4', 'balance', 'depth', 'field', 'iso', 'sensitivity', '400', 'exposure', 'speed', '1', '125', 'sec', 'freeze', 'action', 'composition', 'benefits', 'light', 'setting', 'sun', 'filters', 'windows', 'bathes', 'office', 'glow', 'marketing', 'geeks', 'reports', 'studying', 'focus', 'breathtaking', 'view', 'puget', 'sound', 'cascade', 'mountains', 'serves', 'yet', 'subtly', 'blurred', 'backdrop', 'image', 'perfectly', 'captures', 'dedication', 'passion', 'marketing', 'professionals', 'simultaneously', 'highlighting', 'beauty', 'grandeur', 'surroundings']","['externalurl', 'poker', 'hamburger', 'shaped', 'chips', 'foreground', 'definition', 'reality', 'realism', 'satisfaction', 'ostentation', 'poker', 'bottle', 'women', 'dancing', 'background', 'lights', 'nightclub', 'lighting', 'captivating', 'image', 'skillfully', 'captured', 'using', 'd850', 'dslr', 'camera', 'versatile', 'nikkor', '24', '70mm', 'f', '2', '8', 'lens', 'known', 'color', 'rendition', 'camera', 'settings', 'carefully', 'chosen', 'subjects', 'aperture', 'f', '4', 'balance', 'depth', 'field', 'sensitivity', '400', 'exposure', 'speed', '1', '125', 'sec', 'freeze', 'action', 'composition', 'benefits', 'setting', 'filters', 'windows', 'bathes', 'office', 'glow', 'marketing', 'geeks', 'reports', 'studying', 'focus', 'breathtaking', 'view', 'puget', 'sound', 'cascade', 'mountains', 'serves', 'yet', 'subtly', 'blurred', 'backdrop', 'image', 'perfectly', 'captures', 'dedication', 'passion', 'marketing', 'professionals', 'simultaneously', 'highlighting', 'beauty', 'grandeur', 'surroundings']","['externalurl', 'poker', 'tabl', 'hamburg', 'shape', 'poker', 'chip', 'foreground', 'definit', 'realiti', 'realism', 'satisfact', 'ostent', 'poker', 'bottl', 'whiskey', 'women', 'danc', 'background', 'light', 'nightclub', 'light', 'captiv', 'imag', 'skill', 'captur', 'use', 'nikon', 'd850', 'dslr', 'camera', 'versatil', 'nikkor', '24', '70mm', 'f', '2', '8', 'len', 'known', 'sharp', 'color', 'rendit', 'camera', 'set', 'care', 'chosen', 'emphas', 'subject', 'backdrop', 'apertur', 'f', '4', 'balanc', 'depth', 'field', 'iso', 'sensit', '400', 'exposur', 'speed', '1', '125', 'sec', 'freez', 'action', 'composit', 'benefit', 'light', 'set', 'sun', 'filter', 'window', 'bath', 'offic', 'glow', 'market', 'geek', 'report', 'studi', 'focu', 'breathtak', 'view', 'puget', 'sound', 'cascad', 'mountain', 'serv', 'yet', 'subtli', 'blur', 'backdrop', 'imag', 'perfectli', 'captur', 'dedic', 'passion', 'market', 'profession', 'simultan', 'highlight', 'beauti', 'grandeur', 'surround']"
newbies 3,3.94E+17,octopus tentacles strangling a soccer ball  spooky  mysterious  deap sea  cinematic  science fiction illustrations   ,4/5/2023,"['octopus', 'tentacles', 'strangling', 'soccer', 'ball', 'spooky', 'deap', 'sea', 'science', 'fiction', 'illustrations']","['octopus', 'tentacles', 'strangling', 'soccer', 'ball', 'spooky', 'deap', 'sea', 'science', 'fiction', 'illustrations']","['octopu', 'tentacl', 'strangl', 'soccer', 'ball', 'spooki', 'deap', 'sea', 'scienc', 'fiction', 'illustr']"
newbies 3,1.02E+18,A low poly style model of a solar car for long range travel in a real deserts  plastic texture  bright scene  blur environment  highly detailed,4/5/2023,"['poly', 'style', 'model', 'car', 'range', 'travel', 'deserts', 'plastic', 'texture', 'scene', 'blur', 'environment', 'highly', 'detailed']","['style', 'model', 'car', 'range', 'travel', 'deserts', 'texture', 'scene', 'blur', 'environment', 'highly', 'detailed']","['poli', 'style', 'model', 'car', 'rang', 'travel', 'desert', 'plastic', 'textur', 'scene', 'blur', 'environ', 'highli', 'detail']"
newbies 33,1.05E+18,people dancing on a festival realistic in tulum at full moon burning man clothes,4/5/2023,"['people', 'dancing', 'realistic', 'tulum', 'moon', 'burning', 'man', 'clothes']","['people', 'dancing', 'tulum', 'moon', 'burning', 'man', 'clothes']","['peopl', 'danc', 'realist', 'tulum', 'moon', 'burn', 'man', 'cloth']"
newbies 33,1.09E+18,flying squirrels flying in a living room and coming directly at the camera  High quality extremely detailed background 1600K photographs  ,4/5/2023,"['flying', 'squirrels', 'flying', 'living', 'room', 'coming', 'directly', 'camera', 'high', 'quality', 'extremely', 'background', '1600k', 'photographs']","['flying', 'squirrels', 'flying', 'room', 'coming', 'directly', 'camera', 'quality', 'extremely', 'background', '1600k', 'photographs']","['fli', 'squirrel', 'fli', 'live', 'room', 'come', 'directli', 'camera', 'high', 'qualiti', 'extrem', 'background', '1600k', 'photograph']"
newbies 33,1.09E+18,Sir John Everett Millais  Ophelia  chubby asian woman laying horizontal in water like Ophelia  wild flowers  Cinematic  35mm lens  f 1 8  accent lighting  global illumination  ,4/5/2023,"['sir', 'john', 'everett', 'millais', 'ophelia', 'chubby', 'woman', 'laying', 'horizontal', 'water', 'like', 'ophelia', 'flowers', '35mm', 'lens', 'f', '1', '8', 'accent', 'lighting', 'illumination']","['sir', 'john', 'everett', 'millais', 'ophelia', 'chubby', 'woman', 'laying', 'water', 'like', 'flowers', '35mm', 'lens', 'f', '1', '8', 'accent', 'lighting', 'illumination']","['sir', 'john', 'everett', 'millai', 'ophelia', 'chubbi', 'woman', 'lay', 'horizont', 'water', 'like', 'ophelia', 'flower', '35mm', 'len', 'f', '1', '8', 'accent', 'light', 'illumin']"
newbies 33,2.74E+17,Happy stagehands in backstage with saftey helmet  stock image HD,4/5/2023,"['stagehands', 'backstage', 'helmet', 'stock', 'image', 'hd']","['stagehands', 'backstage', 'stock', 'image', 'hd']","['stagehand', 'backstag', 'helmet', 'stock', 'imag', 'hd']"
