Channel,User Id,Prompt,Timestamp
newbies-43,1.09E+18,Angelina Jolie body colorful,2023-04-28T23:29:26.906000+00:00
newbies-73,1.09E+18,https://cdn.discordapp.com/ephemeral-attachments/1062880104792997970/1101653529145397379/hotel18.jpg https://cdn.discordapp.com/ephemeral-attachments/1062880104792997970/1101653530445627473/hotel5.jpg https://cdn.discordapp.com/ephemeral-attachments/1062880104792997970/1101653531699712091/hotel17.jpeg https://cdn.discordapp.com/ephemeral-attachments/1062880104792997970/1101653533260005506/hotel3.jpg https://cdn.discordapp.com/ephemeral-attachments/1062880104792997970/1101653534535073843/hotel8.jpg,2023-04-28T23:37:51.816000+00:00
newbies-73,5.98E+17,"excited arabian male student walking in Futuristic College Hallway, Artificial Intelligence elements, futuristic scene. Large format photography, wide shot, 8x10, stunning light, film grain, hyperreal photorealism --v 5 --ar 16:9",2023-04-28T23:25:16.972000+00:00
newbies-73,1.05E+18,"abstract artwork that represents the emotions of distance, longing, and desire. Incorporate elements related to the winter season, such as snowflakes or icicles, which are mentioned in the lyrics of the song. Use colors that evoke emotions such as blue, which is often associated with feelings of sadness or loneliness. The artwork should convey a sense of intensity and passion, reflecting the intense emotions expressed in the lyrics of the song.",2023-04-28T23:31:57.558000+00:00
newbies-73,1.10E+18,"a baby version of Charles III sitting in front of a birthday cake with one candle, King of the United Kingdom, celebrating 1 year, Large format photography, wide shot, 8x10, stunning light, film grain, --v 5 --ar 16:9",2023-04-28T23:17:45.828000+00:00
newbies-73,8.96E+17,"a sphere composed of a steel mill factory, white background --v 5 --ar 16:9",2023-04-28T23:15:24.214000+00:00
newbies-26,7.89E+17,"all terrain vehicle with four set of tracks, cargo military vehicle, steampunk, white background --v 5",2023-04-28T23:24:57.492000+00:00
newbies-26,1.10E+18,abstract geometric scenic painting,2023-04-28T23:33:26.846000+00:00
newbies-26,6.13E+17,a steampunk call center,2023-04-28T23:37:42.202000+00:00
newbies-26,1.10E+18,a realistic smiling old nun peeking out of a half-open door in the dark in a wooden room with a egg in one hand --s 250 --q 0.5,2023-04-28T23:25:04.750000+00:00
newbies-26,5.53E+17,"colorful smoke, programming panda in headphones, white background --ar 16:9 --q 5",2023-04-28T23:26:12.220000+00:00
newbies-26,8.53E+17,cool Japanese samurai sketch black and white iPhone background,2023-04-28T23:36:32.517000+00:00
newbies-26,7.59E+17,"wedding cake, realistic, lemon cake, chiffon icing, real lemons, cherries, blue berry, 3 tier, in the rain forest, extra decadent",2023-04-28T23:24:59.896000+00:00
newbies-26,1.07E+18,a playstation 5 attached to a cyberpower computer in a futuristic game setup --q 1 --v 5 --s 50,2023-04-28T23:36:30.101000+00:00
newbies-26,6.94E+17,cover for ebook with a guy with a book with money on the background and family friendly face,2023-04-28T23:25:55.272000+00:00
newbies-56,7.22E+17,fantastical fantasy reimagining of gigantic norwegian fjord during viking golden age --ar 16:9 --niji 5,2023-04-28T23:38:58.423000+00:00
newbies-56,1.09E+18,"A realistic photo of Gal Gadot as the Wonder Woman surfing in Hawaii, --v 5",2023-04-28T23:25:07.767000+00:00
newbies-56,1.03E+18,"imagine/ warrior becoming a lion, on a dark dystopian battlefield, with the word Transform, Shot on 25mm lens, Depth of Field, Tilt Blur, Shutter Speed 1/1000, F/22, White Balance, 32k, Super-Resolution, Pro Photo RGB, Half rear Lighting, Backlight, Dramatic Lighting, Incandescent, Soft Lighting, Volumetric, Conte-Jour, Global Illumination, Screen Space Global Illumination, Scattering, Shadows, Rough, Shimmering, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ambient Occlusion, Anti-Aliasing, FKAA, TXAA, RTX, SSAO, OpenGL-Shader’s, Post Processing, Post-Production, Cell Shading, Tone Mapping, CGI, VFX, SFX, insanely detailed and intricate, hyper maximalist, elegant, dynamic pose, photography, volumetric, ultra-detailed, intricate details, super detailed, ambient –uplight",2023-04-28T23:14:57.203000+00:00
newbies-56,1.07E+18,Istanbul night Salvador Dali style,2023-04-28T23:14:58.017000+00:00
newbies-56,7.44E+17,"65 year old man, big ears, brown suit and plaid shirt underneath 70s, jeans, leather hat, sitting in a rocking chair, farm --v 5 --s 250",2023-04-28T23:17:15.585000+00:00
newbies-56,3.48E+17,"Mystic elephant in sensory space. The ether has a dark, violet glow, the sky has projections of sea-life and hyperspace, it is energetic, relaxing and atmospheric. The environment is lit by glowing stalagmites. There is mist in the air. Realistic, cinematic, Cinematic, Photoshoot, Shot on 25mm lens, Depth of Field, Tilt Blur, Shutter Speed 1/1000, F/22, White Balance, 32k, Super-Resolution, Pro Photo RGB, Half rear Lighting, Backlight, Dramatic Lighting, Incandescent, Soft Lighting, Volumetric, Conte-Jour, Global Illumination, Screen Space Global Illumination, Scattering, Shadows, Rough, Shimmering, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ambient Occlusion, Anti-Aliasing, FKAA, TXAA, RTX, SSAO, OpenGL-Shader’s, Post Processing, Post-Production, Cell Shading, Tone Mapping, CGI, VFX, SFX, insanely detailed and intricate, hyper maximalist, elegant, dynamic pose, photography, volumetric, ultra-detailed, intricate details, super detailed, ambient –uplight",2023-04-28T23:16:09.367000+00:00
newbies-56,9.93E+17,"Character concept sketch, super cute little girl with long hair lying on giant sunflower plant, sketch design, looking at viewer, heavy lines, floral background with cute deers, soft yellow tones, delicate details , cartoon style --niji 5",2023-04-28T23:17:24.660000+00:00
newbies-56,1.09E+18,"A london black taxi cab drives across Westminster bridge with Big Ben behind. Red light glows from inside the taxi. The headlights on the taxi are on and shine through the mist and the rain, it’s night time. The taxi drives towards the camera. The sky is stormy and apocalyptic. The hand of a huge demon claw reaches out of the sky towards the taxi, trying to grab it. Dynamic, action, psychedelic colours, Stephen king, stranger things Thriller, cinematic lighting. Photo realistic, backlight, arri camera, movie lenses. colourful, in the the style of a Drew Struzan.",2023-04-28T23:17:19.583000+00:00
newbies-56,7.77E+17,"train, mushroom design, driving through wild flower field, under moon, fairy lights",2023-04-28T23:15:14.692000+00:00
newbies-56,7.59E+17,"train made out of wild flowers, driving through a mushroom garden, under the moon, fairy lights, 4k,",2023-04-28T23:15:25.352000+00:00
newbies-86,1.09E+18,"with bleu background, young girl with saber and sword, moonlight, in the style of realistic and hyper-detailed renderings, we see the beautiful and gentle Moon Goddess Change sitting on the moon, wearing headphones and listening to music, transfixing marine scenes, dolly kei, dark beige and navy, dragoncore, realistic figures, close up --ar 16:9 --niji 5 --style expressive --s 180",2023-04-28T23:32:03.295000+00:00
newbies-86,1.10E+18,"United Nations General Assembly, Chaos, smoke, photography, shot from above, gremlins invading, everybody smiles but is feeling pain",2023-04-28T23:23:55.775000+00:00
newbies-86,1.08E+18,logo for a Bubble tea shop in Black 2d Combined with a bonsai tree .,2023-04-28T23:28:19.426000+00:00
newbies-86,3.45E+17,"Set design for mesmerising and mysterious fashion photography in the style of rick owens, the space is foggy and cold, low-temperature artificial lighting only, a lot of ropes made of different kind of fabrics and long pieces of fabric hanging down from the ceiling to the floor, a model is standing in the middle of the set but the model is covered up by transparent fabric and fog. shot with hasselblad 500C",2023-04-28T23:25:13.720000+00:00
newbies-86,9.05E+17,"forest littered with animal bones, animal skulls on the grass. Deer skull, rabbit skull, fox skull on the ground. Pieces of bones scattered around. Chaos, disarray. In N.C. Wyeth style. --ar 9:16",2023-04-28T23:21:25.259000+00:00
newbies-86,1.09E+18,"A realistic photo of Gülnezer Bextiyar, --v 5",2023-04-28T23:20:27.524000+00:00
newbies-113,7.01E+17,"in a fantaisy world of the illustration, half body, looking at the camera, a very smiling female Queen Goddess wearing a hat made of floral arrangment and a long elegant suit by Thierry Mugler uses a and a camera obscura, oil alcohol painting, sunshine background, SiFi movie, symbolism, sunrise, wide shot::3, --ar 9:16 --v 5",2023-04-29T00:12:00.962000+00:00
newbies-113,4.92E+17,"<https://s.mj.run/ITFvGlNhA-w> male elf, pointed ears, long black hair, blue eyes, dark background with blue aura",2023-04-28T23:56:36.572000+00:00
newbies-113,1.01E+18,consequences,2023-04-29T00:15:52.640000+00:00
newbies-113,9.52E+17,"In the image, we can see a worker wearing work clothes and personal protective equipment such as a helmet, safety glasses, gloves, and safety boots. He is working on a construction site or a similar location and can be seen carrying out his tasks with caution and following the corresponding safety rules. For example, he could be using tools and machinery safely, using ladders or scaffolding correctly, and following safety signs and warnings in the workplace. He could also be working as part of a team with other workers, communicating and coordinating effectively to avoid accidents and injuries. In summary, the image reflects a safe and protected work environment, where workers are taking measures to protect themselves and their colleagues while carrying out their tasks. --v 5",2023-04-29T00:19:18.772000+00:00
newbies-113,7.01E+17,people hugging family home love people god trust feel fire place cabin --q 2 --v 5,2023-04-28T23:56:35.621000+00:00
newbies-113,6.12E+17,keanu reeves with the illuminati --v 5,2023-04-29T00:11:36.270000+00:00
newbies-113,1.10E+18,1960s french girl in long skirt and new balance 574 shoes,2023-04-29T00:08:59.694000+00:00
newbies-113,1.10E+18,leg tattoo sleeve ideas,2023-04-29T00:06:03.565000+00:00
newbies-113,5.94E+17,ultra realistic portrait of hellboy combined with elton john in drag,2023-04-29T00:06:07.969000+00:00
newbies-113,7.31E+17,sound panel block geometric rectangles multi grey tone pattern,2023-04-28T23:58:45.092000+00:00
newbies-113,5.44E+17,"kelly clarkson and fantasia barrino, singing a duet, rainbow lighting in the background",2023-04-29T00:01:28.459000+00:00
newbies-113,7.03E+17,"Frutiger Aero, Jelly, Translucent, Realistic, Water filled, Light blue gradient, Letter N",2023-04-28T23:58:21.840000+00:00
newbies-113,7.23E+17,"<https://s.mj.run/V5YnGpHQUNc> flower with cartoon face simple illustration, no shading, fun --v 5 --s 250",2023-04-28T23:55:51.229000+00:00
newbies-143,2.27E+17,"A BirdS Eye View Of an evergreen Forest, Naturalism, Anamorphic Widescreen, set in Michigan",2023-04-28T23:56:14.635000+00:00
newbies-143,1.10E+18,<https://s.mj.run/X6moGxTcEUQ> japanese traditional tattoo Yakuza ninja samurai warrior style high details photorealistic 32k,2023-04-29T00:14:32.186000+00:00
newbies-143,1.09E+18,a simple logo to reflect elaborate futures,2023-04-29T00:14:57.393000+00:00
newbies-143,1.01E+18,"Colouring page for kids, a waddling penguin, cartoon style, low detail, no shading, no colour ar9:",2023-04-29T00:09:41.543000+00:00
newbies-143,1.08E+18,"two love birds sitting on a tree branch, clipart, white background",2023-04-28T23:54:26.131000+00:00
newbies-143,1.06E+18,a strong looking red cardinal wearing adventure clothing standing on a tree branch drawn in realistic 3D cartoon with an ominous background. highly detailed,2023-04-28T23:51:36.045000+00:00
newbies-143,3.13E+17,"full body wide shot of a possessed goth metalhead girl with long black hair crawling on the ceiling while screaming and contorting, horror, film grain, cinematic composition, horror colorgrading --ar 16:9",2023-04-28T23:52:42.633000+00:00
newbies-173,5.94E+17,"ultra realistic portrait of a demon alden ehrenreich, with ornamental horns and dressed in drag",2023-04-29T00:09:46.655000+00:00
newbies-173,1.02E+18,"girl in spaceship, windows to space, 4k, reflection, realistic, octane render --ar 16:9",2023-04-28T23:38:54.615000+00:00
newbies-173,7.69E+17,stylish Bitcoin price chart,2023-04-28T23:35:47.892000+00:00
newbies-173,3.88E+17,Long magicial broom from the world of harry potter for viking in black and red colors.,2023-04-28T23:34:44.079000+00:00
newbies-173,1.07E+18,ancient warriors enetering a historical gate in the desert with horses and camels,2023-04-28T23:35:48.378000+00:00
newbies-3,1.07E+18,"Draw a waste can with a thick fountain pen and fill it with dark colors to accentuate its details. Use recycled cans such as food cans or recycled paper cans and cut them to form the letters R, E, C, Y, C, L, E. Arrange the letters so that they form the word RECYCLE at the top of the box and paste them. USE CAPITAL LETTERS TO WRITE THE SENTENCE USE NEW THINK IN A COMPOUND MANNER AND AT THE BOTTOM OF THE BOX. Add some decorative details on the case or around the letters to give a beautiful and artistic touch to the finished work. --v 5 --q 2",2023-04-29T00:20:02.426000+00:00
newbies-3,8.00E+17,"<https://s.mj.run/f5FLoTnoUZo>, realistic 3d model, brian froud realistic 3d illustration",2023-04-29T00:17:12.355000+00:00
newbies-3,1.10E+18,"BLACK WOMAN, IN HER THIRTIES, IN A BED OF SUNFLOWERS WITH A CONFIDENT LOOK ON HER FACE",2023-04-29T00:16:51.180000+00:00
newbies-3,9.30E+17,"india, shopping bag, illustration, art, jeremy fish style ar, bold, colorful --v 5 --s 250",2023-04-29T00:15:48.619000+00:00
newbies-3,8.13E+17,pipil child in chibi style drawing,2023-04-29T00:08:09.105000+00:00
newbies-3,6.45E+17,"RealisticPark, meadow,GoodWeather,WarmBrightSunset,VividMagentaCherryBlossoms,CloseBranchesOverhanging,CloseCloseTrees,IndividualFlowers",2023-04-29T00:06:57.792000+00:00
newbies-3,1.10E+18,"A side view, at night, in a cozy childrens room, a cute 3-year-old white girl is lying on her back sleeping soundly under the quilt. She has fair skin, golden hair, and a round face. Theres a small bedside lamp on the nightstand next to the bed, emitting warm light. Beside the lamp sits a childs alarm clock, best quality, SLR camera, 8K, --ar 1:1 --v 5",2023-04-29T00:10:52.112000+00:00
newbies-3,4.90E+17,"a fantastical scene of a bible in a whimsical nature setting with vibrant colors, Mirrorless, 35mm prime lens, early morning, Soft, cold lighting with warm colors, N/A (digital). Hyper realistic picture, 4k, lot of details: --ar 16:9 --v 5",2023-04-29T00:06:33.199000+00:00
newbies-33,1.10E+18,"part sonic the hedgehog, part charizard, sticker,",2023-04-29T00:10:52.740000+00:00
newbies-33,1.09E+18,trans doughnut,2023-04-29T00:06:22.056000+00:00
newbies-33,1.10E+18,"a big white sprinkle fluffy donut a white backround, facing upwards,--ar 16:9 --v 5",2023-04-29T00:06:14.824000+00:00
newbies-33,6.68E+17,create a unique buisness logo with the words gorilla bag,2023-04-29T00:19:04.697000+00:00
newbies-33,7.04E+17,"this is a photograph of a clear blue sunrise, a few thin white wispy clouds, soft pastel colors, subtle nd beautiful",2023-04-29T00:14:16.246000+00:00
newbies-33,7.19E+17,akira in lv anime style,2023-04-29T00:17:19.140000+00:00
newbies-33,8.69E+17,rough pencil sketch of Homer Simpson vacuum cleaning white background - - v 5,2023-04-29T00:06:42.542000+00:00
newbies-63,8.91E+17,a Golden Luger in a wooden chest photorealistic,2023-04-29T00:12:35.646000+00:00
newbies-63,7.93E+17,"Create a highly detailed and captivating 3D clay illustration of a futuristic factory situated on the Moons surface, with the primary color palette consisting of white and a vibrant green (#00d563). The central focus of the illustration should be a sophisticated and technologically advanced treadmill system that is responsible for the production and packaging of Bitcoin miners. Illustrate astronauts working in harmony with the factory, utilizing the same color scheme to maintain visual coherence. Incorporate realistic textures, dynamic lighting, and intricate details to evoke a sense of innovation and progress. Ensure that the illustration seamlessly integrates with a modern websites hero section, emphasizing the limitless potential of human ingenuity and the exciting future of technology.",2023-04-29T00:02:40.293000+00:00
newbies-63,3.00E+17,"heroforge female tiefling sorcerer, pink skin, black eyes, white long hair, bright purple robe, laughing, casting a colorful spell --v 5 --ar 9:16 --q 2 --s 125",2023-04-28T23:14:22.328000+00:00
newbies-63,4.99E+17,rebel action fantasy lightworker character nebula,2023-04-28T23:17:38.903000+00:00
newbies-93,1.10E+18,"a male and female twin boy and girl on board a sci-fi bioship, , painted by yigal ozeri, very realisitic, very intircate, also influenced by hans bellmer, --q 2 --v 5 --s 250",2023-04-29T00:06:47.663000+00:00
newbies-93,1.10E+18,"watercolor anatomy diagram labeling each piece of armor including full armor of God, belt of truth, metal chestcovering of righteousness, shoes of the gospel of peace, shield of faith, helmet of salvation, sword of the spirit --v 5",2023-04-28T22:54:25.684000+00:00
newbies-17,1.03E+18,"Makoto Shinkais emerald gemstone fairy girl,goes inside emerald gemstone,lots of floating emerald crystals,clothes are translucent emerald color,green,full body,cute chibi style,--v 4 --v 5",2023-04-29T00:16:59.598000+00:00
newbies-17,7.02E+17,Fat Mike from NOFX with blue hair manically force feeding himself handfuls of hot dogs,2023-04-28T23:45:59.559000+00:00
newbies-17,1.09E+18,<https://s.mj.run/_-azrB-cGYw> same boy with a challenging look on his face,2023-04-28T23:43:38.225000+00:00
newbies-17,1.09E+18,"featuring a diverse group of people enjoying a traditional Matsuri with colorful decorations, lively performances, and street food stalls, showcasing the welcoming and inclusive atmosphere of the event. --ar 16:9 --v 5",2023-04-28T23:46:47.197000+00:00
newbies-17,7.68E+17,a coffe cup that is black with a croisant on the side.,2023-04-28T23:46:04.641000+00:00
newbies-47,1.10E+18,<https://s.mj.run/UTVCgC2lTTE> on a traditional market,2023-04-29T00:07:08.508000+00:00
newbies-47,9.58E+17,<https://s.mj.run/rvNf-QbLWZI> mushroom,2023-04-29T00:12:17.941000+00:00
newbies-47,7.86E+17,<https://s.mj.run/mKxwN7wmXBE> place the subject in a Greek meadow photo realistic,2023-04-29T00:16:24.361000+00:00
newbies-47,7.65E+17,"gorgeous curly-haired woman wearing a sweater with colorful hand-embroidered flowers, photography, high definition, focused image, high quality, Wes Anderson style",2023-04-29T00:13:02.789000+00:00
newbies-47,4.32E+17,"a man walking behind his pet ankylosaurus on a leash through the jungle on a foreign planet, there is fog covering the ground. This hyper realistic photograph is shot on a Canon EOS R5 mirrorless camera, coupled with a Canon RF 24-105mm f/4L IS USM lens, renowned for its exceptional sharpness and color rendering capabilities with an aperture of f/4, ISO 400, and a shutter speed of 1/100 sec. This is an extremly high quality photograph, natural light, well lit, vivid, mock-up style, realism, high definition, cinematic, photography style, 8K, s 750, ar 9:16 <https://s.mj.run/_7puqxJ8qeA> --iw 0.65 --v 5",2023-04-29T00:17:46.506000+00:00
newbies-47,1.00E+18,"side view of alice, looking down, full body image, black and white coloring page, outline only <https://s.mj.run/1jl0SQHK8nc>",2023-04-29T00:09:22.502000+00:00
newbies-47,1.10E+18,"1990 screengrab of male model Superman wearing grotesque red leather suit, white button-up shirt, and slim black satin tie, fashion movie scene, Balenciaga commercial --ar 3:2 --v 5",2023-04-29T00:13:51.889000+00:00
newbies-47,1.10E+18,the person in the photo standing in the middle of a busy intersection in tokyo japan <https://s.mj.run/dI9wJMBs8zg>,2023-04-29T00:14:25.601000+00:00
newbies-47,7.32E+17,cartoon fish french fries realistic,2023-04-29T00:13:02.045000+00:00
newbies-47,1.10E+18,"3 chinese girls and 2 chinese guys in their mid 30s are doing fitness retreat on a rooftop at Mykonos island. with ocean as background and unlimited pool on the side. high resolution, high detail, intricate details, hyper quality, HDR, Phtorealistic, photography --ar 16:9 --v 5",2023-04-29T00:09:32.389000+00:00
newbies-47,9.69E+17,"Michael jackson wearing yemeni clothes ,Yemeni classic, fashion movie scene Balenciaga commercial --ar 3:2 --v 5",2023-04-29T00:07:43.959000+00:00
newbies-47,1.09E+18,"a life-like, human realistic depiction of what Mansa Musa (c. 1280-1337) looked like in real life in his 50. This hyper realistic photograph is shot on a Canon EOS R5 mirrorless camera, coupled with a Canon RF 24-105mm f/4L IS USM lens, renowned for its exceptional sharpness and color rendering capabilities with an aperture of f/4, ISO 400, and a shutter speed of 1/100 sec. This is an extremly high quality photograph, natural light, well lit, vivid, mock-up style, realism, high definition, cinematic, photography style, 8K, s 750, q2, v5, ar 9:16",2023-04-29T00:07:50.433000+00:00
newbies-77,1.09E+18,"shabby chic round frame, flowers, bird, Clipart. White background --v 5",2023-04-28T23:27:08.836000+00:00
newbies-77,1.06E+18,fireplace in a Devon home,2023-04-28T23:50:27.199000+00:00
newbies-77,1.09E+18,<https://s.mj.run/_-azrB-cGYw> same boy smiling,2023-04-28T23:39:50.717000+00:00
newbies-77,7.13E+17,fate stay night unlimited blade works archer,2023-04-28T23:27:10.124000+00:00
newbies-13,4.77E+17,"The dervish dancer spins slowly in the fog, his white robe billowing around him. The fog swirls around him, creating a sense of movement and mystery. The dancers face is serene, his eyes closed in concentration. He is lost in the dance, his movements fluid and graceful. The fog seems to lift and fall with his movements, creating a sense of ethereal beauty. The dancer is a lone figure in the fog, but he is not alone. The fog is his partner, and together they create a magical world.",2023-04-29T00:10:11.278000+00:00
newbies-13,1.10E+18,photography about kaja kallas,2023-04-28T23:59:35.454000+00:00
newbies-13,1.10E+18,"photo realistic, As the sun rises over the rolling hills of Pixieland, the animals of the community start their day. Squirrels scamper up trees, rabbits hop through fields, and hedgehogs scurry along the forest floor --ar 1:1",2023-04-29T00:12:45.380000+00:00
newbies-13,1.09E+18,"<https://s.mj.run/bRKJqNwGzyY> mangrooves along kelantan river in kota bharu kelantan, site plan, wooden walkway, biodiversity, OMA architecture,natural lighting, mir render, highly detailed, focused, HDR, UHD --ar 16:9 --v 5",2023-04-29T00:14:44.491000+00:00
newbies-13,9.17E+17,an arab doing pottery n :: Antiquity :: high définition --no electricity --ar 4:5 --stylize 900 --v 5 --s 250,2023-04-29T00:00:10.699000+00:00
newbies-13,6.81E+17,"<https://s.mj.run/iYAdnDR6Uvw> create this picture in unreal engine with a lot details, cyber punk style, high definition, add dramatic lights, add cinematic vibe, the undertone of the picture is pink and dark blue, the background is a dystopian world.",2023-04-29T00:05:37.197000+00:00
newbies-13,8.03E+17,oil painting of an african soldiers reading a tiny piece of paper in a dovecote with a pigeon :: Antiquity :: high définition --no electricity --ar 4:5 --stylize 900 --v 5 --s 250,2023-04-29T00:00:20.260000+00:00
newbies-43,9.66E+17,ursula the sea witch in an underwater fungus forest in the style of an etching,2023-04-29T00:19:57.797000+00:00
newbies-43,1.08E+18,the blue silhouette of a transparent cat sitting on a tree branch at night with a full moon in the background,2023-04-29T00:11:03.592000+00:00
newbies-43,1.09E+18,"<https://s.mj.run/YumGkfoKM2Y> take a picture on 34mm film of two women top models in this coat <https://s.mj.run/aV9BJPDXlZQ> in a smooth green color, with a relaxed expression looking at the camera, the women are in a green valley and in the background are the mountains, they have huge bouquets of beige flowers in their hands --v 5",2023-04-29T00:09:40.108000+00:00
newbies-43,1.09E+18,"painting of a surreal fantastic scene of a beautiful girl with blue hair, pre-raphaelite style, masterpiece, surrounded with a 3d paper cut art nouveau floral pattern that pops against the gradient background, vivid coral and pink gradient neons, vivid cyan, centered on the image, Shiny white Clouds, abstract, yellow and orange soft lights --v 5 --ar 4:5 --no photography --no realism",2023-04-29T00:10:27.226000+00:00
newbies-43,1.09E+18,merlina with IT the clown,2023-04-29T00:08:11.321000+00:00
newbies-43,1.01E+18,"ecstatic trippy 70s woman floating amoung glowing mushrooms in a spiral, dreamlike, lsd, vector art --ar 16:9 --v 5",2023-04-29T00:07:48.264000+00:00
newbies-43,1.10E+18,<https://s.mj.run/o9fAhDpcdAk> make the background ulrtra realistic and the indian head more human but still animated --s 250 --q 2,2023-04-29T00:17:53.327000+00:00
newbies-43,5.77E+17,"Cinematic still image of a scared rundown abandoned drive in Movie theater. Dark cars park around lot. Biker gangs. In the style of David Lynch. volumetric, photorealistic, ultra photoreal, ultra-detailed, intricate details, ambient occlusion, sherif, pixelart, volumetric. --ar 25:10 --s 999 --v 5",2023-04-29T00:17:45.292000+00:00
newbies-43,8.52E+17,"Imagine an avatar that features a crypto trading bot names flashbot, exploding into an array of vibrant colors. The medium should be an avatar, with a style that references crypto art moving through time, we amass data storage of unmatched computational capacity and street art. Utilize lighting that accentuates the vividness of the colors, with a bright and bold composition. Use a low-angle shot to capture the dynamic movement of the avatar, as it bursts into a kaleidoscope of colors.",2023-04-29T00:11:48.376000+00:00
newbies-43,7.24E+17,"1969 Mustang Fastback, cinematic shot, drone side view, inside a warehouse, sun reflecting from a window, --v 5 --s 750 --ar 3:2",2023-04-29T00:07:36.412000+00:00
newbies-43,1.10E+18,"a barren alien landscape with two men, both about 63, one with black hair, the other other with blonde hair, looking up towards a space craft hovering directly above them",2023-04-29T00:09:39.311000+00:00
newbies-73,5.98E+17,"a female 45 year old indonesian student with electronic keycard in her hand. Large format photography, wide shot, 8x10, stunning light, film grain, hyperreal photorealism --v 5 --ar 16:9",2023-04-29T00:18:11.107000+00:00
newbies-73,1.05E+18,"a young black woman 1960s Alabama, late 196ultra-realistic0 fashion style, ultra realistic, full tattoed arms, sharp detailed, 8k kodak portia 400, --v 5 --ar 9:16 --s 750",2023-04-28T23:52:57.863000+00:00
newbies-73,1.09E+18,<https://s.mj.run/AlGpclrlUSQ> <https://s.mj.run/923KpWAfFvw> <https://s.mj.run/rH-GF9U-oQI>,2023-04-28T23:55:02.602000+00:00
newbies-73,1.05E+18,"broken hard drawn. simple lines, few details. white background.",2023-04-29T00:02:40.584000+00:00
newbies-73,7.49E+17,Elecrician website layout for an Australian business,2023-04-28T23:58:54.519000+00:00
newbies-26,1.10E+18,ballerina girl for kids --tile --v 5,2023-04-29T00:08:10.399000+00:00
newbies-26,9.46E+17,devon rex cat playful gray big green eyes sunlight plants balcony photorealistic ar 16:10 ray tracing,2023-04-29T00:15:31.363000+00:00
newbies-26,1.10E+18,abstract geometric scenic painting nuetral colors --ar 3:4,2023-04-29T00:05:27.754000+00:00
newbies-26,1.10E+18,"Yoga, two women, pushing back, gentle, healing, smile, Japanese",2023-04-29T00:04:09.694000+00:00
newbies-26,1.00E+18,"a modern chair designed by a top architect. sophisticated, futuristic and modern in style, cool and dope style --ar 3:2 --v 5 --s 500",2023-04-29T00:08:56.526000+00:00
newbies-26,7.59E+17,"cyber punk style, female, dog, puddle reflection, deteriorate city, hd,hq,",2023-04-29T00:04:55.520000+00:00
newbies-56,1.06E+18,Michael Jordan dunking on Lebron James,2023-04-29T00:07:29.240000+00:00
newbies-56,7.59E+17,"whole body, flower fairy queen, in rain Forest",2023-04-29T00:14:58.302000+00:00
newbies-56,7.13E+17,"person meditating on a beautiful green golf course, deep relaxation, watercolor style",2023-04-29T00:02:38.785000+00:00
newbies-56,3.54E+17,"lebron james pixel art style, lakers, clean edges, white background",2023-04-28T23:56:30.984000+00:00
newbies-56,8.03E+17,"<https://s.mj.run/anKjsBr7bFc> cute, smiling girl holding flowers with one hand, rainbow hair, Pixar, Disney, movie theater lights, magic",2023-04-28T23:48:13.753000+00:00
newbies-56,1.09E+18,"A realistic photo of young Jennifer Connelly eating hot pot, front view, looking at the camera --v 5",2023-04-28T23:55:35.788000+00:00
newbies-86,1.09E+18,"A realistic photo of Megan Fox playing as the Wonder Woman, --v 5",2023-04-29T00:02:05.600000+00:00
newbies-86,7.59E+17,"female, early 30s, black hair, blue eyes, freckles, looking into the camera, light makeup, piercing,",2023-04-29T00:17:35.362000+00:00
newbies-86,1.09E+18,"ink painting, a beautiful girl basks in the moonlight, reminding us of the boundless beauty and mystery of the universe --ar 16:9 --niji 5 --style expressive --s 800",2023-04-28T23:42:14.604000+00:00
newbies-86,3.45E+17,"A set design designed by Olafur Eliasson for mysterious and primitive fashion photography in the style of rick owens, the space is foggy and cold, with artificial lighting only, the fabric is hanging down from the ceiling to the floor, a model is standing in the middle of the set, the model is covered up by fog, and the model’s face is covered with blue veil, afga vista 200, silhouette lighting --v 5",2023-04-29T00:16:31.340000+00:00
newbies-86,9.17E+17,Queen Bee Nails,2023-04-28T23:41:40.672000+00:00
newbies-86,9.78E+17,"serpent, barely visible in a dark red and black hue, geodesic",2023-04-28T23:45:11.103000+00:00
newbies-86,1.08E+18,"<https://s.mj.run/eaopDkAqT54> , i walk with doctor House in the Hospital , — v 4",2023-04-28T23:49:50.489000+00:00
newbies-86,4.05E+17,a logo for the Wild Rose Candle company with antlers and roses in the middle of the antlers,2023-04-28T23:57:57.544000+00:00
newbies-113,1.10E+18,green dragons flying,2023-04-29T00:49:13.176000+00:00
newbies-113,1.06E+18,an old creepy house that eats people as they walk in. The people inside scream with terror. --v 5 --s 250 --q 2,2023-04-29T00:45:07.280000+00:00
newbies-113,6.91E+17,Joe mama,2023-04-29T00:43:26.938000+00:00
newbies-113,1.07E+18,"white image for coloring book of floral yen and yang, vector image, coloring book style, simple --ar 8:11 --q 2 --s 750 --v 5",2023-04-29T00:46:53.699000+00:00
