Prompt,Dominant_Topic,Keywords
"cohousing development, sustainable design, with green shared space, hybrid housing types, different coloured brick facade, timber framing, child-friendly space, high definition",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
80s family photo -,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
Pikachu and Baby Pikachu are carrying lots of oranges -,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
Blade Runner but all the replicants are pizza -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
ExternalUrl  put music,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"fantasy, kids, 3 friend 1 woman 2 boys, reading nour magazine, white background",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
Design an M letter logo,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"fantasy kids, 3 friends 1 woman 2 boys Quest for the Lost Treasure ExternalUrl ",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
iron man terminator,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
european woman with flying clocks on the background with clouds oil painting,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"french country garden path, claude monet, dull colors, oil on canvas ar 32 -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Under the sky a endless grass. As the wind blows, the grass bends low, and the cattle and sheep come into view.",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"Create an image of a teddy bear that looks like a real stuffed animal. The bear should have light brown fur with darker shading on the paws and ears. It should be sitting on its haunches and have a friendly expression on its face. The bear should be around 30cm in height and should have a small, red heart stitched onto its chest. The bear should look soft and cuddly and should be the perfect size for a child to hold and hug.",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
This man ExternalUrl ast supper of Leonardo Da Vinci,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Chinese girls wearing ink painting short sleeve shorts pajamas, take in the sitting room, super quality -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Clay Thompson stood in front of the Buddha and realized the Tao, octane render 8k -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"band logo, based around roulette wheel",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Create an image of a teddy bear that looks like a real stuffed animal. The bear should have light brown fur with darker shading on the paws and ears. It should be sitting on its haunches and have a friendly expression on its face. The bear should be around 30cm in height and should have a small, red heart stitched onto its chest. The bear should look soft and cuddly and should be the perfect size for a child to hold and hug.",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
phone that can draw,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"pitch black night, the sun is starting to rise, in the style of Miro, in the style of Klee-v5 -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"desk in the police station with police attributes and two photos of the fugitive on a piece of paper, Realistis, cinematic, photography, natural skin, delicate, detailed, photo realistis, 4k, sci fi, -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a city built on the ceiling of a giant underground cave, the city buildings hang from the top of the ceiling -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"lake in the mountains, sailboat, trees on the shore, fjord, morning, pastel colors, in the style of Claude Monet. Painting, bright colors.",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A young lawyer in his black gown standing in front of an impressive court, with a small blue bird on his shoulder",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
Create a realistic drawing of a young princess in a circle on a white background -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  super hero, avatar, red colors, detailed",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
ExternalUrl  counter-strike character,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"russian german and ukrainian flag on the wall, logo -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"simple html newsletter with a coupon code, free to use on a platform",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
ExternalUrl  superhero -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
a turtle as a vector image wearing a turtle neck and holding a purse,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"blade runner city during night with heavy rainfall, aircrafts and neon light advertisements everywhere",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
blank logo with no words,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"Flying T-Rex skeleton, free wifi, radio tower, radio wave, old style, black and white, white back ground",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
Macro photography close-up view of an insect vivid colors sharp details natural environment dewdrops on their bodies intricate textures stunning patterns soft natural lighting high-resolution 4k image lifelike appearance captivating composition showcasing the beauty of the insect world perfect clear mantis,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
San Sebastiano painting in nowadays,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
simple to do list,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a blond woman of 13 years old with brown eyes, smiling, and cute -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"complex blown glass cavities, suspended ceiling installations, light immersive sculptures, -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"storyboard of a mature woman, in her bed drinking wine and doing some search in a Macbook, in the art style of Miho Harano, comic book drawing, illustration",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  , Disney Pixar cartoon, 3d art, light brown skin smiling 20 years old man, long dreadlocks hair, Thin eyebrows,single eyelids, thick lips, Small hazel eyes,wearing a light blue shirt outside, white T-shirt inside, edge lighting, soft focus, light background, contrast between light and dark, 3d,futuristic s 650 iw3 - q5 -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
a surrealist portrait in the style of Salvador Dali of Elijah Wood as Frodo Baggins chasing after a rigatoni pasta,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"Easter egg hunt in a magical garden, children dressed as fairies and elves, Easter bunny guide, whimsical and dreamy atmosphere, pastel colors, bokeh effect, soft lighting, ultra-realistic details, 8k resolution, art by Mary Blair and Brian Froud",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"ExternalUrl  ultra realistic, 4k, film still. Woman in pink bubble jacket, smiling, looking at phone, making instagram reel, background symmetrical, muted colors, light pink wall, style by wes anderson — ar 32 — seed 3000",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Lighthearted Global Marijuana March Tokyo poster, Asakusa district, lanterns, playful illustrations, vibrant colors, joyful, grid composition, soft glow -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"icon of a sparrow statuette, facing forward , UI for a fantasy RPG game -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
Peter H.Reynolds-style Hapiness Big tree in the meadow Picture book watercolor detail -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Create a minimalist t-shirt design for women who love yoga and meditation. Use a modern, script font to write inhale and exhale inside arrows that form a circle. The design should convey a calm and zen-like feeling. -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a 21 year old hot and cute woman with long blue liquid and translucent curly blue hair looking at the moon, full body, full character length, pointillist, 8k, vector art design, ultra detailed, award winning strokes, visionary strokes,art by Georges Pierre Seurat -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
The artistic picture of visual illusion composed of points and lines -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
Ichigo Kurosaki bleach 2D 4K cinematic light,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"As soon as you step into this YouTube studio, you feel like youve been transported into a sci-fi movie. The space is dominated by clean lines, geometric shapes, and sleek metallic surfaces, all illuminated by a soft, futuristic glow. The studio is designed to look like a high-tech laboratory, with various video and audio equipment arranged neatly in rows and columns.The centerpiece of the studio is a towering, curved LED screen that spans the entire length of the back wall. The screen is flanked by rows of LED lights that change color and intensity depending on the video being recorded. The floor is covered in a matte black material that contrasts sharply with the gleaming white walls, creating a striking visual effect.In one corner of the room, there is a large, circular desk with a built-in touch screen computer. The desk is surrounded by a ring of adjustable lights, allowing the host to customize the lighting for their videos. The desk is also equipped with a camera that can be controlled remotely, allowing for dynamic camera movements and angles.The studio is equipped with state-of-the-art video and audio equipment, including high-end cameras, microphones, and soundproofing materials. The cameras are mounted on adjustable arms that can be positioned anywhere in the room, providing maximum flexibility for different types of videos. -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"Astronaut, Enchanting, Cybergoth, Funky Seasons, ultra wide - angle, neon, CGsociety, 100mm, Installation, blotchy colors, Grandmillenial, lantern lighting, 8k look, -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"car wash bottle, meguiars, moncler look, black color, innovative, standing on a white porsche",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"Create a retro-style travel poster of a couple traveling through Esperance. The couple is standing on the beach at Twilight Cove, with the turquoise waters of Esperance in the background. The poster should have a bright and sunny feel, with a warm and inviting atmosphere. The retro style should be emphasized, with bold, vibrant colors and a hand-drawn appearance. The couple should be depicted in a classic 1950s style, with the man wearing a fedora hat and the woman wearing a polka-dot dress. The text on the poster should read Esperance - Discover the Beauty of the South. Use a resolution of 300dpi and an aspect ratio of 43. -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Gimli from lord of the rings holding an ax, blank colouring page, clipart, black and white -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"simple logo 2d vector, high-quality building materials, modern materials, innovative materials. Word MEGA. minimalistic font. modern font. arrow letter. white background",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"Daughter showing her drawing to father, father looking at drawing and nodding in approval, miniature, blurred background, 3d render, octane render, super detailed, ultra hd -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Teen guy exhausted in ancient Greek city, film texture, warm light, smoke, 8k -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"a lithograph of time square New York, 1944",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  , ExternalUrl rs , 2d , cartoon, logo",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl , iw 2 -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
ExternalUrl  ExternalUrl ,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a tribal organic temple in the forest, with a big head above representing the top of the temple",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"a tribal organic temple in the forest, with a big head above representing the top of the temple",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
bald head avatar with friendly face and the mixture of all races,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"oil painting, old man, tsarist uniform, weathered, long grey beard,",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
an web icon describe Intelligent work order review and approval. -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
lady in red -,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
attractive and inviting woman under the watterfall full body high detailed fine art photography -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Screengrab of Alyx Vance as a woman fashion model, wearing stylish jeans and a Balenciaga jacket, fashion movie, -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
pixie woman laying on park bench with feet resting on top. Anime -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
a man with a steel jaw. He has large intense eyes He is always ready for a fight. He is big and intimidating.,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"children playing field hockey, smiling, enjoying, cartoon",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"1. Creative design concept The designer designed the tea packaging in the shape of a tea leaf, which is very creative and interesting. 2. Simple design style The whole packaging design is very simple, with only a pattern of tea leaves and some text descriptions, but it is very attractive and attractive. 3. Exquisite detail processing The designer added some detail processing to the pattern of tea leaves, such as leaf veins and textures, making the entire packaging design more exquisite and real. 4. High-quality printing and material selection The designer chose high-quality printing and materials, which makes the texture of the tea packaging very good, and at the same time ensures the quality and taste of the tea. 5. Environmentally friendly design concept Tea packaging is made of recyclable materials, which conforms to the environmental design concept and meets the requirements of modern consumers for environmental protection. Studio lighting, contrast, high precision, photography, fine, glossy, high definition, 8K, realistic q 2 v 5 -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"pretty girls, on the beach tanning on the sun-bed, wearing slingshot swimsuits from below, side view, golden hour, National Geographic, shot on Agfa vista -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"ExternalUrl  , realistic, no faded edges, no loose hair strands. All black background. Clear contrast between wolf and background.",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
a lit sign the club in hua of a building,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"punk woman, Enchanting, Cybergoth, Funky Seasons, ultra wide - angle, neon, CGsociety, 100mm, Installation, blotchy colors, Grandmillenial, lantern lighting, 8k look, -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
Spiderman in a burger restaurant. Spiderman is sit on a table with an burger on the table. The restaurant is in 1960s style. Early morning time and a bit foggy. Hyper realistic and cinematic photography. Green blue background soft pastel atmosphere.Colorfull photography. Very realistic in the style of photographer Annie Leibovitz. -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
ExternalUrl  ExternalUrl ,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
image for conference the 15th of May Echange entre Ramon et Guibert with title how to stay in control of AI? here is an image of Ramon  ExternalUrl ,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"young ballerina (long brown hair) dancing, grand theatre, paris, realistic",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Sword fish jumping from a wave prepared to sword fight, stormy night, lightening streak across the sky.",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"ExternalUrl  same angle, same fish, koi pattern",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"photo of an apartment block from a close distance, giving perspective to other balconies 4K -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"An exquisite, black and white photograph of a beautifully crafted latte coffee drink, its delicate foam art masterfully contrasted against the dark surface of the coffee. The image exudes elegance and sophistication, capturing the timeless charm of a classic coffeehouse experience. The photograph is expertly taken using a vintage Leica M6 rangefinder camera, paired with a Leica Summicron 50mm f/2 lens, known for its impeccable sharpness and gorgeous bokeh. The choice of Ilford Delta 3200 film adds a rich, fine-grained texture and dramatic contrast that accentuates the details of the lattes foam art and the reflections on the coffees surface. The camera settings are thoughtfully chosen to emphasize the depth and atmosphere of the scene, with an aperture of f/2.8, a shutter speed of 1/60 sec, and the films native ISO of 3200. The composition is further enhanced by the soft, natural light filtering through the window, casting delicate shadows and highlights that accentuate the intricate details of the latte art and the steam rising from the coffee. -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Beautiful Butterfly POP MART IP, high detail, super quality, bright colors, The illustration should have a whimsical and adventurous feel, capturing the excitement, Disney style, fine gloss, 3D effect, OC effect, best quality, 8K, bright, front lighting, face shot, fine gloss, super detail",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"girls enjoying a burger and beer. warm light, 60 dinner. vintage",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
bold and simple poster design for mallmember,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"4 portraits of game characters director, engineer, purchaser, serviceman in cartoon style",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
ExternalUrl  cartoon,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"RPG character (animated sprite sheet)++, motion, different poses, walking -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
bold and simple poster design for a wildlife park,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
the last supper painting by leonardo da vinci in van gogh art style -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
retro film overlay filter texture -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
ExternalUrl  brighter,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl , this guy like terminator, photorealistic -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"modern cozy kitchen, real photo -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"clock in fornt of evil banks with cash falling, studio lighting, realistic, 18mm lens f8, kodak portra 800, 32k -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
retro poster for salesforce system launch,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
A Golf Tournament Flyer for Junior Achievements - Ironman Golf Championship Invitiation,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
10 years birthday party edtech space with cute robots yellow background excellent details 4k -,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
black lettering logo with a world of warcraft feral druid with cartoon style,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
a line drawing logo of an upside down skull with daisies growing out of it -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a techonlogy one pager with a motherboard as the background image. sections of text branch off from the center to talk about the SDK, Targeting, Creative Visuals, and Performance. The one-pager is sleek and comes off the page, not 2D.",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"A Filipino man stands proudly, holding a large balikbayan box in his hands. He has a friendly smile on his face, and his dark hair is neatly groomed. Hes wearing a casual outfit consisting of a simple white shirt and blue jeans. The balikbayan box is covered with various colorful stickers, indicating a long journey from overseas. Behind the man, theres a warm and welcoming Filipino home with wooden furniture and traditional decorations. The atmosphere is cozy and inviting, with soft, natural lighting streaming through the windows. hyperreal, octane render, hdr, 8K, realistic, depth of field, 50mm f2.8, high detail, emotion, cultural significance, warm tones, cinematic lighting, family-oriented scene, vibrant colors, textural details, and immersive environment.",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
retrofuturistic space rockets retrowave   clouds  pink color  -,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
Birds eye view of a Chinese painting of a Chinese Song Dynasty garden -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a 25 year old woman who has unlock mysterious powers that can change the world, Fingers5. 64k, no words, 8k, HD, cinematography, photorealistic, epic composition Unreal Engine, Cinematic, Color Grading, interesting angle, cinematic view, epic composition, Depth of Field, hyper-detailed, beautifully color-coded, insane details, intricate details, beautifully color graded, Unreal Engine, Cinematic, Color Grading, Editorial Photography, Photography, Photoshoot, Depth of Field, DOF, Tilt Blur, White Balance, 32k, Super-Resolution, Megapixel, ProPhoto RGB, VR, Halfrear Lighting, Backlight, Natural Lighting, Incandescent, Optical Fiber, Moody Lighting, Cinematic Lighting, Studio Lighting, Soft Lighting, Volumetric, Contre-Jour, Beautiful Lighting, Accent Lighting, Global Illumination, Screen Space Global Illumination, Ray Tracing Global Illumination, Optics, Scattering, Glowing, Shadows, Rough, Shimmering, Ray Tracing Reflections, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ray Traced, Ray Tracing Ambient Occlusion, Anti-Aliasing, FKAA, TXAA, RTX, SSAO, Shaders, OpenGL-Shaders, GLSL-Shaders, Post Processing, Post-Production, Cel Shading, Tone Mapping, CGI, VFX, SFX, insanely detailed and intricate, hypermaximalist, elegant, hyper realistic, super detailed, dynamic pose, photography, 8k,+photorealistic+unrealengine+Reytracing+detailed,8k,hdr, taken using a Canon EOS R3 camera with a 11mm f1.4 lens, f8.0 aperture, shutter speed 1/500s, ISO 400, hr -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"kids day, kids playing on a bouncy castle, amusement, stilt walk, sports ground in the background, cartoon style, 3x4, 4k,",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Landscape, low angle, Tom Hardy, ultra realistc, drssed in a three piece Hugo Boss, standing in front of London police car, daytime, award winning photo -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
an orchestra sitting outdoor in a greece island with an amazing sunset behind them by the sea -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
email footer easter theme minimalistic blue colors,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Ancient Chinese ultra-realistic CG rendering, with a creek, on the water town of Jiangnan, in the evening, Chinese architecture, maple trees with milky leaves, snow scenes, moon in the sky, HD -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"mountain in the background, a runner and a mountain bike, tattoo style, bold lines -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"I would like to create an artwork using DeepArt. Please provide me with a list of English keywords to capture the essence of the image. The image should feature a portrait of a man and a woman together. The man should be very handsome, resembling Xiao Zhan. The woman should be incredibly beautiful, with a high-bridged nose and long hair, similar to Dilireba. -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"little bunny in forest running, comicstyle",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"fantasy fashion style| full body shot, woman model| wartime conflict, poverty and struggle, african fabrics| Timor-Leste cultural fashion and aesthetics| bright yellow colors, sulfuric yellow| cat wave aesthetic, cats and cat imagery, surreal and nostalgic, somewhat musical vibe| tracksuits and athletic wear| photorealism, HD, 4K, hyperrealism",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"ExternalUrl  ExternalUrl  ExternalUrl  a photograph of a fat Bruno Stefanini with his collection in a pose thoughtful but determined , inside a bunker , you know something is about to happen , there is anticipation. its like a scene from a Hollywood movie , high production value , anthropomorphic lens glare -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"A group of friends huddled together for a wide-angle selfie photograph, showcasing the vibrant fashion of the 1960s. They wear colorful clothes compliant with the era. In the background, an urban park provides a natural setting filled with trees and a lively atmosphere. The image is filled with warm hues and the friends facial expressions reveal their excitement and camaraderie. The image is photorealistic, 16K, has natural lighting, and is taken with a front-facing phone selfie camera held by one of the persons in the photo5. -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"beautifully drawn text Start now, get perfect later",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Alkaline Spring Water glass bottle arranged in a realistic photographic natural spring setting, set against a beautiful background in a cool minimalist and luxurious brand design style",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a crack in the sky, icy planet surface, lost, abandoned, ray of light, highly detailed, 8k -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"some bundles of money on the table, Realistis, cinematic, photography, natural skin, delicate, detailed, photo realistis, 4k, sci fi, -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
a Guy Bordin photo of a dark-haired woman with a raven on her shoulder -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"castella cake in the shape of a vampire coffin ,no background, natural lighting, hyper realistic -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"The logo should convey a sense of trust, reliability, and community. A color scheme that incorporates blue and green could be used to evoke feelings of trust and environmental consciousness. A simple, yet memorable, symbol could be included in the logo, such as an icon of a helping hand or a heart to represent the non-profit aspect of the politicians work. The text RLR should be prominently featured in the logo, with a font that is modern and easy to read. Additionally, the politicians full name could be included in smaller text underneath the main logo, along with their position as a congress leader. Overall, the logo should communicate the politicians dedication to non-profit work and their commitment to serving their community. It should be professional, yet approachable, and evoke a sense of trust in the politicians abilities as a leader.",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
iron man terminator exoskeleton -,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
honey bees in the wild,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"An endless grass under the endless sky. Grass taller than the cattles and goats. Wind blows, grass bends down to show the group of cattles and goats. Classic Chinese landscape painting style.",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"a 3D art pixar style image. man and a woman otter who are getting married. The woman otter is wearing a simple two-part wedding dress, with a short-sleeved top and a simple, flowing skirt that reaches down to her ankles. The man otter is dressed in a stylish beige linen suit, which has a relaxed and informal feel to it, a shirt and a bow tie.",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
Dark Forest ar 169,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
ExternalUrl  this in anime style,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
logo ideas for a community impact grant -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"relaxing on the beach, comic style picture, -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Coffe table, furniture design, burnt wood, round shape, raw material, brass insert",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
create a aesthetic water bottle,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Marina Melodies, film grain, hollywood movie style, cinematic, dramatic, ultra realistic, 4K, 3000 x 3000 px",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"ExternalUrl  by brian froud, gaston bussière, boris vallejo, frank farzetta -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"logo supermarket, color orange, name mena, flat",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a picture of a classroom setting where students are sitting at their desks and engaged in learning activities. In the background, there is a team of IT professionals who are managing the technology needed for the classroom to run smoothly. The IT team is using advanced technology to automate tasks, troubleshoot issues and support educators when needed. Another picture could be a graph showing the growth of managed IT services in the education sector over the years.",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ultra realistic, realistic lighting. Ground view. Portrait of a man model, very closeup. He has brown eyes, brown hair, light skin, intense look. The skin on his face is very glowy. A red butterfly on his mouth. Captured with a nikon d 850 and a nikon AF - S NIKKOR 70 - 200mm f/ s2. 8E FL ED VR lens, with a shallow depth of field 169 -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A red coloured maple tree that is being tapped zoom in on the red spout on a vibrant red background that will make it pop and stand out. I want it to look like it could be part of a professional advertisement for outdoor furniture Sony a7R IV camera, Meike 85mm F1. 8 lens -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"ExternalUrl  render image as ultra realistic, 4k, film still, background symmetrical, colorful, style by wes anderson - award-winning editorial photography. Captured with a nikon d 850 and a nikon AF - S NIKKOR 70 - 200mm -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
video game cover art vibrant like grand turismo car racing game -,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"a cute little elephant with big blue eyes, a 3D render by Pat Oliphant, trending on zbrush central, rayonism, rendered in maya, rendered in cinema4d, zbrush -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
Corn Black and White Painting,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
andy warhol dog,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"ExternalUrl  white background, japanese style -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
fashion editorial makeup and swiss knife spread out with makeup and lipstick instead of knives set in the jungle -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a 21 year old hot and cute woman with long blue liquid and translucent curly blue hair swimming in an aquarium, full body, full character length, 8k, vector art design, ultra detailed, award winning strokes, visionary strokes,art by Luis Royo -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
ExternalUrl  ExternalUrl rk,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"storyboard for the movie, the character is a business coach, dressed in a strict suit, in the office, on the background of a projector, looks into the frame, addresses the viewer, pencil drawing, sketch -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"an all-knowing god made from computer parts, photorealistic, youtube thumbnail -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
woman figure skater teaching 7 year old man to power skate for ice hockey lessons.,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
