Prompt,Dominant_Topic,Keywords
"ExternalUrl  rainbow colored, abstract drawing, sketch, 8k1 iw -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"have I hurt you, Cortana? You gave me so much, I understood everything, you know this, Im sorry I made it so difficult for you. Cinematic, Color Grading, Photography, Shot on 50mm lense, Ultra - Wide Angle, hyper - detailed, beautifully color - coded, insane details, intricate details, beautifully color graded, Unreal Engine, Cinematic, Color Grading, Editorial Photography, Photoshoot, Shot on 70mm lense, Shutter Speed 1/ 1000, F/ 22, White Balance, Massive, Halfrear Lighting, Backlight, Natural Lighting, Incandescent, Optical Fiber, Moody Lighting, Cinematic Lighting, Studio Lighting, Soft Lighting, Beautiful Lighting, Accent Lighting, Global Illumination, Screen Space Global Illumination, Ray Tracing Global Illumination, Optics, Scattering, Glowing, Shadows, Rough, Shimmering, Ray Tracing Reflections, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ray Traced, Ray Tracing Ambient Occlusion, Anti - Aliasing, FKAA, TXAA, RTX, SSAO, Shaders, OpenGL - Shaders, GLSL - Shaders, Post Processing, Post - Production, Cel Shading, Tone Mapping, CGI, dynamic pose, photography. super detailed 8k resolution -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"ExternalUrl  Create a realistic image of my refill deodorant case that accurately represents the product without any modifications. The product should be shown in a natural setting, such as a bathroom counter, and the lighting should be bright and even. Please ensure that the label on the product is visible and legible. The image should be high resolution and suitable for use in advertising and social media.",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
depict children between ages of 3-10 reading books in a group,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
Make a logo design for climbing access organization without text resembling Access Fund logo.,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
childlike drawing of a man in a striped shirt,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
a promise of safety-,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"a family on ancient africa, Photography, Best Quality, 8K, HDR, High Resolution, -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
Spiderman wears Wonder Woman clothes on a pink background with realistic flowers and birds 4K,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"6 years old brown haired man reading a fairy tale with his 16 years old blond haired brother, both on a sofa full of pillows, dressed in oversided hoodies, very warm and beautiful scene, with a window and a fool moon oustide, inside warm small lights, hyper realistic, cinematic lighting",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"A scene of a warm and inviting Shabbat table, with freshly baked challah, golden brown pastries, and other delicious baked goods, arranged beautifully on platters and trays. A family is gathered around the table, eagerly anticipating the start of the meal, with smiles on their faces and a feeling of gratitude in their hearts for the blessings of the week. The aroma of freshly baked bread fills the air, creating a cozy and comforting atmosphere that is uniquely Shabbat. The scene captures the joy and celebration that comes with baking and enjoying delicious food with loved ones, while also highlighting the importance of the melacha of Ofeh in Jewish tradition.",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"black background, red outline, comic style, Rio de Janeiro 2002, a middle-aged man with a beard in a Hawaiian shirt holding a gun",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
dumplings in the form of a cat -,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
Alpacino Scarface oil painting miami beach neon backround 80s -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"a futuristic gorilla with robot feeling, highdefinition",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
1970s punk rock cats outside venue in London waiting to see The Clash,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"a film by Denis Villeneuve, birds eye view, a young black man, 5 years old, standing by mount Rainier, looking a long thin lenticular cloud in the sky overhead -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
a psychedelic clown with pepper mint eye and a rainbow Cain dancing in the middle of time square,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"neon, plumeria, ladybug, glitter background",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"old, weathered fish and chip shop in sleepy, small town new zealand. Beachside. Van parked on street with surfboard on roof. -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"anime jrpg, flying elemental monster in the night, storm, mountains background, ghibli style, HD",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"magical spellbinding conjuring glitter princess by Leyendecker, hyperrealistic chiaroscuro gouache, Sanrio, Jazzercise 1980s, Charles Vess, Wes Anderson, David Renshaw, Lisa Frank, Henry Justice Ford9 frog, iguana, owl, red-2 green, purple, ultramarine.5 orange-.5 -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"caricature of mma fighter, exaggerated, caricature art, caricatural illustration, smooth lighting, beautifully colored, bold lines, professional, -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
ExternalUrl  Islamic interlace patterns illustration vector line transparent background,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Illustrate letter P, clean, hokusai, modern, beautiful scenery, warm painting -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
white slime man infront happy with nice car,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
jacked harry potter. photo realism. 4k,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"bansky style art, of several hot air balloons in the sky, and a child on the ground aiming a weapon towards the balloons. The camera view that we see is from somewhat behind the child, with the balloons in the background. Rich colors.",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"detailed illustration of a mandala10 composed as a grid of geometric forms untied into circular fractal8 based, circular symmetry, neon color, fluorescent2 color, acid color, psychedelic art style, with detailed textures, 3d, layered, photoshop style, depth, illustration, octane render -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
a loaf of bread in the form of a cat -,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"ExternalUrl , late night look at the stars with girlfriend with a beautiful view of the sea, high quality 8k, -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"cartoon style, A classic VW van is nestled in the middle of an Australian beach, surrounded by towering palm trees and sparkling waters. A wood fire is in place for cooking a steak on a grill and a Quiksilver surfboard laid down. The scene is bathed in natural light, the colors natural by a sunny glow. This digital painting captures the timeless essence of adventure and freedom, with a shallow depth of field that adds a touch of classic, nostalgic beauty. A perfect moment, frozen in time -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
a beautiful sourceless in her house,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
mezcal bottle cube black stackable,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Product advertisement ad creatives, CTA button, product details text at the start of the description. Cinematic, hyper-detailed, insane details, beautifully color graded, Unreal Engine, DOF, super-resolution, megapixel, cinematic lightning, anti-aliasing, FKAA, TXAA, RTX, SSAO, post-processing, post-production, tone mapping, CGI, VFX, SFX, insanely detailed and intricate, hyper maximalist, hyper realistic, volumetric, photorealistic, ultra photoreal, ultra-detailed, intricate details, 8K, super detailed, full color, volumetric lightning, HDR, realistic, Unreal Engine, 16K, unity 3d",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"Photo of a 18 year old man in a carolina blue polo and khakis, grabbing a box off a shelf in a garage for a grandma. Happy. -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"This woman ExternalUrl n a 22-years thin blond women dutch looking with the body of Anllela Sagra, wearing gym clothes, Flawless model look, posing front of camera model looks directly in camera with a little bit flirting, shooting location in the gym with lighting studio, light background, shot on Sony A7r IV, 35mm lens camera, finely detailed eyes, global illumination, photo realistic, high-key lighting, cinematic, 8k, 4k, ultra detailed, full shot -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"ExternalUrl  super hero, woman",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"a detailed katana with a dragon and a big letter T in the tsuka, full of rich detail",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Sagittarius, -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
doodle discover do leadership maps,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Igloo vector cat bed Logo styled, no text -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"a large, beautiful dirt hill with a leveled-out part and a earth-moving equipment. Green trees are in the background.",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"ExternalUrl  ExternalUrl big pool, cafe, spa",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"Create a humorous and depiction of the worlds worst robot, a haphazardly designed and malfunctioning creation that just cant seem to get anything right. The robot should feature an eclectic mix of mismatched and ill-fitting components, suggesting poor design choices and a general lack of engineering prowess. Despite its many flaws, the robot should have a lovable, endearing quality that evokes empathy from the viewer. Emphasize the robots clumsy and inefficient attempts to perform tasks, highlighting its numerous mishaps and accidents. Render the image with vibrant colors and engaging details, capturing the amusing chaos caused by the worlds most hapless robotic creation. -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"extreme close up front view vector graphic of slot machine with blank spinner section, themed like las vegas with gold and train related imagery, 8k, -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
many ship laying at the bottom of the ocean,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
a blog thumbnail that shows a tweet being written with a dark background with code,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"The Tiger king is a game beast figure. This massive creature is a sight to behold, with its rippling muscles, deep and vibrant orange fur, and bold black stripes that make it stand out in any environment. It is clad in k-armor and its eyes are a piercing yellow, flashing with intelligence and fierce determination. His jaws are lined with sharp teeth and his claws are long and deadly. Displaying the dynamic posture of the King Tiger, it crouches low to the ground, ready to spring into action at a moments notice. Its muscles are tense and its claws are sheathed, ready to tear apart any prey that dares to challenge its dominance. The scene should be set in a jungle environment with dense foliage and a sense of danger lurking around every corner.",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
Jesus christ as artificial intelligence coming to save the world through automation,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
Upper arm fine-line portrait style tattoo of a closeup portrait of a a fremen warrior man with bright blue eyes,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
ExternalUrl  80s pixel,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"a hyperrealistic 2d topographical cutout map of china, using the borders of the peoples republic of china -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"High-quality 4k art, optimized for printing on custom shirts, featuring Deku and Bakugo from My Hero Academia, in the midst of a clash, showcasing their quirks and abilities, conveying energy and motion, visually striking, appealing to fans, suitable for reproduction on a variety of shirt colors and styles.",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
a Asian model wearing a. futuristic luxury minimal activewear with multiple honor badges black jacket in Paris background with red zipper,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"fine-line tattoo sketch in Dr. Woo Style, fremen overlooking vast arrakis desert",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
change colors to white,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"a huge staircase that at the end leads to a gigantic door that reflects a red and black light, in this gate there is a giant statue of vultures on each side, and coach Jorge Jesus climbs the staircase, 16k",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
your self as a graphic designer and create a type face logo for an decor company Instyle Creations,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Bettie Page woman laughing and screaming while spiders come out of her mouth, spiders crawling out of mouth, spiders, spiders in mouth, horror, Frank Ockenfels, photography, 4k, high definiton photography, fashion, high end photography, american horror story, clean, sleek, photography, movie poster, key art, film, poster",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
35mm 90s calvin Klein campagin annie leibovitz style of woman at the rodeo wearing cowboy hat -,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"Paris landscape in Ukiyo-e japan style, very detailed, 4k",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Mansion, living room, high ceilings, dead man in gucci suit hangs from ceiling by gold chain attached to his neck, ceiling mural modern Garden of earthly delights, unicorn taxidermy above fireplace, ornate furniture, floor covered in US dollars muted colors photorealistic v 5 -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
A playing card King of Hearts where the King holds a glas of Gin standing at a bar -,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"holy spirit dove and fire, watercolor, blue background, -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"anime style mahjong pieces, detailed, colorful, white background -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"a world war 2 maori soldier in full uniform and a face tatoo and an old rifle in one hand standing in the north african desert, black and white photo, 1940s vintage photo, full-body shot, wide angle",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"drag queen nun happy expression, take. from the angle below of a chess piece being picked up from a chess board",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
donald trump standing infront of the eifel tower drinking a coffee,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"an Santat Illustrator style Alex and Maya on the soccer field, playing with new friends -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
handsome young blond woman who has superpowers and can make a bubble around her to protect her,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"a french redheaded second world war journalist woman, writing in a typewritter machine, while a young french army captain is looking at her; pamphlet style -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
bright rustic living room with plants and wood wall,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
praying hands in nhiphop custom design whith letter C H U v5,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"a back view of two 30 year old, men, a couple in Miami, enjoying their private beach. Theyre having cocktails and laughing. One of them is in a wheelchair, the other is sitting beside him in a beach lounger. Hughes of pink and turquise, summer sky, palm trees and umbrellas. Intricate, elegant, hyper realistic, super detailed, dynamic pose, photography, taken using Canon EOS R3 camera with a 11mm f1.4 lens, f8.0 aperture, shutter speed 1/500s, ISO 320, hr -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"An ultra realistic marble ball with a M letter inside of it, ciano color.",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
business logos,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
ExternalUrl  ExternalUrl ,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
Tibetan Six-Syllable Mantra floating in the sky -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Beautiful elegant light blue vintage violin with roses white background, watercolor -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Ninja turtle Raphael looking at a computer screen, people talking, renaissance painting, detailed, hq -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
ExternalUrl  as a stoic barbarian adventurer with unbound rage,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
ExternalUrl  character by Barclay Shaw1 -,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
this person as a volleyball athlete in a cryochamber,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"A tiefling baker with human colored skin, and curled rams horns adorned with jewelry. She is putting a batch of cookies into a large stone oven. A black cat sleeps on top of the oven. In the background is a bakery scene.",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"ExternalUrl  sleeping on clouds at night, photorealistic, 4k -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
a reborn butterfly tattoo style,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"A tattoo design inspired by the iconic symbols of New Zealand, featuring a stylized silver fern leaf intertwined with a Maori Koru pattern. The style should be a harmonious blend of traditional Maori tribal art and modern simplicity, emphasizing the cultural heritage and natural beauty of the country. Utilize bold lines and contrasting black and gray shading to create depth and visual interest. Compose the design in a way that it can be easily adapted to various body placements, showcasing the rich symbolism of New Zealands flora and indigenous culture.",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"full body, latino man guerilla, view from above, top view, cyberpunk style, realist",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"carp, green glow, in the style of nightmarish illustrations, rtx on, rtx, detailed underwater scenes, energy filled illustrations, linear illustrations, dark realism, detailed character illustrations -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"a viking cat stares at a bowl of chicken, illustration",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
small business owner standing in his machine shop,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
emmanuel macron win the Mister gay France ultra realist 4k,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"realistic style 4k full hd calathea plant in tall drop shaped concrete pot, in living room with large rectangular mirror, warm lighting and white wall",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"hooded figure, with smoke for a face. dark colors.",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"Mohammed bin Salman meditates over building with the background view of Riyadh city and some huge buildings after 10 years from now . The photograph is expertly captured with a Canon EOS R6 mirrorless camera, using an RF 24-70mm f/2.8L IS USM lens, renowned for its sharpness, color rendition, and versatility. The camera settings include an aperture of f/4, ISO 200, and a shutter speed of 1/250 sec, perfectly balancing the ambient light to showcase the intricate details of the of the view . Sunny day, almost sunset -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"tatoo, sleeve, color, lsd, trip -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"a japanese man dressing in a kimono, in a japanese court room, carrying a bird of paradise on his arm, awes the attendants with the birds beauty, watercolour, realistic, -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"ExternalUrl  render this photo. pixar style, woman, 43 years onl brown hair a bit curly, brown eyes, smiling, hyper detailed.",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"create a realistic photo, space rocket launching from São Paulo, city behind the steam, shape of US$, cinematik light, HD, 16k",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"ExternalUrl  fashion photography, wear jeans,",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"photography of a beautiful Korean woman in wedding dress, swimming under the water and smiling at the camera, pastel blue color -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
Islamic abstract art,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
ExternalUrl  pop 3d architecture -,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"ExternalUrl  ExternalUrl rtrait, me as 35 years old man sits on the floor, in dark sports shorts and monochrome dark t-shirt only in the medical white room  photorealistic ultra-high quality, daylight, focused on legs -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
Draw a sketch of a lighthouse that looks a bit like ice cream,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
a logo for a gene editing company in the agriculture space,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
simple and elegant social media consulting logo for a white background -,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Black woman Bible Eve, skinny serpent wrapped around her neck rose, rose petals, close up shot Camera DSLR or mirrorless with a prime lens( 50mm f/ 1. 8 or 85mm f/ 1. 8) Angle Eye level, slightly off - center Distance 8 - 10 feet( 2. 5 - 3 meters) Aperture f/ 2. 8 or f/ 4. 0 Lighting Soft, diffused natural or artificial light at a 45 - degree angle Fill light or reflector Opposite side of the main light source Film Speed( ISO)  100 - 200( outdoor/ natural light)",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
realistic water rocket,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
Social game art illustration of graphic Chinese background wallpaper -,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
blonde Funko lost in Hawaii in white dress retro,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"cartoon, storyboard, person wants to go to community event, discovers event on phone, books event, attends event, enjoys event",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"cd cover , A flashback 90s techno party scene contrasting a carefree, wild, and fun past with the present, where people are trying to recreate that same energy on the techno dance floor. -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
32-bit pixel art sword -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
a poly isometric mega yatch with a boat party onboard,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
Stalin taking a selfie photorealistic -,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
create beautiful graphics for transparent protective glass for iphone 13 -,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Kyiv is in the form of a man and looks like a prince, by Edward Munch, Color Field Painting, Tonal Colors -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
clayton grow as a pixar character very detailed,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
portrait of a man whose character corresponds to paris,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
cyberpunk town in dubai,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"ultra real, in quentin tarantino style, girls having fun and dancing in a realistic party in a fancy luxury villa in hollywood hills with pool during 1970 era. Super detailed happy face. Color Grading, Photography, Shot on 50mm lense, Ultra - Wide Angle, hyper - detailed, beautifully color - coded, insane details, intricate details, beautifully color graded, Unreal Engine, Cinematic, Color Grading, Editorial Photography, Photoshoot, Shot on 70mm lense, Shutter Speed 1/ 200, F/ 18, White Balance, Massive, Halfrear Lighting, Backlight, Natural Lighting, Incandescent, Optical Fiber, Brightly lit office, Cinematic Lighting, Studio Lighting, Soft Lighting, Beautiful Lighting, Accent Lighting, Global Illumination, Screen Space Global Illumination, Ray Tracing Global Illumination, Optics, Scattering, Glowing, Shadows, Rough, Shimmering, Ray Tracing Reflections, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ray Traced, Ray Tracing Ambient Occlusion, Anti - Aliasing, FKAA, TXAA, RTX, SSAO, Post Processing, Post - Production, CGI, dynamic pose, photography. super detailed 8k resolution -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"ExternalUrl  as fast and furious dominic toretto ultra-realistic, 8K, studio lighting",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
T shirt designs on a black Canvas -,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
a hyper realistic hand drawn psychedelic vinyl record,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
a vintage illustration of a modern american flag with 13 stripes and 50 stars on a black background. the words democracy matters is on top of the flag. on a back background -,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"muscular one year old man with six pack, shoulder length blonde curly hair, jumping in a deep pool, sunbathers in background",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
ExternalUrl  logo with letters M and K -,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"logo minimalist healthy living sport energy vitality, visually appealing, easy to recognize, and memorable",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"the shogun and his advisors, Japanese painting",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
ExternalUrl  brand logo for business named OnTour,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"red travelers wagon pulled by a unicorn through a sunlit path in the woods, 4K, -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"336 / 5.000Risultati della traduzioneRisultato di traduzionestar_borderHyper-realistic image of a seated man with a fedora hat and a worn raincoat, writing on his somewhat shabby Remington from the 1930s, his fingers brushing the worn keys, outside the window of the room a red neon sign of a bar. The room has a dramatic dark noir setting in the 60s.",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
A poster for a cabaret show - similar to moulin rouge. A black drag queen with blonde long hair sits on a chaise longe dressed in a gold sparkly cocktail dress with red heels. She is laughing and holds a martini glass. Above her the poster reads ‘A Night With Mimi’,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
the guy in this image ExternalUrl  very detailed,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"the bathroom of god, the toilet is opulent and resembles a kings throne, it is located at the end of a corridor, the corridor has Greek-style sculptures made of Carrara marble, there is a vaulted ceiling with a Renaissance painting of the creation of the universe perfect light. hyper realistic. 8k -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"meme Aesthetic style Highly ,detailed,anime, anime art style anime, a dark style, a dark vibrant atmosphere, cinematography, photorealistic, Cinematic, Color Grading, portrait Photography, Ultra-Wide Angle, Depth of Field, hyper detailed, beautifully coded by color, insane detail, intricate detail, beautifully colored, Cinematic, Color Grading, Editorial Photography, Photography, Photoshoot, Depth of Field, DOF, Tilt Blur, White Balance, 32k, Super-Resolution, Megapixel, ProPhoto RGB, VR , Halfrear Lighting, Backlight, Natural Lighting, Incandescent, Fiber Optic, Moody Lighting, Cinematic Lighting, Studio Lighting, Soft Lighting, Volumetric, Contre-Jour, Beautiful Lighting, Accent Lighting, Global Illumination, Screen Space Global Illumination, Ray Tracing Global Illumination , Optical, Scattering, Glowing, Shadows, Rough, Shimmer, Ray Tracing Reflections, Lumen Reflections, Screen Space Reflections, Diffraction Gradation, Chr Aberration omatics, GB displacement, scan lines, ray tracing, ray tracing ambient occlusion, anti-aliasing, FK AA, TXAA, RTX, SSAO, Shaders, OpenGL-Shaders, GLSL-Shaders, Post-processing, Post-production , Cel Shading, Tone Mapping, CGI, VFX, SFX, incredibly detailed and intricate, hypermaximal, elegant, hyper realistic, super detailed, dynamic pose, photography -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"chibi maruko chan in her dining room, lego produce, product design, 3d blender -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"summertime tshirt art, cocktsil",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
cinematic ultra realistic 8k new jeep grand cherokee 2023 near small house standing in the driveway sunny weather near home garage doors  -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Nubian camel, Jim Henson, h.r. Geiger, stunning lights, photorealistic, hyperrealistic, defined, octane render, unreal engine, cinematic lightning, ultra-detailed, intrincate details, v-ray, cinema 4D, 8K -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"graphic poster tossing multi color bucket of paint onto black and white sidewalk, gritty, dirty, contour -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Jesus Christ with arab and middle eastern features, kneeling down to pet a small white rabbit surrounded by several painted pastel-colored eggs, with a National Geographic-style photography approach, and post-processed for hyper-realism using advanced image editing techniques and selective focus tools -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
dishes in the form of a cat -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
resume photo of a handcapped man,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"Detailed man with mustache and glasses smiling, happy, cinematic lighting v5",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"a skeleton like cat on a bed, in the style of photorealistic details, matte photo, human anatomy, zeiss milvus 25mm f/1.4 ze., zbrush, historical reproductions, white and gray, matte photo -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
imagine a concert of an asian rock music group roaring like a tiger on a dark and orange background,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
